STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
MO,3,H6MO03242,,Greg,Zotta,R,"2,576",13.56%,,,,
MO,3,H8MO03164,,Pat,Ertmann,R,"2,532",13.33%,,,,
MO,3,n/a,,,,R,"18,994",,,,,
MO,3,H4MO03155,,Kevin C.,Babcock,LBT,224,100.00%,,,"5,518",1.81%
MO,3,n/a,,,,LBT,224,,,,,
MO,3,H8MO03172,,Cynthia (Cindy),Redburn,CON,n/a,,,,"4,324",1.42%
MO,3,n/a,,,,,"57,238",,,,"305,071",
MO,4,H6MO04141,(I),Ike,Skelton,D,"37,111",100.00%,,,"200,009",65.91%
MO,4,n/a,,,,D,"37,111",,,,,
MO,4,H4MO04088,,Jeff,Parnell,R,"31,979",66.80%,,,"103,446",34.09%
MO,4,H8MO04055,,"Stanley, Jr.",Plough,R,"10,324",21.57%,,,,
MO,4,H8MO04063,,Joseph,Terrazas,R,"5,568",11.63%,,,,
MO,4,n/a,,,,R,"47,871",,,,,
MO,4,n/a,,,,,"84,982",,,,"303,455",
MO,5,H4MO05234,(I),"Emanuel, II",Cleaver,D,"38,260",100.00%,,,"197,249",64.37%
MO,5,n/a,,,,D,"38,260",,,,,
MO,5,H6MO05189,,Jacob,Turk,R,"9,294",54.24%,,,"109,166",35.63%
MO,5,H8MO05094,,Chris,Knowlton,R,"3,552",20.73%,,,,
MO,5,H8MO05102,,Martin D.,Baker,R,"2,647",15.45%,,,,
MO,5,H6MO05197,,Randall D. (Randy),Langkraehr,R,"1,641",9.58%,,,,
MO,5,n/a,,,,R,"17,134",,,,,
MO,5,n/a,,,,,"55,394",,,,"306,415",
MO,6,H0MO06073,(I),Sam,Graves,R,"36,131",100.00%,,,"196,526",59.43%
MO,6,n/a,,,,R,"36,131",,,,,
MO,6,H8MO06068,,Kay,Barnes,D,"36,712",84.54%,,,"121,894",36.86%
MO,6,H8MO06084,,Ali Allon,Sherkat,D,"6,714",15.46%,,,,
MO,6,n/a,,,,D,"43,426",,,,,
MO,6,H8MO06076,,Dave,Browning,LBT,225,100.00%,,,"12,279",3.71%
MO,6,n/a,,,,LBT,225,,,,,
MO,6,n/a,,,,,"79,782",,,,"330,699",
MO,7,H6MO07128,(I),Roy,Blunt,R,"64,767",100.00%,,,"219,016",67.76%
MO,7,n/a,,,,R,"64,767",,,,,
MO,7,H8MO07140,,Richard,Monroe,D,"11,973",77.69%,,,"91,010",28.16%
MO,7,H8MO07157,,L. Gregory,Gloeckner,D,"3,439",22.31%,,,,
MO,7,n/a,,,,D,"15,412",,,,,
MO,7,H4MO07107,,Kevin,Craig,LBT,199,100.00%,,,"6,971",2.16%
MO,7,n/a,,,,LBT,199,,,,,
MO,7,H8MO07165,,Travis,Maddox,CON,,,,,"6,166",1.91%
MO,7,n/a,,Midge,Potts,W,,,,,49,0.02%
MO,7,n/a,,,,,"80,378",,,,"323,212",
MO,8,H8MO08072,,Joe,Allen,D,"35,418",100.00%,,,"72,790",26.16%
MO,8,n/a,,,,D,"35,418",,,,,
MO,8,H6MO08084,(I),Jo Ann,Emerson,R,"51,801",100.00%,,,"198,798",71.44%
MO,8,n/a,,,,R,"51,801",,,,,
MO,8,H6MO08118,,Branden C.,McCullough,LBT,126,100.00%,,,"4,443",1.60%
MO,8,n/a,,,,LBT,126,,,,,
MO,8,H8MO08080,,Richard L.,Smith,CON,,,,,"2,257",0.81%
MO,8,n/a,,,,,"87,345",,,,"278,288",
MO,9,H8MO09153,,Blaine,Luetkemeyer,R,"21,543",39.68%,,,"161,031",49.99%
MO,9,H8MO09146,,Bob,Onder,R,"15,752",29.01%,,,,
MO,9,H8MO09138,,Danielle (Danie),Moore,R,"10,609",19.54%,,,,
MO,9,H8MO09112,,Brock,Olivo,R,"5,501",10.13%,,,,
MO,9,H8MO09161,,Dan,Bishir,R,890,1.64%,,,,
MO,9,n/a,,,,R,"54,295",,,,,
MO,9,H8MO09088,,Judy,Baker,D,"22,498",44.12%,,,"152,956",47.49%
MO,9,H8MO09104,,Steve,Gaw,D,"15,864",31.11%,,,,
MO,9,H8MO09096,,Lyndon,Bode,D,"6,565",12.88%,,,,
MO,9,H8MO09054,,Ken,Jacob,D,"6,060",11.89%,,,,
MO,9,n/a,,,,D,"50,987",,,,,
MO,9,H8MO09179,,Tamara A.,Millay,LBT,250,100.00%,,,"8,108",2.52%
MO,9,n/a,,,,LBT,250,,,,,
MO,9,n/a,,,,,"105,532",,,,"322,095",
MO,H,n/a,,,,,"668,717",,,,"2,821,484",
MT,0,H0MT00033,(I),Denny,Rehberg,R,"90,492",100.00%,,,"308,470",64.14%
MT,0,n/a,,,,R,"90,492",,,,,
MT,0,H8MT00051,,John,Driscoll,D,"70,176",49.23%,,,"155,930",32.42%
MT,0,H8MT00044,,Jim,Hunt,D,"59,768",41.93%,,,,
MT,0,H2MT00013,,Robert,Candee,D,"12,598",8.84%,,,,
MT,0,n/a,,,,D,"142,542",,,,,
MT,0,H8MT01141,,Mike,Fellows,LBT,Unopposed,,,,"16,500",3.43%
MT,0,n/a,,,,,"233,034",,,,"480,900",
MT,H,n/a,,,,,"233,034",,,,"480,900",
MT,S,S8MT00010,(I),Max,Baucus,D,"165,050",100.00%,,,"348,289",72.92%
MT,S,n/a,,,,D,"165,050",,,,,
MT,S,S6MT00212,,Bob,Kelleher,R,"26,936",36.32%,,,"129,369",27.08%
MT,S,S8MT00150,,Michael,Lange,R,"17,044",22.98%,,,,
MT,S,S8MT00168,,Kirk,Bushman,R,"15,507",20.91%,,,,
MT,S,S8MT00192,,Patty L.,Lovaas,R,"7,632",10.29%,,,,
MT,S,S8MT00176,,Anton A.,Pearson,R,"4,257",5.74%,,,,
MT,S,S8MT00184,,Shay Joshua,Garnett,R,"2,788",3.76%,,,,
MT,S,n/a,,,,R,"74,164",,,,,
MT,S,n/a,,,,,"239,214",,,,"477,658",
NE,1,H4NE01064,(I),Jeff,Fortenberry,R,"45,958",100.00%,,,"184,923",70.36%
NE,1,n/a,,,,R,"45,958",,,,,
NE,1,H4NE01064,(I),Jeff,Fortenberry,N(R),662,100.00%,,,,
NE,1,n/a,,,,N(R),662,,,,,
NE,1,H8NE01073,,Max,Yashirin,D,"26,332",100.00%,,,"77,897",29.64%
NE,1,n/a,,,,D,"26,332",,,,,
NE,1,H8NE01073,,Max,Yashirin,N(D),786,100.00%,,,,
NE,1,n/a,,,,N(D),786,,,,,
NE,1,n/a,,,,,"73,738",,,,"262,820",
NE,2,H8NE02139,(I),Lee,Terry,R,"23,054",84.45%,,,"142,473",51.93%
NE,2,H8NE02204,,Steven ,Laird,R,"4,246",15.55%,,,,
NE,2,n/a,,,,R,"27,300",,,,,
NE,2,H8NE02139,(I),Lee,Terry,N(R),92,68.66%,,,,
NE,2,H8NE02204,,Steven ,Laird,N(R),42,31.34%,,,,
NE,2,n/a,,,,N(R),134,,,,,
NE,2,H6NE02117,,Jim,Esch,D,"20,937",80.54%,,,"131,901",48.07%
NE,2,H8NE02212,,Richard N.,Carter,D,"5,059",19.46%,,,,
NE,2,n/a,,,,D,"25,996",,,,,
NE,2,H6NE02117,,Jim,Esch,N(D),260,78.31%,,,,
NE,2,H8NE02212,,Richard N.,Carter,N(D),72,21.69%,,,,
NE,2,n/a,,,,N(D),332,,,,,
NE,2,n/a,,,,,"53,762",,,,"274,374",
NE,3,H6NE03115,(I),Adrian,Smith,R,"55,129",87.44%,,,"183,117",76.87%
NE,3,H8NE03079,,Jeremiah,Ellison,R,"7,918",12.56%,,,,
NE,3,n/a,,,,R,"63,047",,,,,
NE,3,H6NE03115,(I),Adrian,Smith,N(R),96,76.80%,,,,
NE,3,H8NE03079,,Jeremiah,Ellison,N(R),29,23.20%,,,,
NE,3,n/a,,,,N(R),125,,,,,
NE,3,H8NE03053,,Jay C.,Stoddard,D,"17,668",74.30%,,,"55,087",23.13%
NE,3,H8NE03061,,Paul A.,Spatz,D,"6,110",25.70%,,,,
NE,3,n/a,,,,D,"23,778",,,,,
NE,3,H8NE03053,,Jay C.,Stoddard,N(D),91,73.98%,,,,
NE,3,H8NE03061,,Paul A.,Spatz,N(D),32,26.02%,,,,
NE,3,n/a,,,,N(D),123,,,,,
NE,3,n/a,,,,,"87,073",,,,"238,204",
NE,H,n/a,,,,,"214,573",,,,"775,398",
NE,S,S8NE00117,,Mike ,Johanns,R,"111,455",78.09%,,,"455,854",57.52%
NE,S,S8NE00109,,Pat ,Flynn,R,"31,271",21.91%,,,,
NE,S,n/a,,,,R,"142,726",,,,,
NE,S,S8NE00117,,Mike ,Johanns,N(R),736,71.80%,,,,
NE,S,S8NE00109,,Pat ,Flynn,N(R),289,28.20%,,,,
NE,S,n/a,,,,N(R),"1,025",,,,,
NE,S,S8NE00133,,Scott ,Kleeb,D,"64,468",68.66%,,,"317,456",40.06%
NE,S,S8NE00125,,Tony ,Raimondo,D,"23,617",25.15%,,,,
NE,S,S8NE00158,,James Bryan,Wilson,D,"3,179",3.39%,,,,
NE,S,S8NE00141,,Larry ,Marvin,D,"2,629",2.80%,,,,
NE,S,n/a,,,,D,"93,893",,,,,
NE,S,S8NE00133,,Scott ,Kleeb,N(D),"1,114",64.54%,,,,
NE,S,S8NE00125,,Tony ,Raimondo,N(D),524,30.36%,,,,
NE,S,S8NE00158,,James Bryan,Wilson,N(D),45,2.61%,,,,
NE,S,S8NE00141,,Larry ,Marvin,N(D),43,2.49%,,,,
NE,S,n/a,,,,N(D),"1,726",,,,,
NE,S,S8NE00174,,Kelly Renee,Rosberg,NB,123,100.00%,,,"11,438",1.44%
NE,S,n/a,,,,NB,123,,,,,
NE,S,S8NE00175,,Kelly Renee,Rosberg,N(NB),86,100.00%,,,,
NE,S,n/a,,,,N(NB),86,,,,,
NE,S,S8NE00166,,Steven R.,Larrick,GRE,92,100.00%,,,"7,763",0.98%
NE,S,n/a,,,,GRE,92,,,,,
NE,S,S8NE00167,,Steven R.,Larrick,N(GRE),31,100.00%,,,,
NE,S,n/a,,,,N(GRE),31,,,,,
NE,S,n/a,,,,,"239,702",,,,"792,511",
NV,1,H8NV01071,(I),Shelley,Berkley,D,"19,444",89.74%,,,"154,860",67.65%
NV,1,H8NV01204,,"Mark John, Jr.",Budetich,D,"2,222",10.26%,,,,
NV,1,n/a,,,,D,"21,666",,,,,
NV,1,H6NV01158,,Kenneth,Wegner,R,"4,359",34.65%,,,"64,837",28.32%
NV,1,H4NV01112,,Russ,Mickelson,R,"2,490",19.79%,,,,
NV,1,H8NV01196,,Chris,Dyer,R,"1,847",14.68%,,,,
NV,1,H8NV01212,,"Eve ""No. 1 Mom""",Ellingwood,R,"1,137",9.04%,,,,
NV,1,H8NV01238,,Ray J.,Kornfield,R,"1,090",8.66%,,,,
NV,1,H8NV01246,,Mike,Powers,R,896,7.12%,,,,
NV,1,H8NV01220,,"Edward ""Mr. Clean""",Hamilton,R,761,6.05%,,,,
NV,1,n/a,,,,R,"12,580",,,,,
NV,1,H8NV01253,,Caren,Alexander,IAP,*,,,,"4,697",2.05%
NV,1,H4NV01138,,"Raymond James, Jr.",Duensing,LBT,*,,,,"4,528",1.98%
NV,1,n/a,,,,,"34,246",,,,"228,922",
NV,2,H6NV02164,(I),Dean,Heller,R,"43,112",86.02%,,,"170,771",51.82%
NV,2,H8NV02053,,James W.,Smack,R,"7,009",13.98%,,,,
NV,2,n/a,,,,R,"50,121",,,,,
NV,2,H6NV02180,,Jill,Derby,D,Unopposed,,,,"136,548",41.44%
NV,2,H8NV02079,,John,Everhart,IAP,n/a,,,,"11,179",3.39%
NV,2,H8NV02087,,Sean Patrick,Morse,LBT,n/a,,,,"5,740",1.74%
NV,2,H8NV02061,,Craig,Bergland,GRE,*,,,,"5,282",1.60%
NV,2,n/a,,,,,"50,121",,,,"329,520",
NV,3,H8NV03036,,Dina,Titus,D,"22,232",84.71%,,,"165,912",47.43%
NV,3,H6NV03014,,Barry,Michaels,D,"2,312",8.81%,,,,
NV,3,H6NV03030,,Anna,Nevenic,D,"1,114",4.24%,,,,
NV,3,H8NV03044,,"Carlo ""Tex""",Poliak,D,587,2.24%,,,,
NV,3,n/a,,,,D,"26,245",,,,,
NV,3,H0NV01078,(I),Jon,Porter,R,"21,955",81.63%,,,"147,940",42.29%
NV,3,H8NV03069,,Jesse,Law,R,"3,030",11.27%,,,,
NV,3,H8NV03051,,Carl,Bunce,R,"1,911",7.11%,,,,
NV,3,n/a,,,,R,"26,896",,,,,
NV,3,H8NV03093,,Jeffrey C.,Reeves,I,n/a,,,,"14,922",4.27%
NV,3,H4NV03076,,Joseph P.,Silvestri,LBT,*,,,,"10,164",2.91%
NV,3,H8NV03085,,Floyd,Fitzgibbons,IAP,*,,,,"6,937",1.98%
NV,3,H8NV03077,,Bob,Giaquinta,GRE,*,,,,"3,937",1.13%
NV,3,n/a,,,,,"53,141",,,,"349,812",
NV,H,n/a,,,,,"137,508",,,,"908,254",
NH,1,H6NH01230,(I),Carol,Shea-Porter,D,"20,839",98.22%,,,"176,435",51.73%
NH,1,H2NH01130,,Jeb,Bradley,W(D),162,0.76%,,,,
NH,1,H2NH01163,,John,Stephen,W(D),127,0.60%,,,,
NH,1,n/a,,,Scattered,W(D),89,0.42%,,,,
NH,1,n/a,,,,D,"21,217",,,,,
NH,1,H2NH01130,,Jeb,Bradley,R,"18,559",51.04%,,,"156,338",45.84%
NH,1,H2NH01163,,John,Stephen,R,"16,766",46.11%,,,,
NH,1,H8NH01137,,Geoff,Michael,R,534,1.47%,,,,
NH,1,H6NH01255,,"""Dave""",Jarvis,R,414,1.14%,,,,
NH,1,H6NH01230,(I),Carol,Shea-Porter,W(R),46,0.13%,,,,
NH,1,H2NH01130,,Jeb,Bradley,W(R),43,0.12%,,,,
NH,1,n/a,,,,R,"36,362",,,,,
NH,1,H8NH01145,,Robert,Kingsbury,LBT,n/a,,,,"8,100",2.37%
NH,1,n/a,,,Scattered,W,,,,,198,0.06%
NH,1,n/a,,,,,"57,579",,,,"341,071",
NH,2,H4NH02175,(I),Paul W.,Hodes,D,"22,638",98.56%,,,"188,332",56.40%
NH,2,n/a,,,Scattered,W(D),151,0.66%,,,,
NH,2,H8NH02200,,"""Bob""",Clegg,W(D),59,0.26%,,,,
NH,2,H8NH02192,,Jennifer,Horn,W(D),56,0.24%,,,,
NH,2,H8NH02184,,"""Jim""",Steiner,W(D),46,0.20%,,,,
NH,2,H8NH02218,,Grant,Bosse,W(D),18,0.08%,,,,
NH,2,n/a,,,,D,"22,968",,,,,
NH,2,H8NH02192,,Jennifer,Horn,R,"12,726",40.05%,,,"138,222",41.40%
NH,2,H8NH02200,,"""Bob""",Clegg,R,"10,771",33.90%,,,,
NH,2,H8NH02184,,"""Jim""",Steiner,R,"4,582",14.42%,,,,
NH,2,H8NH02218,,Grant,Bosse,R,"2,974",9.36%,,,,
NH,2,H8NH02226,,Alfred,L'Eplattenier,R,547,1.72%,,,,
NH,2,n/a,,,Scattered,W(R),111,0.35%,,,,
NH,2,H4NH02175,(I),Paul W.,Hodes,W(R),61,0.19%,,,,
NH,2,n/a,,,,R,"31,772",,,,,
NH,2,H8NH02234,,"Chester L., II",Lapointe,LBT,n/a,,,,"7,121",2.13%
NH,2,n/a,,,Scattered,W,,,,,229,0.07%
NH,2,n/a,,,,,"54,740",,,,"333,904",
NH,H,n/a,,,,,"112,319",,,,"674,975",
NH,S,S0NH00219,,Jeanne,Shaheen,D,"42,968",88.31%,,,"358,438",51.59%
NH,S,S8NH00170,,Raymond,Stebbins,D,"5,281",10.85%,,,,
NH,S,S0NH00201,(I),John E.,Sununu,W(D),235,0.48%,,,,
NH,S,n/a,,,Scattered,W(D),172,0.35%,,,,
NH,S,n/a,,,,D,"48,656",,,,,
NH,S,S0NH00201,(I),John E.,Sununu,R,"60,852",88.68%,,,"314,403",45.25%
NH,S,S4NH00062,,Tom,Alciere,R,"7,084",10.32%,,,,
NH,S,S0NH00219,,Jeanne,Shaheen,W(R),517,0.75%,,,,
NH,S,n/a,,,Scattered,W(R),165,0.24%,,,,
NH,S,S8NH00170,,Raymond,Stebbins,W(R),3,0.00%,,,,
NH,S,n/a,,,,R,"68,621",,,,,
NH,S,S2NH00157,,"""Ken""",Blevens,LBT,n/a,,,,"21,516",3.10%
NH,S,n/a,,,,,,,,,,
NH,S,,,,Scattered,W,,,,,430,0.06%
NH,S,n/a,,,,,"117,277",,,,"694,787",
NJ,1,H0NJ01066,(I),Robert E.,Andrews,D,#,,,,"206,453",72.40%
NJ,1,H8NJ01143,,Camille S. ,Andrews,D,"32,108",83.03%,,,,
NJ,1,H8NJ01127,,Mahdi ,Ibn-Ziyad,D,"2,222",5.75%,,,,
NJ,1,H8NJ01150,,John ,Caramanna,D,"4,342",11.23%,,,,
NJ,1,n/a,,,,D,"38,672",,,,,
NJ,1,H8NJ01135,,Dale M.,Glading,R,"5,873",82.27%,,,"74,001",25.95%
NJ,1,H8NJ01176,,Fernando ,Powers,R,"1,266",17.73%,,,,
NJ,1,n/a,,,,R,"7,139",,,,,
NJ,1,H8NJ01218,,Matthew,Thieke,GRE,n/a,,,,"1,927",0.68%
NJ,1,H8NJ01192,,Margaret M.,Chapman,BBA,n/a,,,,"1,258",0.44%
NJ,1,H8NJ01200,,"Everitt M., III",Williams,THI,n/a,,,,"1,010",0.35%
NJ,1,H8NJ01184,,"Alvin, Jr.",Lindsay,LFC,n/a,,,,508,0.18%
NJ,1,n/a,,,,,"45,811",,,,"285,157",
NJ,2,H2NJ02037,(I),Frank A. ,Lo Biondo,R,"16,026",88.78%,,,"167,701",59.06%
NJ,2,H8NJ02109,,Donna M. ,Ward,R,"2,025",11.22%,,,,
NJ,2,n/a,,,,R,"18,051",,,,,
NJ,2,H8NJ02091,,David ,Kurkowski,D,"16,465",100.00%,,,"110,990",39.09%
NJ,2,n/a,,,,D,"16,465",,,,,
NJ,2,H8NJ02125,,Jason M.,Grover,GRE,n/a,,,,"1,763",0.62%
NJ,2,H8NJ02117,,Peter F.,Boyce,CNJ,n/a,,,,"1,551",0.55%
NJ,2,H8NJ02133,,Gary,Stein,RTB,n/a,,,,"1,312",0.46%
NJ,2,H0NJ02098,,Costantino,Rozzo,SUS,n/a,,,,648,0.23%
NJ,2,n/a,,,,,"34,516",,,,"283,965",
NJ,3,H8NJ03156,,John ,Adler,D,"18,130",100.00%,,,"166,390",52.08%
NJ,3,n/a,,,,D,"18,130",,,,,
NJ,3,H8NJ03172,,Chris,Myers,R,"12,694",49.36%,,,"153,122",47.92%
NJ,3,H8NJ03164,,John P.,Kelly,R,"6,531",25.39%,,,,
NJ,3,H8NJ03180,,Justin Michael,Murphy,R,"6,494",25.25%,,,,
NJ,3,n/a,,,,R,"25,719",,,,,
NJ,3,n/a,,,,,"43,849",,,,"319,512",
NJ,4,H8NJ04014,(I),Christopher H. ,Smith,R,"16,818",100.00%,,,"202,972",66.21%
NJ,4,n/a,,,,R,"16,818",,,,,
NJ,4,H8NJ04147,,Joshua M.,Zeitz,D,"13,114",100.00%,,,"100,036",32.63%
NJ,4,n/a,,,,D,"13,114",,,,,
NJ,4,H8NJ04154,,Steven ,Welzer,GRE,n/a,,,,"3,543",1.16%
NJ,4,n/a,,,,,"29,932",,,,"306,551",
NJ,5,H8NJ05094,(I),Scott,Garrett,R,"19,914",100.00%,,,"172,653",55.87%
NJ,5,n/a,,,,R,"19,914",,,,,
NJ,5,H8NJ05094,,Dennis ,Shulman ,D,"9,390",61.11%,,,"131,033",42.40%
NJ,5,H6NJ05155,,Camile M,Abate,D,"4,861",31.64%,,,,
NJ,5,H2NJ02060,,Roger,Bacon,D,"1,114",7.25%,,,,
NJ,5,n/a,,,,D,"15,365",,,,,
NJ,5,H8NJ05102,,Ed,Fanning,GRE,n/a,,,,"5,321",1.72%
NJ,5,n/a,,,,,"35,279",,,,"309,007",
NJ,6,H8NJ03073,(I),"Frank, Jr.",Pallone,D,"18,609",100.00%,,,"164,077",66.95%
NJ,6,n/a,,,,D,"18,609",,,,,
NJ,6,H8NJ06142,,Robert E.,McLeod,R,"3,698",55.14%,,,"77,469",31.61%
NJ,6,H2NJ06111,,Peter ,Cerrato,R,"1,946",29.02%,,,,
NJ,6,H8NJ06134,,James P.,Hogan,R,"1,062",15.84%,,,,
NJ,6,n/a,,,,R,"6,706",,,,,
NJ,6,H6NJ06211,,Herb,Tarbous,RIN,n/a,,,,"3,531",1.44%
NJ,6,n/a,,,,,"25,315",,,,"245,077",
NJ,7,H6NJ07128,,Linda,Stender,D,"15,776",100.00%,,,"124,818",42.22%
NJ,7,n/a,,,,D,"15,776",,,,,
NJ,7,H6NJ12136,,Leonard,Lance,R,"10,094",39.47%,,,"148,461",50.22%
NJ,7,H8NJ07090,,Kate ,Whitman,R,"5,052",19.75%,,,,
NJ,7,H8NJ07132,,P. Kelly ,Hatfield,R,"3,902",15.26%,,,,
NJ,7,H8NJ07108,,Martin ,Marks,R,"3,211",12.55%,,,,
NJ,7,H8NJ07140,,Tom,Roughneen,R,"1,845",7.21%,,,,
NJ,7,H8NJ07080,,Darren ,Young ,R,"1,232",4.82%,,,,
NJ,7,H4NJ07073,,A.D. ,Amar,R,241,0.94%,,,,
NJ,7,n/a,,,,R,"25,577",,,,,
NJ,7,H8NJ07132,,Michael P.,Hsing,HFC,n/a,,,,"16,419",5.55%
NJ,7,H8NJ07165,,Dean ,Greco,ADB,n/a,,,,"3,259",1.10%
NJ,7,H6NJ07136,,Thomas D.,Abrams,PNW,n/a,,,,"2,671",0.90%
NJ,7,n/a,,,,,"41,353",,,,"295,628",
NJ,8,H6NJ08118,(I),"Bill, Jr.",Pascrell,D,"19,948",100.00%,,,"159,279",71.11%
NJ,8,n/a,,,,D,"19,948",,,,,
NJ,8,H8NJ08056,,Roland ,Straten,R,"5,859",100.00%,,,"63,107",28.17%
NJ,8,n/a,,,,R,"5,859",,,,,
NJ,8,H8NJ08064,,Derek,DeMarco,LBT,n/a,,,,"1,600",0.71%
NJ,8,n/a,,,,,"25,807",,,,"223,986",
NJ,9,H6NJ09165,(I),Steven R. ,Rothman,D,"25,418",100.00%,,,"151,182",67.53%
NJ,9,n/a,,,,D,"25,418",,,,,
NJ,9,H6NJ09215,,Vincent ,Micco,R,"5,797",100.00%,,,"69,503",31.04%
NJ,9,n/a,,,,R,"5,797",,,,,
NJ,9,H8NJ09112,,Michael,"Perrone, Jr.",IPR,n/a,,,,"3,200",1.43%
NJ,9,n/a,,,,,"31,215",,,,"223,885",
NJ,10,H0NJ10026,(I),Donald M. ,Payne,D,"30,764",100.00%,,,"169,945",98.92%
NJ,10,n/a,,,,D,"30,764",,,,,
NJ,10,H8NJ10128,,Michael,Taber,SWP,n/a,,,,"1,848",1.08%
NJ,10,n/a,,,,,"30,764",,,,"171,793",
NJ,11,H2NJ05014,(I),Rodney,Frelinghuysen,R,"24,304",86.69%,,,"189,696",61.84%
NJ,11,H8NJ11126,,Kate,Erber,R,"3,731",13.31%,,,,
NJ,11,n/a,,,,R,"28,035",,,,,
NJ,11,H6NJ11112,,Tom,Wyka,D,"10,885",69.72%,,,"113,510",37.01%
NJ,11,H8NJ11092,,Ellen,Greenberg,D,"2,456",15.73%,,,,
NJ,11,H8NJ11118,,"Gary ""Harry""",Hager,D,"2,271",14.55%,,,,
NJ,11,n/a,,,,D,"15,612",,,,,
NJ,11,H8NJ11100,,Chandler,Tedholm,FTP,n/a,,,,"3,526",1.15%
NJ,11,n/a,,,,,"43,647",,,,"306,732",
NJ,12,H6NJ12144,(I),Rush,Holt,D,"23,653",100.00%,,,"193,732",63.12%
NJ,12,n/a,,,,D,"23,653",,,,,
NJ,12,H8NJ12074,,Alan R. ,Bateman ,R,"9,718",100.00%,,,"108,400",35.32%
NJ,12,n/a,,,,R,"9,718",,,,,
NJ,12,H8NJ12082,,David,Corsi,CMS,n/a,,,,"4,802",1.56%
NJ,12,n/a,,,,,"33,371",,,,"306,934",
NJ,13,H6NJ13191,(I),Albio,Sires,D,"26,527",100.00%,,,"120,382",75.36%
NJ,13,n/a,,,,D,"26,527",,,,,
NJ,13,H8NJ13106,,Joseph,Turula,R,"1,739",100.00%,,,"34,735",21.74%
NJ,13,n/a,,,,R,"1,739",,,,,
NJ,13,H8NJ13114,,Julio A.,Fernandez,NSP,n/a,,,,"3,661",2.29%
NJ,13,H8NJ13122,,Louis,Vernotico,ETP,n/a,,,,975,0.61%
NJ,13,n/a,,,,,"28,266",,,,"159,753",
NJ,H,n/a,,,,,"449,125",,,,"3,437,980",
NJ,S,S2NJ00080,(I),Frank,Lautenberg,D,"203,012",58.92%,,,"1,951,218",56.03%
NJ,S,S8NJ00392,,Robert E.,Andrews,D,"121,777",35.35%,,,,
NJ,S,S2NJ00114,,Donald ,Cresitello,D ,"19,743",5.73%,,,,
NJ,S,n/a,,,,D ,"344,532",,,,,
NJ,S,S6NJ00131,,Dick,Zimmer,R,"84,663",45.82%,,,"1,461,025",41.95%
NJ,S,S8NJ00384,,Joseph ,Pennacchio,R,"74,546",40.34%,,,,
NJ,S,S8NJ00285,,Murray ,Sabrin,R,"25,576",13.84%,,,,
NJ,S,n/a,,,,R,"184,785",,,,,
NJ,S,S8NJ00434,,Jason,Scheurer,LBT,n/a,,,,"18,810",0.54%
NJ,S,S8NJ00145,,J. M.,Carter,GWT,n/a,,,,"15,935",0.46%
NJ,S,S6NJ00313,,Daryl Mikell,Brooks,PPC,n/a,,,,"15,925",0.46%
NJ,S,S8NJ00418,,Jeffrey,Boss,BFS,n/a,,,,"10,345",0.30%
NJ,S,S8NJ00426,,Sara J.,Lobman,SWP,n/a,,,,"9,187",0.26%
NJ,S,n/a,,,,,"529,317",,,,"3,482,445",
NM,1,H8NM01224,,Martin T. ,Heinrich,D,"22,341",43.51%,,,"166,271",55.65%
NM,1,H8NM01315,,Rebecca D. ,Vigil-Giron,D,"12,660",24.66%,,,,
NM,1,H8NM01257,,Michelle Lujan,Grisham,D,"12,074",23.51%,,,,
NM,1,H8NM01299,,Robert L. ,Pidcock,D,"4,273",8.32%,,,,
NM,1,n/a,,,,D,"51,348",,,,,
NM,1,H8NM01273,,Darren ,White,R,"37,060",81.80%,,,"132,485",44.35%
NM,1,H8NM01281,,Joseph J. ,Carraro,R,"8,246",18.20%,,,,
NM,1,n/a,,,,R,"45,306",,,,,
NM,1,n/a,,,,,"96,654",,,,"298,756",
NM,2,H8NM02032,,Harry ,Teague,D,"20,281",52.17%,,,"129,572",55.96%
NM,2,H8NM02024,,Bill,McCamley,D,"18,597",47.83%,,,,
NM,2,n/a,,,,D,"38,878",,,,,
NM,2,H2NM02134,,Edward R. ,Tinsley,R,"11,510",31.60%,,,"101,980",44.04%
NM,2,H8NM02073,,Monty ,Newman,R,"7,486",20.56%,,,,
NM,2,H8NM02065,,Aubrey ,Dunn,R,"7,341",20.16%,,,,
NM,2,H6NM02077,,Greg ,Sowards,R,"6,468",17.76%,,,,
NM,2,H2NM02118,,C. Earl ,Greer,R,"3,614",9.92%,,,,
NM,2,n/a,,,,R,"36,419",,,,,
NM,2,n/a,,,,,"75,297",,,,"231,552",
NM,3,H8NM03196,,Ben R. ,Lujan,D,"26,775",41.53%,,,"161,292",56.74%
NM,3,H8NM03162,,Don,Wiviott,D,"16,497",25.59%,,,,
NM,3,H8NM03204,,"Benny J., Jr.",Shendo,D,"10,148",15.74%,,,,
NM,3,H8NM03170,,Harry B. ,Montoya,D,"7,234",11.22%,,,,
NM,3,H8NM01240,,Jon ,Adams,D,"1,979",3.07%,,,,
NM,3,H8NM03188,,Rudy ,Martin,D,"1,845",2.86%,,,,
NM,3,n/a,,,,D,"64,478",,,,,
