STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
NJ,2,H2NJ02128,,Mike ,Assad,R,"2,914",12.42%,,,,
NJ,2,n/a,,,,R,"23,465",,,,,
NJ,2,H2NJ02144,,Cassandra,Shober,D,"9,810",64.93%,,,"116,463",40.29%
NJ,2,H2NJ02136,,Viola,Hughes,D,"3,971",26.28%,,,,
NJ,2,H8NJ02133,,Gary,Stein,D,"1,327",8.78%,,,,
NJ,2,n/a,,,,D,"15,108",,,,,
NJ,2,H2NJ02177,,John,Ordille,LIB,,,,,"2,699",0.93%
NJ,2,H2NJ02151,,Charles,Lukens,CC,,,,,"1,329",0.46%
NJ,2,H2NJ02185,,"David W., Sr.",Bowen,TPA,,,,,"1,010",0.35%
NJ,2,H2NJ02169,,"Frank, Jr.",Faralli,CCC,,,,,892,0.31%
NJ,2,n/a,,,,,"38,573",,,,"289,072",
NJ,,n/a,,,,,,,,,,
NJ,3,H0NJ03153,(I),Jon,Runyan,R,"22,013",100.00%,,,"174,257",53.72%
NJ,3,n/a,,,,R,"22,013",,,,,
NJ,3,H2NJ03183,,Shelley,Adler,D,"15,176",100.00%,,,"145,509",44.85%
NJ,3,n/a,,,,D,"15,176",,,,,
NJ,3,H2NJ03191,,Robert Edward,Forchion,LMP,,,,,"1,956",0.60%
NJ,3,H8NJ07041,,Robert,Shapiro,BFJ,,,,,"1,104",0.34%
NJ,3,H2NJ03225,,Frederick John,Lavergne,NS,,,,,770,0.24%
NJ,3,H2NJ03209,,Robert,Witterschein,NOT,,,,,530,0.16%
NJ,3,H2NJ03217,,"Christopher G., Jr.",Dennick,NSF,,,,,280,0.09%
NJ,3,n/a,,,,,"37,189",,,,"324,406",
NJ,,n/a,,,,,,,,,,
NJ,4,H2NJ04165,(I),Christopher H.,Smith,R,"21,520",83.64%,,,"195,146",63.72%
NJ,4,H2NJ04173,,Terrence,McGowan,R,"4,209",16.36%,,,,
NJ,4,n/a,,,,R,"25,729",,,,,
NJ,4,H8NJ04014,,Brian P.,Froelich,D,"12,110",100.00%,,,"107,992",35.26%
NJ,4,n/a,,,,D,"12,110",,,,,
NJ,4,H4NJ04062,,Leonard P.,Marshall,NS,,,,,"3,111",1.02%
NJ,4,n/a,,,,,"37,839",,,,"306,249",
NJ,,n/a,,,,,,,,,,
NJ,5,H8NJ05052,(I),Scott,Garrett,R,"24,709",87.23%,,,"167,503",55.03%
NJ,5,H2NJ05261,,Michael J.,Cino,R,"2,107",7.44%,,,,
NJ,5,H2NJ05295,,Bonnie,Somer,R,"1,511",5.33%,,,,
NJ,5,n/a,,,,R,"28,327",,,,,
NJ,5,H2NJ05287,,Adam,Gussen,D,"10,208",54.94%,,,"130,102",42.74%
NJ,5,H2NJ00031,,Jason,Castle,D,"6,448",34.70%,,,,
NJ,5,H2NJ05279,,Diane,Sare,D,"1,925",10.36%,,,,
NJ,5,n/a,,,,D,"18,581",,,,,
NJ,5,H0NJ09168,,Patricia,Alessandrini,GRE,,,,,"6,772",2.22%
NJ,5,n/a,,,,,"46,908",,,,"304,377",
NJ,,n/a,,,,,,,,,,
NJ,6,H8NJ03073,(I),"Frank, Jr.",Pallone,D,"16,593",100.00%,,,"151,782",63.34%
NJ,6,n/a,,,,D,"16,593",,,,,
NJ,6,H0NJ06164,,Anna,Little,R,"7,692",70.12%,,,"84,360",35.20%
NJ,6,H2NJ06194,,Ernesto,Cullari,R,"3,277",29.88%,,,,
NJ,6,n/a,,,,R,"10,969",,,,,
NJ,6,H2NJ13083,,Len,Flynn,LIB,,,,,"1,392",0.58%
NJ,6,H6NJ06138,,Karen,Zaletel,OAI,,,,,868,0.36%
NJ,6,H2NJ06160,,Mac Dara,Lyden,IND,,,,,830,0.35%
NJ,6,H6NJ06211,,Herbert L.,Tarbous,REF,,,,,406,0.17%
NJ,6,n/a,,,,,"27,562",,,,"239,638",
NJ,,n/a,,,,,,,,,,
NJ,7,H6NJ12136,(I),Leonard,Lance,R,"23,432",60.57%,,,"175,704",57.16%
NJ,7,H0NJ07196,,David,Larsen,R,"15,253",39.43%,,,,
NJ,7,n/a,,,,R,"38,685",,,,,
NJ,7,H6NJ06187,,Upendra J.,Chivukula,D,"11,506",100.00%,,,"123,090",40.04%
NJ,7,n/a,,,,D,"11,506",,,,,
NJ,7,H2NJ07176,,Dennis A.,Breen,IR,,,,,"4,520",1.47%
NJ,7,H2NJ07184,,Patrick,McKnight,LIB,,,,,"4,081",1.33%
NJ,7,n/a,,,,,"50,191",,,,"307,395",
NJ,,n/a,,,,,,,,,,
NJ,8,H6NJ13191,(I),Albio,Sires,D,"30,840",89.01%,,,"130,857",77.98%
NJ,8,H2NJ13141,,Michael J.,Shurin,D,"3,808",10.99%,,,,
NJ,8,n/a,,,,D,"34,648",,,,,
NJ,8,H2NJ08208,,Maria,Karczewski,R,"2,981",100.00%,,,"31,767",18.93%
NJ,8,n/a,,,,R,"2,981",,,,,
NJ,8,H6NJ13225,,Herbert H.,Shaw,PAC,,,,,"1,841",1.10%
NJ,8,H2NJ08216,,Stephen,DeLuca,RAP,,,,,"1,710",1.02%
NJ,8,H2NJ08224,,Pablo,Olivera,UIS,,,,,"1,625",0.97%
NJ,8,n/a,,,,,"37,629",,,,"167,800",
NJ,,n/a,,,,,,,,,,
NJ,9,H6NJ08118,(I),"Bill, Jr.",Pascrell,D,"31,435",61.18%,,,"162,834",73.97%
NJ,9,H6NJ09165,(I),Steven,Rothman,D,"19,947",38.82%,,,,
NJ,9,n/a,,,,D,"51,382",,,,,
NJ,9,H2NJ09107,,Shmuley,Boteach,R,"5,364",57.90%,,,"55,094",25.03%
NJ,9,H2NJ09115,,Hector L.,Castillo,R,"2,623",28.31%,,,,
NJ,9,H0NJ08103,,Blase,Billack,R,"1,278",13.79%,,,,
NJ,9,n/a,,,,R,"9,265",,,,,
NJ,9,H2NJ09123,,E. David,Smith,AA,,,,,"1,138",0.52%
NJ,9,H2NJ09131,,Jeanette,Woolsey,CON,,,,,"1,082",0.49%
NJ,9,n/a,,,,,"60,647",,,,"220,148",
NJ,,n/a,,,,,,,,,,
NJ,10 - FULL TERM,H2NJ10154,,"Donald M., Jr.",Payne,D,"36,576",59.61%,,,"201,435",87.56%
NJ,10 - FULL TERM,H2NJ10139,,Ronald C.,Rice,D,"11,939",19.46%,,,,
NJ,10 - FULL TERM,H2NJ10147,,Nia H.,Gill,D,"10,207",16.64%,,,,
NJ,10 - FULL TERM,H2NJ10162,,Wayne,Smith,D,"1,356",2.21%,,,,
NJ,10 - FULL TERM,H2NJ10170,,Dennis R.,Flynn,D,779,1.27%,,,,
NJ,10 - FULL TERM,H0NJ10141,,Cathy,Wright,D,501,0.82%,,,,
NJ,10 - FULL TERM,n/a,,,,D,"61,358",,,,,
NJ,10 - FULL TERM,H2NJ10188,,Brian C.,Kelemen,R,"2,095",100.00%,,,"24,271",10.55%
NJ,10 - FULL TERM,n/a,,,,R,"2,095",,,,,
NJ,10 - FULL TERM,H0NJ10182,,Joanne,Miller,CHA,,,,,"3,127",1.36%
NJ,10 - FULL TERM,H2NJ10196,,Mick,Erickson,LIB,,,,,"1,227",0.53%
NJ,10 - FULL TERM,n/a,,,,,"63,453",,,,"230,060",
,,n/a,,,,,,,,,,
NJ,10 - UNEXPIRED TERM,H2NJ10154,,"Donald M., Jr.",Payne,D,"34,358",70.68%,,,"166,413",97.37%
NJ,10 - UNEXPIRED TERM,H2NJ10139,,Ronald C.,Rice,D,"11,935",24.55%,,,,
NJ,10 - UNEXPIRED TERM,H2NJ10162,,Wayne,Smith,D,"2,318",4.77%,,,,
NJ,10 - UNEXPIRED TERM,H0NJ10182,,Joanne,Miller,CHA,,,,,"4,500",2.63%
NJ,10 - UNEXPIRED TERM,n/a,,,,D,"48,611",,,,,
NJ,10 - UNEXPIRED TERM,n/a,,,,,"48,611",,,,"170,913",
NJ,,n/a,,,,,,,,,,
NJ,11,H2NJ05014,(I),Rodney P.,Frelinghuysen,R,"30,831",100.00%,,,"182,239",58.81%
NJ,11,n/a,,,,R,"30,831",,,,,
NJ,11,H2NJ11111,,John,Arvanites,D,"13,387",100.00%,,,"123,935",39.99%
NJ,11,n/a,,,,D,"13,387",,,,,
NJ,11,H2NJ11129,,Barry,Berlin,OCG,,,,,"3,725",1.20%
NJ,11,n/a,,,,,"44,218",,,,"309,899",
NJ,,n/a,,,,,,,,,,
NJ,12,H6NJ12144,(I),Rush,Holt,D,"24,339",100.00%,,,"189,938",69.22%
NJ,12,n/a,,,,D,"24,339",,,,,
NJ,12,H2NJ12119,,Eric A.,Beck,R,"9,361",100.00%,,,"80,907",29.49%
NJ,12,n/a,,,,R,"9,361",,,,,
NJ,12,H0NJ06198,,Jack,Freudenheim,IND,,,,,"2,261",0.82%
NJ,12,H0NJ12170,,Kenneth J.,Cody,TVH,,,,,"1,285",0.47%
NJ,12,n/a,,,,,"33,700",,,,"274,391",
NJ,,n/a,,,,,,,,,,
NJ,H,n/a,,,,,"561,824",,,,"3,452,867",
NJ,,n/a,,,,,,,,,,
NJ,S,S6NJ00289,(I),Robert,Menendez,D,"272,201",100.00%,,,"1,985,783",58.87%
NJ,S,n/a,,,,D,"272,201",,,,,
NJ,S,S2NJ00387,,Joe,Kyrillos,R,"163,817",76.90%,,,"1,329,405",39.39%
NJ,S,S2NJ00429,,David Douglas,Brown,R,"19,238",9.03%,,,,
NJ,S,S2NJ00361,,"Joe ""Rudy""",Rullo,R,"17,161",8.06%,,,,
NJ,S,S2NJ00403,,Bader G.,Qarmout,R,"12,823",6.02%,,,,
NJ,S,n/a,,,,R,"213,039",,,,,
NJ,S,S2NJ00437,,Kenneth R.,Kaplan,LIB,,,,,"16,803",0.50%
NJ,S,S2NJ00452,,Ken,Wolski,GRE,,,,,"15,799",0.47%
NJ,S,S2NJ00353,,Gwen,Diakos,JSI,,,,,"9,377",0.28%
NJ,S,S2NJ00486,,J. David,Dranikoff,TIC,,,,,"3,830",0.11%
NJ,S,S2NJ00445,,"Inder ""Andy""",Soni,AF,,,,,"3,595",0.11%
NJ,S,S2NJ00478,,"Robert ""Turk""",Turkavage,RFI,,,,,"3,544",0.11%
NJ,S,S0NJ00100,,Gregory,Pason,SUS,,,,,"2,256",0.07%
NJ,S,S2NJ00460,,Eugene Martin,Lavergne,NS,,,,,"2,201",0.07%
NJ,S,S6NJ00313,,Daryl Mikell,Brooks,RN,,,,,"2,075",0.06%
NJ,S,n/a,,,,,"485,240",,,,"3,374,668",
,,n/a,,,,,,,,,,
NM,,n/a,,,,,,,,,,
NM,1,H8NM01257,,Michelle,Lujan Grisham,D,"19,111",40.06%,,,"162,924",59.06%
NM,1,H2NM01102,,Eric G.,Griego,D,"16,702",35.01%,,,,
NM,1,H2NM01110,,Martin J. ,Chavez,D,"11,895",24.93%,,,,
NM,1,n/a,,,,D,"47,708",,,,,
NM,1,H2NM01128,,Janice E.,Arnold-Jones,R,"26,198",100.00%,,,"112,473",40.77%
NM,1,n/a,,,,R,"26,198",,,,,
NM,1,n/a,,Jeanne,Pahls,W,,,,,459,0.17%
NM,1,n/a,,,,,"73,906",,,,"275,856",
NM,,n/a,,,,,,,,,,
NM,2,H2NM02126,(I),Steve,Pearce,R,"29,911",100.00%,,,"113,180",55.07%
NM,2,n/a,,,,R,"29,911",,,,,
NM,2,H2NM02175,,Evelyn Madrid,Erhard,D,"24,175",100.00%,,,"92,162",44.84%
NM,2,n/a,,,,D,"24,175",,,,,
NM,2,n/a,,Jack A.,McGrann,W,,,,,173,0.08%
NM,2,n/a,,,,,"54,086",,,,"205,515",
NM,,n/a,,,,,,,,,,
NM,3,H8NM03196,(I),Ben R.,Lujan,D,"53,908",100.00%,,,"167,103",63.12%
NM,3,n/a,,,,D,"53,908",,,,,
NM,3,H2NM03157,,Jefferson L.,Byrd,R,"13,055",53.52%,,,"97,616",36.88%
NM,3,H2NM03132,,Frederick L.,Newton,R,"11,340",46.48%,,,,
NM,3,n/a,,,,R,"24,395",,,,,
NM,3,n/a,,,,,"78,303",,,,"264,719",
NM,,n/a,,,,,,,,,,
NM,H,n/a,,,,,"206,295",,,,"746,090",
NM,,n/a,,,,,,,,,,
NM,S,S2NM00088,,Martin T.,Heinrich,D,"83,432",58.94%,,,"395,717",51.01%
NM,S,S2NM00096,,Hector,Balderas,D,"58,128",41.06%,,,,
NM,S,n/a,,,,D,"141,560",,,,,
NM,S,S8NM00168,,Heather A.,Wilson,R,"63,631",70.04%,,,"351,260",45.28%
NM,S,S2NM00070,,Greg,Sowards,R,"27,214",29.96%,,,,
NM,S,n/a,,,,R,"90,845",,,,,
NM,S,S8NM00168,,Jon R.,Barrie,IAP,,,,,"28,199",3.63%
NM,S,n/a,,Robert L.,Anderson,W,,,,,617,0.08%
NM,S,n/a,,,,,"232,405",,,,"775,793",
,,n/a,,,,,,,,,,
NY,,n/a,,,,,,,,,,
NY,1,H2NY01067,(I),Timothy H.,Bishop,D/WF Combined Parties,,,,,,
NY,1,H2NY01067,(I),Timothy H.,Bishop,D,Unopposed,,,,"135,118",48.49%
NY,1,H2NY01067,(I),Timothy H.,Bishop,WF,Unopposed,,,,"11,061",3.97%
NY,1,H0NY01129,,Randy,Altschuler,R/CRV/IDP Combined Parties,,,,,,
NY,1,H0NY01129,,Randy,Altschuler,CRV,Unopposed,,,,"20,125",7.22%
NY,1,H0NY01129,,Randy,Altschuler,IDP,Unopposed,,,,"4,953",1.78%
NY,1,H0NY01129,,Randy,Altschuler,R,"7,394",86.38%,,,"107,226",38.48%
NY,1,H0NY01137,,George G.,Demos,R,"1,166",13.62%,,,,
NY,1,n/a,,,,R,"8,560",,,,,
NY,1,n/a,,,Scattered,W,,,,,176,0.06%
NY,1,n/a,,,,,"8,560",,,,"278,659",
NY,,n/a,,,,,,,,,,
NY,2,H2NY03089,(I),Peter T.,King,R/CRV/IDP/TRP Combined Parties,,,,,,
NY,2,H2NY03089,(I),Peter T.,King,R/TRP,Unopposed (R),,,,"116,363",47.90%
NY,2,H2NY03089,(I),Peter T.,King,CRV,Unopposed,,,,"19,515",8.03%
NY,2,H2NY03089,(I),Peter T.,King,IDP,Unopposed,,,,"6,431",2.65%
NY,2,H2NY02081,,Vivianne C.,Falcone,D/WF Combined Parties,,,,,,
NY,2,H2NY02081,,Vivianne C.,Falcone,D,Unopposed,,,,"93,932",38.66%
NY,2,H2NY02081,,Vivianne C.,Falcone,WF,Unopposed,,,,"6,613",2.72%
NY,2,n/a,,,Scattered,W,,,,,89,0.04%
NY,2,n/a,,,,,,,,,"242,943",
NY,,n/a,,,,,,,,,,
NY,3,H0NY02085,(I),Steve J.,Israel,D/WF/IDP Combined Parties,,,,,,
NY,3,H0NY02085,(I),Steve J.,Israel,D,Unopposed,,,,"146,271",53.55%
NY,3,H0NY02085,(I),Steve J.,Israel,WF,Unopposed,,,,"6,506",2.38%
NY,3,H0NY02085,(I),Steve J.,Israel,IDP,Unopposed,,,,"5,103",1.87%
NY,3,H0NY02176,,Stephen A.,Labate,R/CRV/TRP Combined Parties,,,,,,
NY,3,H0NY02176,,Stephen A.,Labate,R/TRP,Unopposed (R),,,,"98,614",36.10%
NY,3,H0NY02176,,Stephen A.,Labate,CRV,Unopposed,,,,"14,589",5.34%
NY,3,H2NY03121,,Michael,McDermott,LIB,,,,,"1,644",0.60%
NY,3,H0NY02168,,Anthony,Tolda,CON,,,,,367,0.13%
NY,3,n/a,,,Scattered,W,,,,,77,0.03%
NY,3,n/a,,,,,,,,,"273,171",
NY,,n/a,,,,,,,,,,
NY,4,H6NY04112,(I),Carolyn,McCarthy,D/IDP/WF Combined Parties,,,,,,
NY,4,H6NY04112,(I),Carolyn,McCarthy,D,Unopposed,,,,"152,590",57.52%
NY,4,H6NY04112,(I),Carolyn,McCarthy,IDP,Unopposed,,,,"3,893",1.47%
NY,4,H6NY04112,(I),Carolyn,McCarthy,WF,Unopposed,,,,"7,472",2.82%
NY,4,H0NY04099,,"Francis X., Jr.",Becker,R/TRP Combined Parties,,,,,,
NY,4,H0NY04099,,"Francis X., Jr.",Becker,R,"6,357",55.12%,,,"84,982",32.03%
NY,4,H0NY04057,,Frank J.,Scaturro,R,"5,175",44.88%,,,,
NY,4,n/a,,,,R,"11,532",,,,,
NY,4,H0NY04099,,"Francis X., Jr.",Becker,TRP, ,,,,711,0.27%
NY,4,H0NY04057,,Frank J.,Scaturro,CRV,,,,,"15,603",5.88%
NY,4,n/a,,,Opportunity to Ballot (Frank Scaturro),CRV,253,56.60%,,,,
NY,4,H0NY04099,,"Francis X., Jr.",Becker,CRV,194,43.40%,,,,
NY,4,n/a,,,,CRV,447,,,,,
NY,4,n/a,,,Scattered,W,,,,,49,0.02%
NY,4,n/a,,,,,"11,979",,,,"265,300",
NY,,n/a,,,,,,,,,,
NY,5,H8NY06048,(I),Gregory W.,Meeks,D,"9,920",66.52%,,,"167,836",89.68%
NY,5,H2NY05084,,"Allan W., Jr.",Jennings,D,"1,972",13.22%,,,,
NY,5,H2NY06108,,Mike,Scala,D,"1,694",11.36%,,,,
NY,5,H2NY05092,,Joseph R.,Marthone,D,"1,327",8.90%,,,,
NY,5,n/a,,,,D,"14,913",,,,,
NY,5,H2NY05084,,"Allan W., Jr.",Jennings,R,Unopposed,,,,"17,875",9.55%
NY,5,H2NY05100,,Catherine,Wark,LIB, ,,,,"1,345",0.72%
NY,5,n/a,,,Scattered,W,,,,,85,0.05%
NY,5,n/a,,,,,"14,913",,,,"187,141",
NY,,n/a,,,,,,,,,,
NY,6,H2NY06116,,Grace,Meng,D/WF Combined Parties,,,,,,
NY,6,H2NY06116,,Grace,Meng,D,"14,825",52.98%,,,"107,507",65.40%
NY,6,H2NY09102,,Rory I.,Lancman,D,"7,089",25.33%,,,,
NY,6,H2NY06124,,Elizabeth S.,Crowley,D,"4,606",16.46%,,,,
NY,6,H2NY06140,,Robert,Mittman,D,"1,462",5.22%,,,,
NY,6,n/a,,,,D,"27,982",,,,,
NY,6,H2NY06116,,Grace,Meng,WF,#,,,,"3,994",2.43%
NY,6,H2NY09102,,Rory I.,Lancman,WF,Unopposed,,,,,
NY,6,H2NY06157,,Daniel J.,Halloran,R/CRV/LIB Combined Parties,,,,,,
NY,6,H2NY06157,,Daniel J.,Halloran,R,Unopposed,,,,"45,993",27.98%
NY,6,H2NY06157,,Daniel J.,Halloran,CRV/LIB,Unopposed (C),,,,"4,853",2.95%
NY,6,H8NY05081,,Evergreen C.,Chou,GRE,Unopposed,,,,"1,913",1.16%
NY,6,n/a,,,Scattered,W,,,,,114,0.07%
NY,6,n/a,,,,,"27,982",,,,"164,374",
NY,,n/a,,,,,,,,,,
NY,7,H2NY00010,(I),Nydia M.,Velazquez,D/WF Combined Parties,,,,,,
NY,7,H2NY00010,(I),Nydia M.,Velazquez,WF,Unopposed,,,,"9,128",6.00%
NY,7,H2NY00010,(I),Nydia M.,Velazquez,D,"17,208",57.92%,,,"134,802",88.62%
NY,7,H2NY12148,,Erik Martin,Dilan,D,"10,408",35.03%,,,,
NY,7,H2NY12130,,Daniel J.,O'Connor,D,"1,351",4.55%,,,,
NY,7,H0NY12159,,George ,Martinez,D,745,2.51%,,,,
NY,7,n/a,,,,D,"29,712",,,,,
NY,7,H2NY07056,,James,Murray,CRV,Unopposed,,,,"7,971",5.24%
NY,7,n/a,,,Scattered,W,,,,,210,0.14%
NY,7,n/a,,,,,"29,712",,,,"152,111",
NY,,n/a,,,,,,,,,,
NY,8,H2NY10092,,Hakeem S.,Jeffries,D/WF Combined Parties,,,,,,
NY,8,H2NY10092,,Hakeem S.,Jeffries,WF,Unopposed,,,,"5,351",2.62%
NY,8,H2NY10092,,Hakeem S.,Jeffries,D,"28,271",71.75%,,,"178,688",87.50%
NY,8,H6NY00060,,Charles,Barron,D,"11,130",28.25%,,,,
NY,8,n/a,,,,D,"39,401",,,,,
NY,8,H2NY08120,,Alan S.,Bellone,R/CRV Combined Parties,,,,,,
NY,8,H2NY08120,,Alan S.,Bellone,R,Unopposed,,,,"15,841",7.76%
NY,8,H2NY08120,,Alan S.,Bellone,CRV,Unopposed,,,,"1,809",0.89%
NY,8,H2NY08138,,Colin M.,Beavan,GRE,Unopposed,,,,"2,441",1.20%
NY,8,n/a,,,Scattered,W,,,,,77,0.04%
NY,8,n/a,,,,,"39,401",,,,"204,207",
NY,,n/a,,,,,,,,,,
NY,9,H4NY11138,(I),Yvette D.,Clarke,D/WF Combined Parties,,,,,,
NY,9,H4NY11138,(I),Yvette D.,Clarke,WF,Unopposed,,,,"7,973",3.74%
NY,9,H4NY11138,(I),Yvette D.,Clarke,D,"15,069",88.32%,,,"178,168",83.48%
NY,9,H2NY11116,,Sylvia G.,Kinard,D,"1,993",11.68%,,,,
NY,9,n/a,,,,D,"17,062",,,,,
NY,9,H2NY09110,,Daniel J.,Cavanagh,R/CRV Combined Parties,,,,,,
NY,9,H2NY09110,,Daniel J.,Cavanagh,R,Unopposed,,,,"20,899",9.79%
NY,9,H2NY09110,,Daniel J.,Cavanagh,CRV,Unopposed,,,,"3,265",1.53%
NY,9,H2NY09128,,Vivia M.,Morgan,GRE,Unopposed,,,,"2,991",1.40%
NY,9,n/a,,,Scattered,W,,,,,135,0.06%
NY,9,n/a,,,,,"17,062",,,,"213,431",
NY,,n/a,,,,,,,,,,
NY,10,H2NY17071,(I),Jerrold L.,Nadler,D/WF Combined Parties,,,,,,
NY,10,H2NY17071,(I),Jerrold L.,Nadler,D,Unopposed,,,,"156,619",76.27%
NY,10,H2NY17071,(I),Jerrold L.,Nadler,WF,Unopposed,,,,"9,124",4.44%
NY,10,H2NY10100,,Michael W.,Chan,R/CRV Combined Parties,,,,,,
NY,10,H2NY10100,,Michael W.,Chan,R,Unopposed,,,,"35,538",17.31%
NY,10,H2NY10100,,Michael W.,Chan,CRV,Unopposed,,,,"3,875",1.89%
NY,10,n/a,,,Scattered,W,,,,,193,0.09%
NY,10,n/a,,,,,,,,,"205,349",
NY,,n/a,,,,,,,,,,
NY,11,H0NY13074,(I),Michael G.,Grimm,R/CRV Combined Parties,,,,,,
NY,11,H0NY13074,(I),Michael G.,Grimm,R,Unopposed,,,,"91,030",46.06%
NY,11,H0NY13074,(I),Michael G.,Grimm,CRV,Unopposed,,,,"12,088",6.12%
NY,11,H2NY13088,,Mark S.,Murphy,D/WF Combined Parties,,,,,,
NY,11,H2NY13088,,Mark S.,Murphy,D,Unopposed,,,,"87,720",44.38%
NY,11,H2NY13088,,Mark S.,Murphy,WF,Unopposed,,,,"4,710",2.38%
NY,11,H2NY13062,,Henry J.,Bardel,GRE,Unopposed,,,,"1,939",0.98%
NY,11,n/a,,,Scattered,W,,,,,148,0.07%
NY,11,n/a,,,,,,,,,"197,635",
NY,,n/a,,,,,,,,,,
NY,12,H2NY14037,(I),Carolyn B.,Maloney,D/WF Combined Parties,,,,,,
NY,12,H2NY14037,(I),Carolyn B.,Maloney,D,Unopposed,,,,"185,757",76.94%
NY,12,H2NY14037,(I),Carolyn B.,Maloney,WF,Unopposed,,,,"8,613",3.57%
NY,12,H2NY12155,,Christopher R.,Wight,R/CRV/IDP Combined Parties,,,,,,
NY,12,H2NY12155,,Christopher R.,Wight,R,Unopposed,,,,"42,110",17.44%
NY,12,H2NY12155,,Christopher R.,Wight,CRV,Unopposed,,,,"2,257",0.93%
NY,12,H2NY12155,,Christopher R.,Wight,IDP,Unopposed,,,,"2,474",1.02%
NY,12,n/a,,,Scattered,W,,,,,215,0.09%
NY,12,n/a,,,,,,,,,"241,426",
NY,,n/a,,,,,,,,,,
NY,13,H6NY19029,(I),Charles B.,Rangel,D/WF Combined Parties,,,,,,
NY,13,H6NY19029,(I),Charles B.,Rangel,WF,Unopposed,,,,"4,326",2.24%
NY,13,H6NY19029,(I),Charles B.,Rangel,D,"19,187",44.45%,,,"170,690",88.48%
NY,13,H2NY13096,,Adriano,Espaillat,D,"18,101",41.93%,,,,
NY,13,H0NY15129,,Joyce S.,Johnson,D,"1,018",2.36%,,,,
NY,13,H2NY15109,,"Clyde Edward, Jr.",Williams,D,"4,266",9.88%,,,,
NY,13,H8NY15122,,Craig,Schley,D,598,1.39%,,,,
NY,13,n/a,,,,D,"43,170",,,,,
NY,13,H8NY15122,,Craig,Schley,R,Unopposed,,,,"12,147",6.30%
NY,13,H2NY13104,,Deborah O.,Liatos,SWP,,,,,"5,548",2.88%
NY,13,n/a,,,Scattered,W,,,,,202,0.10%
NY,13,n/a,,,,,"43,170",,,,"192,913",
NY,,n/a,,,,,,,,,,
NY,14,H8NY07046,(I),Joseph,Crowley,D/WF Combined Parties,,,,,,
NY,14,H8NY07046,(I),Joseph,Crowley,D,Unopposed,,,,"116,117",79.98%
NY,14,H8NY07046,(I),Joseph,Crowley,WF,Unopposed,,,,"4,644",3.20%
NY,14,H8NY03052,,"Willam F., Jr.",Gibbons,R/CRV Combined Parties,,,,,,
NY,14,H8NY03052,,"Willam F., Jr.",Gibbons,R,Unopposed,,,,"19,191",13.22%
NY,14,H8NY03052,,"Willam F., Jr.",Gibbons,CRV,Unopposed,,,,"2,564",1.77%
NY,14,H0NY07076,,Anthony,Gronowicz,GRE,Unopposed,,,,"2,570",1.77%
NY,14,n/a,,,Scattered,W,,,,,104,0.07%
NY,14,n/a,,,,,,,,,"145,190",
NY,,n/a,,,,,,,,,,
NY,15,H0NY18065,(I),Jose E.,Serrano,D/WF Combined Parties,,,,,,
NY,15,H0NY18065,(I),Jose E.,Serrano,D,Unopposed,,,,"150,243",95.63%
NY,15,H0NY18065,(I),Jose E.,Serrano,WF,Unopposed,,,,"2,418",1.54%
NY,15,H0NY16119,,Frank L. ,Della Valle,R/CRV Combined Parties,,,,,,
NY,15,H0NY16119,,Frank L. ,Della Valle,R,Unopposed,,,,"3,487",2.22%
NY,15,H0NY16119,,Frank L. ,Della Valle,CRV,Unopposed,,,,940,0.60%
NY,15,n/a,,,Scattered,W,,,,,27,0.02%
NY,15,n/a,,,,,,,,,"157,115",
NY,,n/a,,,,,,,,,,
NY,16,H8NY19058,(I),Eliot L.,Engel,D/WF Combined Parties,,,,,,
NY,16,H8NY19058,(I),Eliot L.,Engel,WF,Unopposed,,,,"5,676",2.40%
NY,16,H8NY19058,(I),Eliot L.,Engel,D,"12,856",87.34%,,,"173,886",73.51%
NY,16,H4NY07086,,Aniello A.M.,Grimaldi,D,"1,864",12.66%,,,,
NY,16,n/a,,,,D,"14,720",,,,,
NY,16,H2NY16057,,Joseph,McLaughlin,R,Unopposed,,,,"53,935",22.80%
NY,16,H6NY17130,,Joseph,Diaferia,GRE,Unopposed,,,,"2,974",1.26%
NY,16,n/a,,,Scattered,W,,,,,82,0.03%
NY,16,n/a,,,,,"14,720",,,,"236,553",
NY,,n/a,,,,,,,,,,
NY,17,H8NY20056,(I),Nita M.,Lowey,D/WF Combined Parties,,,,,,
NY,17,H8NY20056,(I),Nita M.,Lowey,D,Unopposed,,,,"161,624",60.71%
NY,17,H8NY20056,(I),Nita M.,Lowey,WF,Unopposed,,,,"9,793",3.68%
NY,17,H2NY17139,,Joe,Carvin,R,"4,225",64.68%,,,"91,899",34.52%
NY,17,H6NY18153,,Jim,Russell,R,"2,307",35.32%,,,,
NY,17,n/a,,,,R,"6,532",,,,,
NY,17,H2NY17147,,Francis E.,Morganthaler,WTP, ,,,,"2,771",1.04%
NY,17,n/a,,,Scattered,W,,,,,118,0.04%
NY,17,n/a,,,,,"6,532",,,,"266,205",
NY,,n/a,,,,,,,,,,
NY,18,H2NY22139,,Sean Patrick,Maloney,D/WF Combined Parties,,,,,,
NY,18,H2NY22139,,Sean Patrick,Maloney,WF,#,,,,"11,389",4.11%
