STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
AK,S,S4AK00099,(I),Lisa,Murkowski,R,"45,710",58.13%,,,"149,773",48.58%
AK,S,S4AK00131,,Mike,Miller,R,"29,313",37.28%,,,,
AK,S,S4AK00156,,Wev,Shea,R,"2,857",3.63%,,,,
AK,S,S2AK00069,,Jim,Dore,R,748,0.95%,,,,
AK,S,,,,,R,"78,628",,,,,
AK,S,S4AK00107,,Tony,Knowles,D,"40,881",95.06%,,,"140,424",45.55%
AK,S,S4AK00149,,Don R.,Wright,D,"1,080",2.51%,,,,
AK,S,S6AK00102,,Theresa Nangle,Obermeyer,D,"1,045",2.43%,,,,
AK,S,,,,,D,"43,006",,,,,
AK,S,H4AK00115,,Marc J.,Millican,N,,,,,"8,885",2.88%
AK,S,S4AK00172,,Jerry ,Sanders,AKI,"1,953",79.58%,,,"3,785",1.23%
AK,S,S4AK00164,,Daniel,DeNardo,AKI,501,20.42%,,,,
AK,S,,,,,AKI,"2,454",,,,,
AK,S,S4AK00093,,Jim,Sykes,GRN,"2,868",100.00%,,,"3,053",0.99%
AK,S,,,,,GRN,"2,868",,,,,
AK,S,S8AK00066,,Scott A.,Kohlhaas,LBT,775,100.00%,,,"1,240",0.40%
AK,S,,,,,LBT,775,,,,,
AK,S,S4AK00115,,"Ted ""Big""",Gianoutsos,N,,,,,732,0.24%
AK,S,,,,Scattered,W,,,,,423,0.14%
AK,S,,,,,,"127,731",,,,"308,315",
AK,,,,,,,"239,123",,,,"608,311",
AS,0,H0AS00018,(I),Eni F.H.,Faleomavaega,D,n/a,,,,"6,656",54.88%
AS,0,H4AS00036,,Amata Aumua,Coleman,R,n/a,,,,"5,472",45.12%
AS,0,,,,,,n/a,,,,"12,128",
AS,H,,,,,,n/a,,,,"12,128",
AS,H,,,,,,n/a,,,,"12,128",
AZ,1,H2AZ01172,(I),Rick,Renzi,R,"36,723",100.00%,,,"148,315",58.54%
AZ,1,,,,,R,"36,723",,,,,
AZ,1,H4AZ01111,,Paul,Babbitt,D,"35,422",73.72%,,,"91,776",36.22%
AZ,1,H4AZ01129,,Bob,Donahue,D,"12,629",26.28%,,,,
AZ,1,,,,,D,"48,051",,,,,
AZ,1,H4AZ01137,,John,Crockett,LBT,505,100.00%,,,"13,260",5.23%
AZ,1,,,,,LBT,505,,,,,
AZ,1,,,,,,"85,279",,,,"253,351",
AZ,2,H4AZ04024,(I),Trent,Franks,R,"45,261",63.63%,,,"165,260",59.17%
AZ,2,H4AZ02093,,Rick L.,Murphy,R,"25,871",36.37%,,,,
AZ,2,,,,,R,"71,132",,,,,
AZ,2,H2AZ02220,,Randy,Camacho,D,"12,833",52.68%,,,"107,406",38.46%
AZ,2,H0AZ03248,,Gene,Scharer,D,"5,875",24.12%,,,,
AZ,2,H4AZ02101,,Larry,Coor,D,"5,652",23.20%,,,,
AZ,2,,,,,D,"24,360",,,,,
AZ,2,H4AZ02119,,Powell,Gammill,LBT,365,100.00%,,,"6,625",2.37%
AZ,2,,,,,LBT,365,,,,,
AZ,2,H2AZ02246,,William,Crum,W,,,,,12,0.00%
AZ,2,,,,,,"95,857",,,,"279,303",
AZ,3,H4AZ04016,(I),John,Shadegg,R,"43,552",100.00%,,,"181,012",80.10%
AZ,3,,,,,R,"43,552",,,,,
AZ,3,H4AZ04073,,Mark,Yannone,LBT,337,100.00%,,,"44,962",19.90%
AZ,3,,,,,LBT,337,,,,,
AZ,3,,,,,,"43,889",,,,"225,974",
AZ,4,H2AZ02055,(I),Ed,Pastor,D,"15,201",100.00%,,,"77,150",70.12%
AZ,4,,,,,D,"15,201",,,,,
AZ,4,H2AZ04101,,Don,Karg,R,"8,854",100.00%,,,"28,238",25.66%
AZ,4,,,,,R,"8,854",,,,,
AZ,4,H4AZ04081,,Gary,Fallon,LBT,235,100.00%,,,"4,639",4.22%
AZ,4,,,,,LBT,235,,,,,
AZ,4,,,,,,"24,290",,,,"110,027",
AZ,5,H4AZ06052,(I),J. D.,Hayworth,R,"43,166",79.26%,,,"159,455",59.50%
AZ,5,H4AZ05054,,Roselyn,O'Connell,R,"11,296",20.74%,,,,
AZ,5,,,,,R,"54,462",,,,,
AZ,5,H4AZ05047,,Elizabeth,Rogers,D,"11,362",69.51%,,,"102,363",38.19%
AZ,5,H2AZ05116,,Ronald,Maynard,D,"4,985",30.49%,,,,
AZ,5,,,,,D,"16,347",,,,,
AZ,5,H4AZ05062 ,,Michael,Kielsky,LBT,330,100.00%,,,"6,189",2.31%
AZ,5,,,,,LBT,330,,,,,
AZ,5,,,,,,"71,139",,,,"268,007",
AZ,6,H0AZ01184,(I),Jeff,Flake,R,"33,784",59.30%,,,"202,882",79.38%
AZ,6,H4AZ06086,,Stan,Barnes,R,"23,186",40.70%,,,,
AZ,6,,,,,R,"56,970",,,,,
AZ,6,H4AZ06094,,Craig,Stritar,LBT,272,100.00%,,,"52,695",20.62%
AZ,6,,,,,LBT,272,,,,,
AZ,6,,,,,,"57,242",,,,"255,577",
AZ,7,H2AZ07070,(I),Ra“l,Grijalva,D,"26,450",100.00%,,,"108,868",62.06%
AZ,7,,,,,D,"26,450",,,,,
AZ,7,H4AZ02010,,Joseph,Sweeney,R,"11,990",70.13%,,,"59,066",33.67%
AZ,7,H4AZ07019,,Lou,Mu_oz,R,"5,107",29.87%,,,,
AZ,7,,,,,R,"17,097",,,,,
AZ,7,H4AZ07027,,Dave,Kaplan,LBT,294,100.00%,,,"7,503",4.28%
AZ,7,,,,,LBT,294,,,,,
AZ,7,,,,,,"43,841",,,,"175,437",
AZ,8,H2AZ02014,(I),Jim,Kolbe,R,"36,039",57.46%,,,"183,363",60.36%
AZ,8,H4AZ08017,,Randy,Graf,R,"26,686",42.54%,,,,
AZ,8,,,,,R,"62,725",,,,,
AZ,8,H4AZ08058,,Eva,Bacal,D,"20,216",58.62%,,,"109,963",36.20%
AZ,8,H4AZ08033,,Tim,Sultan,D,"9,177",26.61%,,,,
AZ,8,H4AZ08041,,"Jeffrey ""Jeff""",Chimene,D,"5,093",14.77%,,,,
AZ,8,,,,,D,"34,486",,,,,
AZ,8,H6AZ06024,,Robert,Anderson,LBT,385,100.00%,,,"10,443",3.44%
AZ,8,,,,,LBT,385,,,,,
AZ,8,,,,,,"97,596",,,,"303,769",
AZ,H,,,,,,"519,133",,,,"1,871,445",
AZ,S,S6AZ00019,(I),John,McCain,R,"331,720",100.00%,,,"1,505,372",76.74%
AZ,S,,,,,R,"331,720",,,,,
AZ,S,S0AZ00152,,Stuart ,Starky,D,"173,540",100.00%,,,"404,507",20.62%
AZ,S,,,,,D,"173,540",,,,,
AZ,S,S4AZ00121,,Ernest,Hancock,LBT,"2,756",100.00%,,,"51,798",2.64%
AZ,S,,,,,LBT,"2,756",,,,,
AZ,S,,,,,,"508,016",,,,"1,961,677",
AZ,,,,,,,"1,027,149",,,,"3,833,122",
AR,1,H6AR01072,(I),Marion,Berry,D,Unopposed,,,,"162,388",66.57%
AR,1,H4AR01044,,Vernon,Humphrey,R,Unopposed,,,,"81,556",33.43%
AR,1,,,,,,,,,,"243,944",
AR,2,H6AR02203,(I),Vic,Synder,D,Unopposed,,,,"160,834",58.17%
AR,2,H4AR02117,,Marvin,Parks,R,"11,590",69.21%,,,"115,655",41.83%
AR,2,H2AR02046,,Ed,Garner,R,"5,156",30.79%,,,,
AR,2,,,,,R,"16,746",,,,,
AR,2,H4AR02125,,William,Gabriel,W,,,,,4,0.00%
AR,2,,,,,,"16,746",,,,"276,493",
AR,3,H2AR03176,(I),John,Boozman,R,Unopposed,,,,"160,629",59.32%
AR,3,H4AR03024,,Jan,Judy,D,Unopposed,,,,"103,158",38.09%
AR,3,H4AR03032,,Dale,Morfey,I,,,,,"7,016",2.59%
AR,3,,,,,,,,,,"270,803",
AR,4,H0AR04038,(I),Mike,Ross,D,Unopposed,,,,Unopposed,
AR,4,,,,,,,,,,,
AR,H,,,,,,"16,746",,,,"791,240",
AR,S,S8AR00112,(I),Blanche L.,Lincoln,D,"231,037",83.09%,,,"580,973",55.90%
AR,S,S4AR00061,,Lisa,Burks,D,"47,010",16.91%,,,,
AR,S,,,,,D,"278,047",,,,,
AR,S,S4AR00046,,Jim,Holt,R,"37,254",68.94%,,,"458,036",44.07%
AR,S,S4AR00053,,Andy,Lee,R,"10,709",19.82%,,,,
AR,S,S4AR00079,,Rosemarie,Clampitt,R,"6,078",11.25%,,,,
AR,S,,,,,R,"54,041",,,,,
AR,S,S4AR00095,,Glenn,Schwarz,W,,,,,212,0.02%
AR,S,S4AR00087,,Gene,Mason,W,,,,,128,0.01%
AR,S,,,,,,"332,088",,,,"1,039,349",
AR,,,,,,,"348,834",,,,"1,830,589",
CA,1,H8CA01109,(I),Mike,Thompson,D,"92,371",100.00%,,,"189,366",66.92%
CA,1,,,,,D,"92,371",,,,,
CA,1,H0CA01106,,Lawrence R.,Wiesner,R,"48,710",100.00%,,,"79,970",28.26%
CA,1,,,,,R,"48,710",,,,,
CA,1,H0CA01130,,Pamela,Elizondo,GRN,"2,365",54.61%,,,"13,635",4.82%
CA,1,H4CA01058,,Bill,Meyers,GRN,"1,966",45.39%,,,,
CA,1,,,,,GRN,"4,331",,,,,
CA,1,,,,,,"145,412",,,,"282,971",
CA,2,H6CA02010,(I),Wally,Herger,R,"79,923",100.00%,,,"182,119",66.85%
CA,2,,,,,R,"79,923",,,,,
CA,2,H2CA02068,,Mike,Johnson,D,"20,760",44.26%,,,"90,310",33.15%
CA,2,H4CA02072,,A.J.,Sekhon,D,"14,246",30.37%,,,,
CA,2,H4CA02080,,Jeffrey ,Vance,D,"11,897",25.37%,,,,
CA,2,,,,,D,"46,903",,,,,
CA,2,,,,,,"126,826",,,,"272,429",
CA,3,H6CA34112,,Dan,Lungren,R,"35,595",38.91%,,,"177,738",61.91%
CA,3,H4CA03070,,Rico,Oller,R,"32,728",35.77%,,,,
CA,3,H4CA03088,,Mary,Ose,R,"21,469",23.47%,,,,
CA,3,H2CA05061,,Richard,Frankhuizen,R,"1,693",1.85%,,,,
CA,3,,,,,R,"91,485",,,,,
CA,3,H4CA03062,,Gabe,Castillo,D,"51,155",100.00%,,,"100,025",34.84%
CA,3,,,,,D,"51,155",,,,,
CA,3,H8CA05134,,Douglas Arthur,Tuma,LBT,634,100.00%,,,"9,310",3.24%
CA,3,,,,,LBT,634,,,,,
CA,3,,,,,,"143,274",,,,"287,073",
CA,4,H0CA14042,(I),John T.,Doolittle,R,"105,015",100.00%,,,"221,926",65.39%
CA,4,,,,,R,"105,015",,,,,
CA,4,H4CA04078,,David I.,Winters,D,"58,036",100.00%,,,"117,443",34.61%
CA,4,,,,,D,"58,036",,,,,
CA,4,,,,,,"163,051",,,,"339,369",
CA,5,H8CA03014,(I),Robert T.,Matsui,D,"63,291",99.98%,,,"138,004",71.36%
CA,5,H4CA05232,,Pat,Driscoll,W(D),11,0.02%,,,,
CA,5,,,,,D,"63,302",,,,,
CA,5,H4CA05224,,Mike ,Dugas ,R,"26,674",100.00%,,,"45,120",23.33%
CA,5,,,,,R,"26,674",,,,,
CA,5,H4CA05232,,Pat,Driscoll,GRN,"1,041",100.00%,,,"6,593",3.41%
CA,5,,,,,GRN,"1,041",,,,,
CA,5,H4CA05240,,John C.,Reiger,PFP,215,100.00%,,,"3,670",1.90%
CA,5,,,,,PFP,215,,,,,
CA,5,,,,,,"91,232",,,,"193,387",
CA,6,H2CA01045,(I),Lynn,Woolsey,D,"99,970",84.00%,,,"226,423",72.65%
CA,6,H4CA06107,,Renn,Vara,D,"19,039",16.00%,,,,
CA,6,,,,,D,"119,009",,,,,
CA,6,H2CA06234,,Paul L.,Erickson,R,"43,248",100.00%,,,"85,244",27.35%
CA,6,,,,,R,"43,248",,,,,
CA,6,,,,,,"162,257",,,,"311,667",
CA,7,H6CA07043,(I),George,Miller,D,"71,268",100.00%,,,"166,831",76.08%
CA,7,,,,,D,"71,268",,,,,
CA,7,H2CA07091,,Charles,Hargrave,R,"23,900",100.00%,,,"52,446",23.92%
CA,7,,,,,R,"23,900",,,,,
CA,7,,,,,,"95,168",,,,"219,277",
CA,8,H8CA05035,(I),Nancy,Pelosi,D,"94,564",100.00%,,,"224,017",82.95%
CA,8,,,,,D,"94,564",,,,,
CA,8,H4CA08079,,Jennifer,DePalma,R,"8,814",100.00%,,,"31,074",11.51%
CA,8,,,,,R,"8,814",,,,,
CA,8,H4CA08087,,Leilani,Dowell,PFP,266,100.00%,,,"9,527",3.53%
CA,8,,,,,PFP,266,,,,,
CA,8,,,Terry,Baum,W(GRN),"1,414",100.00%,,,"5,446",2.02%
CA,8,,,,,GRN,"1,414",,,,,
CA,8,,,,,,"105,058",,,,"270,064",
CA,9,H8CA09060,(I),Barbara,Lee,D,"105,211",100.00%,,,"215,630",84.55%
CA,9,,,,,D,"105,211",,,,,
CA,9,H4CA09051,,Claudia,Bermudez,R,"11,813",100.00%,,,"31,278",12.26%
CA,9,,,,,R,"11,813",,,,,
CA,9,H2CA09097,,Jim,Eyer,LBT,410,100.00%,,,"8,131",3.19%
CA,9,,,,,LBT,410,,,,,
CA,9,,,,,,"117,434",,,,"255,039",
CA,10,H6CA10088,(I),Ellen O.,Tauscher,D,"75,997",100.00%,,,"182,750",65.71%
CA,10,,,,,D,"75,997",,,,,
CA,10,H4CA10067,,Jeff,Ketelson,R,"45,615",100.00%,,,"95,349",34.29%
CA,10,,,,,R,"45,615",,,,,
CA,10,,,,,,"121,612",,,,"278,099",
CA,11,H2CA11051,(I),Richard ,Pombo,R,"65,046",100.00%,,,"163,582",61.23%
CA,11,,,,,R,"65,046",,,,,
CA,11,H4CA11081,,Gerald (Jerry) M.,McNerney,W(D)/D,"1,667",100.00%,,,"103,587",38.77%
CA,11,,,,,D,"1,667",,,,,
CA,11,,,,,,"66,713",,,,"267,169",
CA,12,H0CA11022,(I),Tom ,Lantos,D,"63,323",73.53%,,,"171,852",68.03%
CA,12,H4CA12055,,Ro,Khanna,D,"17,107",19.87%,,,,
CA,12,H2CA12158,,Maad,Abu-Ghazalah,D,"5,678",6.59%,,,,
CA,12,,,Norma Bureau,Elias,W(D),5,0.01%,,,,
CA,12,,,,,D,"86,113",,,,,
CA,12,H4CA05075,,Mike,Garza,R,"13,967",55.47%,,,"52,593",20.82%
CA,12,H4CA12063,,Christopher,Huskins,R,"11,214",44.53%,,,,
CA,12,,,,,R,"25,181",,,,,
CA,12,H4CA12071,,Pat,Gray,GRN,"1,072",69.07%,,,"23,038",9.12%
CA,12,H4CA12089,,Barry ,Hermanson,GRN,480,30.93%,,,,
CA,12,,,,,GRN,"1,552",,,,,
CA,12,H4CA12097,,Harland,Harrison,LBT,390,100.00%,,,"5,116",2.03%
CA,12,,,,,LBT,390,,,,,
CA,12,,,,,,"113,236",,,,"252,599",
CA,13,H6CA09023,(I),Fortney Pete,Stark,D,"59,726",100.00%,,,"144,605",71.61%
CA,13,,,,,D,"59,726",,,,,
CA,13,H4CA13079,,George I.,Bruno,R,"19,606",100.00%,,,"48,439",23.99%
CA,13,,,,,R,"19,606",,,,,
CA,13,H2CA13073,,Mark W.,Stroberg,LBT,389,100.00%,,,"8,877",4.40%
CA,13,,,,,LBT,389,,,,,
CA,13,,,,,,"79,721",,,,"201,921",
CA,14,H8CA12098,(I),Anna G.,Eshoo,D,"81,911",100.00%,,,"182,712",69.77%
CA,14,,,,,D,"81,911",,,,,
CA,14,H8CA14128,,Chris,Haugen,R,"33,732",100.00%,,,"69,564",26.56%
CA,14,,,,,R,"33,732",,,,,
CA,14,H4CA14085,,Brian,Holtz,LBT,873,100.00%,,,"9,588",3.66%
CA,14,,,,,LBT,873,,,,,
CA,14,,,Dennis,Mitrzyk,W,,,,,24,0.01%
CA,14,,,,,,"116,516",,,,"261,888",
CA,15,H0CA15148,(I),Mike,Honda,D,"58,531",100.00%,,,"154,385",72.03%
CA,15,,,,,D,"58,531",,,,,
CA,15,H4CA15058,,Raymond L.,Chukwu,R,"26,813",99.47%,,,"59,953",27.97%
CA,15,,,Peter Sundin,Soule,W(R),143,0.53%,,,,
CA,15,,,,,R,"26,956",,,,,
CA,15,,,,,,"85,487",,,,"214,338",
CA,16,H4CA16049,(I),Zoe,Lofgren,D,"50,254",100.00%,,,"129,222",70.89%
CA,16,,,,,D,"50,254",,,,,
CA,16,H2CA16084,,Douglas Adams,McNea,R,"20,411",100.00%,,,"47,992",26.33%
CA,16,,,,,R,"20,411",,,,,
CA,16,H4CA15041,,Markus ,Welch,LBT,346,100.00%,,,"5,067",2.78%
CA,16,,,,,LBT,346,,,,,
CA,16,,,,,,"71,011",,,,"182,281",
CA,17,H4CA17021,(I),Sam,Farr,D,"65,809",91.14%,,,"148,958",66.73%
CA,17,H6CA16069,,Art,Dunn,D,"6,401",8.86%,,,,
CA,17,,,,,D,"72,210",,,,,
CA,17,H4CA17260,,Mark,Risley,R,"23,139",74.91%,,,"65,117",29.17%
CA,17,H8CA15067,,Connor,Vlakancic,R,"7,751",25.09%,,,,
CA,17,,,,,R,"30,890",,,,,
CA,17,H2CA17074,,Ray,Glock-Grueneich,GRN,"1,656",100.00%,,,"3,645",1.63%
CA,17,,,,,GRN,"1,656",,,,,
CA,17,H4CA17278,,Joe ,Williams,PFP,141,100.00%,,,"2,823",1.26%
CA,17,,,,,PFP,141,,,,,
CA,17,H4CA17286,,Joel ,Smolen,LBT,482,100.00%,,,"2,607",1.17%
CA,17,,,,,LBT,482,,,,,
CA,17,,,David Mauricio,Munoz,W,,,,,75,0.03%
CA,17,,,,,,"105,379",,,,"223,225",
CA,18,H2CA18056,(I),Dennis A.,Cardoza,D,"39,565",100.00%,,,"103,732",67.49%
CA,18,,,,,D,"39,565",,,,,
CA,18,H4CA18045,,Charles F.,"Pringle, Sr",R,"16,913",68.56%,,,"49,973",32.51%
CA,18,H4CA18052,,Audrey,Redmond,R,"7,756",31.44%,,,,
CA,18,,,,,R,"24,669",,,,,
CA,18,,,,,,"64,234",,,,"153,705",
CA,19,H2CA19054,(I),George,Radanovich,R,"65,050",100.00%,,,"155,354",66.03%
CA,19,,,,,R,"65,050",,,,,
CA,19,H4CA19076,,James Lex,Bufford,D,"39,637",100.00%,,,"64,047",27.22%
CA,19,,,,,D,"39,637",,,,,
CA,19,H4CA19084,,Larry R.,Mullen,GRN,540,100.00%,,,"15,863",6.74%
CA,19,,,,,GRN,540,,,,,
CA,19,,,,,,"105,227",,,,"235,264",
CA,20,H4CA20082,,Jim,Costa,D,"24,338",73.17%,,,"61,005",53.40%
CA,20,H0CA20074,,Lisa,Quigley,D,"8,925",26.83%,,,,
CA,20,,,,,D,"33,263",,,,,
CA,20,H4CA20108,,Roy,Ashburn,R,"15,394",79.65%,,,"53,231",46.60%
CA,20,H4CA20116,,Gino L.,Martorana,R,"3,934",20.35%,,,,
CA,20,,,,,R,"19,328",,,,,
CA,20,,,,,,"52,591",,,,"114,236",
CA,21,H8CA20059,(I),Devin G.,Nunes,R,"59,510",100.00%,,,"140,721",73.17%
CA,21,,,,,R,"59,510",,,,,
CA,21,H4CA21064,,Fred B.,Davis,D,"32,271",100.00%,,,"51,594",26.83%
CA,21,,,,,D,"32,271",,,,,
CA,21,,,,,,"91,781",,,,"192,315",
CA,22,H8CA18020,(I),Bill,Thomas,R,"78,809",100.00%,,,"209,384",100.00%
CA,22,,,,,R,"78,809",,,,,
CA,22,,,,,,"78,809",,,,"209,384",
CA,23,H8CA22089,(I),Lois,Capps,D,"64,202",100.00%,,,"153,980",63.03%
CA,23,,,,,D,"64,202",,,,,
CA,23,H2CA22116,,Don,Regan,R,"43,738",100.00%,,,"83,926",34.35%
CA,23,,,,,R,"43,738",,,,,
CA,23,H4CA23136,,Michael,Favorite,LBT,490,100.00%,,,"6,391",2.62%
CA,23,,,,,LBT,490,,,,,
CA,23,,,,,,"108,430",,,,"244,297",
CA,24,H6CA21028,(I),Elton,Gallegly,R,"78,839",100.00%,,,"178,660",62.82%
CA,24,,,,,R,"78,839",,,,,
CA,24,H4CA24118,,Brett,Wagner,D,"47,259",100.00%,,,"96,397",33.90%
CA,24,,,,,D,"47,259",,,,,
CA,24,H4CA24126,,Stuart A.,Bechman,GRN,723,100.00%,,,"9,321",3.28%
CA,24,,,,,GRN,723,,,,,
CA,24,,,,,,"126,821",,,,"284,378",
CA,25,H2CA25036,(I),"Howard P. ""Buck""",McKeon,R,"47,727",100.00%,,,"145,575",64.42%
CA,25,,,,,R,"47,727",,,,,
CA,25,H4CA25099,,"Fred ""Tim""",Willoughby,D,"15,714",56.09%,,,"80,395",35.58%
CA,25,H6CA40234,,Bob,Conaway,D,"12,303",43.91%,,,,
CA,25,,,,,D,"28,017",,,,,
CA,25,,,,,,"75,744",,,,"225,970",
CA,26,H8CA35032,(I),David,Dreier,R,"53,368",83.56%,,,"134,596",53.58%
CA,26,H4CA26113,,S. Sonny,Sardo,R,"10,502",16.44%,,,,
CA,26,,,,,R,"63,870",,,,,
CA,26,H4CA26097,,Cynthia M.,Matthews,D,"21,365",61.86%,,,"107,522",42.80%
CA,26,H4CA26105,,Vicki Lynn,Johnson,D,"13,171",38.14%,,,,
CA,26,,,,,D,"34,536",,,,,
CA,26,H4CA28083,,Randall,Weissbuch,LBT,340,100.00%,,,"9,089",3.62%
CA,26,,,,,LBT,340,,,,,
CA,26,,,,,,"98,746",,,,"251,207",
CA,27,H6CA24113,(I),Brad,Sherman,D,"40,350",100.00%,,,"125,296",62.27%
CA,27,,,,,D,"40,350",,,,,
CA,27,H2CA27180,,Robert M. ,Levy,R,"24,883",100.00%,,,"66,946",33.27%
CA,27,,,,,R,"24,883",,,,,
CA,27,H4CA27103,,Eric J.,Carter,GRN,335,100.00%,,,"8,956",4.45%
CA,27,,,,,GRN,335,,,,,
CA,27,,,,,,"65,568",,,,"201,198",
CA,28,H2CA26026,(I),Howard L.,Berman,D,"33,702",81.90%,,,"115,303",70.95%
CA,28,H4CA28069,,Charles R.,"Coleman, Jr.",D,"7,448",18.10%,,,,
CA,28,,,,,D,"41,150",,,,,
CA,28,H2CA28097,,David,Hernandez,R,"11,409",100.00%,,,"37,868",23.30%
CA,28,,,,,R,"11,409",,,,,
CA,28,H2CA28105,,Kelley L.,Ross,LBT,217,100.00%,,,"9,339",5.75%
CA,28,,,,,LBT,217,,,,,
CA,28,,,,,,"52,776",,,,"162,510",
CA,29,H0CA27085,(I),Adam B.,Schiff,D,"40,699",100.00%,,,"133,670",64.63%
CA,29,,,,,D,"40,699",,,,,
CA,29,H4CA29091,,Harry Frank,Scolinos,R,"17,077",58.52%,,,"62,871",30.40%
CA,29,H4CA29109,,William J.,Bodell,R,"8,238",28.23%,,,,
CA,29,H4CA27095,,Reza,Torchizy,R,"3,864",13.24%,,,,
CA,29,,,,,R,"29,179",,,,,
CA,29,H4CA29117,,Philip,Koebel,GRN,421,100.00%,,,"5,715",2.76%
CA,29,,,,,GRN,421,,,,,
CA,29,H6CA25086,,Ted,Brown,LBT,289,100.00%,,,"4,570",2.21%
CA,29,,,,,LBT,289,,,,,
CA,29,,,John Christopher,Burton,W,,,,,6,0.00%
CA,29,,,,,,"70,588",,,,"206,832",
CA,30,H6CA24048,(I),Henry A.,Waxman,D,"78,362",100.00%,,,"216,682",71.24%
CA,30,,,,,D,"78,362",,,,,
CA,30,H4CA30073,,Victor,Elizalde,R,"29,018",100.00%,,,"87,465",28.76%
CA,30,,,,,R,"29,018",,,,,
CA,30,,,,,,"107,380",,,,"304,147",
CA,31,H2CA30143,(I),Xavier,Becerra,D,"26,308",89.45%,,,"89,363",80.21%
CA,31,H0CA32085,,Mervin Leon,Evans,D,"3,103",10.55%,,,,
CA,31,,,,,D,"29,411",,,,,
