STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
HI,1,,,,,LBT,455,,,,,
HI,1,,,,,,"100,864",,,,"204,181",
HI,2,H2HI02128,(I),Ed ,Case,D,"73,705",94.70%,,,"133,317",62.77%
HI,2,H4HI02074,,John,Gentile,D,"4,121",5.30%,,,,
HI,2,,,,,D,"77,826",,,,,
HI,2,H0HI01116,,Mike,Gabbard,R,"21,698",83.29%,,,"79,072",37.23%
HI,2,H4HI02066,,Inam,Rahman,R,"2,102",8.07%,,,,
HI,2,H4HI02090,,Jonathan,Treat,R,"1,134",4.35%,,,,
HI,2,H4HI02082,,Miles,Shiratori,R,"1,116",4.28%,,,,
HI,2,,,,,R,"26,050",,,,,
HI,2,H3HI02126,,Sophie Marie,Mataafa,N,518,100.00%,,,,
HI,2,,,,,N,518,,,,,
HI,2,,,,,,"104,394",,,,"212,389",
HI,H,,,,,,"205,258",,,,"416,570",
HI,S,S4HI00011,(I),Daniel K.,Inouye,D,"157,367",93.75%,,,"313,629",75.51%
HI,S,S4HI00078,,Brian,Evans,D,"8,051",4.80%,,,,
HI,S,S4HI00094,,Eddie,Yoon,D,"2,437",1.45%,,,,
HI,S,,,,,D,"167,855",,,,,
HI,S,S4HI00102,,Cam,Cavasso,R,"21,645",49.24%,,,"87,172",20.99%
HI,S,S4HI00110,,Rich,Payne,R,"9,630",21.91%,,,,
HI,S,S8HI00103,,Jay,Friedheim,R,"7,028",15.99%,,,,
HI,S,S4HI00052,,James R.,DeLuze,R,"5,653",12.86%,,,,
HI,S,,,,,R,"43,956",,,,,
HI,S,S8HI00160,,Jim,Brewer,N,"1,005",72.93%,,,"9,269",2.23%
HI,S,S8HI00160,,J. Turner,Brown,N,373,27.07%,,,,
HI,S,,,,,N,"1,378",,,,,
HI,S,S8HI00152,,Jeff,Mallan,LBT,752,100.00%,,,"5,277",1.27%
HI,S,,,,,LBT,752,,,,,
HI,S,,,,,,"213,941",,,,"415,347",
HI,,,,,,,"419,199",,,,"831,917",
ID,1,H0ID01139,(I),"C.L. ""Butch""",Otter,R,"48,986",78.48%,,,"207,662",69.55%
ID,1,H8ID01066,,Jim,Pratt,R,"13,433",21.52%,,,,
ID,1,,,,,R,"62,419",,,,,
ID,1,H4ID01073,,Naomi,Preston,D,"13,250",100.00%,,,"90,927",30.45%
ID,1,,,,,D,"13,250",,,,,
ID,1,,,,,,"75,669",,,,"298,589",
ID,2,H8ID02064,(I),Mike,Simpson,R,"57,124",100.00%,,,"193,704",70.74%
ID,2,,,,,R,"57,124",,,,,
ID,2,H4ID02055,,Lin,Whitworth,D,"12,491",100.00%,,,"80,133",29.26%
ID,2,,,,,D,"12,491",,,,,
ID,2,,,,,,"69,615",,,,"273,837",
ID,H,,,,,,"145,284",,,,"572,426",
ID,S,S8ID00027,(I),Mike,Crapo,R,"118,286",100.00%,,,"499,796",99.18%
ID,S,,,,,R,"118,286",,,,,
ID,S,S4ID00059,,Scott F. ,McClure,W(D),,,,,"4,136",0.82%
ID,S,,,,,,"118,286",,,,"503,932",
ID,,,,,,,"263,570",,,,"1,076,358",
IL,1,H2IL01042,(I),Bobby L.,Rush,D,"102,540",100.00%,,,"212,109",84.86%
IL,1,,,,,D,"102,540",,,,,
IL,1,H0IL01111,,Raymond G.,Wardingley,R,"7,190",100.00%,,,"37,840",15.14%
IL,1,,,,,R,"7,190",,,,,
IL,1,,,,,,"109,730",,,,"249,949",
IL,2,H6IL02124,(I),Jesse L.,"Jackson, Jr.",D,"106,506",88.55%,,,"207,535",88.49%
IL,2,H8lL02039,,Melvin (Mel) J.,Reynolds,D,"7,103",5.91%,,,,
IL,2,H2IL02107,,Anthony W.,Williams,D,"5,159",4.29%,,,,
IL,2,H4IL02137,,Everett Drayden,Shumpert,D,"1,516",1.26%,,,,
IL,2,,,,,D,"120,284",,,,,
IL,2,H0IL04057,,Stephanie,Sailor,LBT,,,,,"26,990",11.51%
IL,2,,,,,,"120,284",,,,"234,525",
IL,3,H4IL03077,,Daniel William,Lipinski,D,,,,,"167,034",72.64%
IL,3,H2IL05019,(I),William O.,Lipinski,D,"74,420",100.00%,,,,
IL,3,,,,,D,"74,420",,,,,
IL,3,H4IL03069,,Ryan,Chlada,R,"17,201",100.00%,,,"57,845",25.15%
IL,3,,,,,R,"17,201",,,,,
IL,3,,,Krista,Grimm,W,,,,,"5,077",2.21%
IL,3,,,,,,"91,621",,,,"229,956",
IL,4,H2IL08039,(I),Luis V.,Gutierrez,D,"37,382",100.00%,,,"104,761",83.71%
IL,4,,,,,D,"37,382",,,,,
IL,4,H2IL04129,,Tony,Cisneros,R,"3,296",100.00%,,,"15,536",12.41%
IL,4,,,,,R,"3,296",,,,,
IL,4,H4IL04067,,Jake,Witmer,LBT,42,100.00%,,,"4,845",3.87%
IL,4,,,,,LBT,42,,,,,
IL,4,,,,,,"40,720",,,,"125,142",
IL,5,H2IL05092,(I),Rahm,Emanuel,D,"60,821",83.23%,,,"158,400",76.18%
IL,5,H2IL05142,,Mark Arnold ,Fredrickson,D,"12,255",16.77%,,,,
IL,5,,,,,D,"73,076",,,,,
IL,5,H4IL05148,,Bruce,Best,R,"10,148",100.00%,,,"49,530",23.82%
IL,5,,,,,R,"10,148",,,,,
IL,5,,,,,,"83,224",,,,"207,930",
IL,6,H6IL06026,(I),Henry J.,Hyde,R,"50,583",100.00%,,,"139,627",55.83%
IL,6,,,,,R,"50,583",,,,,
IL,6,H4IL06096,,Christine,Cegelis,D,"23,253",64.31%,,,"110,470",44.17%
IL,6,H4IL06039,,Tom,Berry,D,"12,905",35.69%,,,,
IL,6,,,,,D,"36,158",,,,,
IL,6,,,,,,"86,741",,,,"250,097",
IL,7,H4IL07037,(I),Danny K.,Davis,D,"84,950",82.21%,,,"221,133",86.13%
IL,7,H4IL07110,,Anita,Rivkin-Carothers,D,"15,190",14.70%,,,,
IL,7,H0IL07084,,Robert ,Dallas,D,"3,191",3.09%,,,,
IL,7,,,,,D,"103,331",,,,,
IL,7,H4IL07136,,Antonio,Davis-Fairman,R,"6,780",100.00%,,,"35,603",13.87%
IL,7,,,,,R,"6,780",,,,,
IL,7,,,,,,"110,111",,,,"256,736",
IL,8,H2IL08088,,Melissa,Bean,D,"26,740",78.05%,,,"139,792",51.70%
IL,8,H4IL08092,,Wiliam C. ,Scheurer,D,"7,518",21.95%,,,,
IL,8,,,,,D,"34,258",,,,,
IL,8,H6IL12016,(I),Philip ,Crane,R,"35,412",68.68%,,,"130,601",48.30%
IL,8,H8IL19066,,David W. ,Phelps,R,"16,146",31.32%,,,,
IL,8,,,,,R,"51,558",,,,,
IL,8,,,,,,"85,816",,,,"270,393",
IL,9,H8IL09067,(I),Janice D.,Schakowsky,D,"70,736",100.00%,,,"175,282",75.74%
IL,9,,,,,D,"70,736",,,,,
IL,9,H4IL09066,,Kurt J.,Eckhardt,R,n/a,,,,"56,135",24.26%
IL,9,,,,,R,n/a,,,,,
IL,9,,,,,,"70,736",,,,"231,417",
IL,10,H0IL10120,(I),Mark Steven,Kirk,R,"37,764",100.00%,,,"177,493",64.14%
IL,10,,,,,R,"37,764",,,,,
IL,10,H4IL10056,,Lee,Goodman,D,"34,488",100.00%,,,"99,218",35.86%
IL,10,,,,,D,"34,488",,,,,
IL,10,,,,,,"72,252",,,,"276,711",
IL,11,H4IL11096,(I),"Gerald C. ""Jerry""",Weller,R,"44,378",100.00%,,,"173,057",58.67%
IL,11,,,,,R,"44,378",,,,,
IL,11,H4IL11187,,Tari,Renner,D,"36,745",100.00%,,,"121,903",41.33%
IL,11,,,,,D,"36,745",,,,,
IL,11,,,,,,"81,123",,,,"294,960",
IL,12,H8IL21021,(I),Jerry F.,Costello,D,"56,397",90.00%,,,"198,962",69.46%
IL,12,H8IL12053,,Kenneth Charles,Wiezer,D,"6,265",10.00%,,,,
IL,12,,,,,D,"62,662",,,,,
IL,12,H4IL20245,,Erin R.,Zweigart,R,"18,714",100.00%,,,"82,677",28.86%
IL,12,,,,,R,"18,714",,,,,
IL,12,H4IL12052,,Walter B.,Steele,LBT,,,,,"4,794",1.67%
IL,12,,,Patricia Elaine,Beard,W,,,,,2,0.00%
IL,12,,,,,,"81,376",,,,"286,435",
IL,13,H8IL13069,(I),Judy,Biggert,R,"46,861",99.51%,,,"200,472",65.02%
IL,13,H4IL13167,,Bob,Hart,W(R),231,0.49%,,,,
IL,13,,,,,R,"47,092",,,,,
IL,13,H4IL13159,,Gloria Schor,Andersen,D,"37,636",100.00%,,,"107,836",34.98%
IL,13,,,,,D,"37,636",,,,,
IL,13,,,Mark Alan,Mastrogiovannia,W ,,,,,4,0.00%
IL,13,,,,,,"84,728",,,,"308,312",
IL,14,H6IL14095,(I),J. Dennis,Hastert,R,"54,168",100.00%,,,"191,618",68.63%
IL,14,,,,,R,"54,168",,,,,
IL,14,H4IL14116,,Ruben,Zamora,D,n/a,,,,"87,590",31.37%
IL,14,,,,,,"54,168",,,,"279,208",
IL,15,H0IL15053,(I),Tim,Johnson,R,"53,150",100.00%,,,"178,114",61.05%
IL,15,,,,,R,"53,150",,,,,
IL,15,H4IL15055,,David,Gill,D,"21,323",73.81%,,,"113,625",38.95%
IL,15,H4IL15063,,Ralph L.,"Langenheim, Jr.",D,"7,565",26.19%,,,,
IL,15,,,,,D,"28,888",,,,,
IL,15,,,,,,"82,038",,,,"291,739",
IL,16,H0IL16085,(I),Donald A. ,Manzullo,R,"59,507",100.00%,,,"204,350",69.08%
IL,16,,,,,R,"59,507",,,,,
IL,16,H2IL16032,,John H.,Kutsch,D,"34,141",100.00%,,,"91,452",30.92%
IL,16,,,,,D,"34,141",,,,,
IL,16,,,Tom,Carlson,W,,,,,4,0.00%
IL,16,,,,,,"93,648",,,,"295,806",
IL,17,H2IL19010,(I),Lane A.,Evans,D,"46,328",100.00%,,,"172,320",60.68%
IL,17,,,,,D,"46,328",,,,,
IL,17,H4IL17069,,Andrea Lane,Zinga,R,"30,160",100.00%,,,"111,680",39.32%
IL,17,,,,,R,"30,160",,,,,
IL,17,,,,,,"76,488",,,,"284,000",
IL,18,H4IL18059,(I),Ray,LaHood,R,"52,026",100.00%,,,"216,047",70.24%
IL,18,,,,,R,"52,026",,,,,
IL,18,H4IL18091,,Steve,Waterworth,D,"25,838",100.00%,,,"91,548",29.76%
IL,18,,,,,D,"25,838",,,,,
IL,18,,,,,,"77,864",,,,"307,595",
IL,19,H2IL20042,(I),John M.,Shimkus,R,"38,892",100.00%,,,"213,451",69.36%
IL,19,,,,,R,"38,892",,,,,
IL,19,H4IL19073,,Tim ,Bagwell,D,"32,795",100.00%,,,"94,303",30.64%
IL,19,,,,,D,"32,795",,,,,
IL,19,,,,,,"71,687",,,,"307,754",
IL,H,,,,,,"1,574,355",,,,"4,988,665",
IL,S,S4IL00180,,Barack,Obama,D,"655,923",52.77%,,,"3,597,456",69.97%
IL,S,S4IL00206,,Daniel W.,Hynes,D,"294,717",23.71%,,,,
IL,S,S4IL00172,,M. Blair,Hull,D,"134,453",10.82%,,,,
IL,S,S4IL00347,,Maria ,Pappas,D,"74,987",6.03%,,,,
IL,S,S4IL00164,,Gery,Chico,D,"53,433",4.30%,,,,
IL,S,S4IL00255,,Nancy ,Skinner,D,"16,098",1.30%,,,,
IL,S,S4IL00198,,Joyce,Washington,D,"13,375",1.08%,,,,
IL,S,,,Estella Johnson,Hunt,W(D),10,0.00%,,,,
IL,S,,,,,D,"1,242,996",,,,,
IL,S,S4IL00404,,Alan,Keyes,R,*,,,,"1,390,690",27.05%
IL,S,S4IL00230,,Jack,Ryan,R,"234,791",35.48%,,,,
IL,S,S2IL00119,,Jim,Oberweis ,R,"155,794",23.54%,,,,
IL,S,S4IL00263,,Steven J.,Rauschenberger,R,"132,655",20.04%,,,,
IL,S,S4IL00222,,Andy,McKenna,R,"97,238",14.69%,,,,
IL,S,S4IL00354,,Jonathan C.,Wright,R,"17,189",2.60%,,,,
IL,S,S4IL00297,,John,Borling,R,"13,390",2.02%,,,,
IL,S,S4IL00305,,Norm,Hill,R,"5,637",0.85%,,,,
IL,S,S4IL00271,,Chirinjeev,Kathuria,R,"5,110",0.77%,,,,
IL,S,,,,,R,"661,804",,,,,
IL,S,S4IL00370,,Albert J.,Franzen,I,,,,,"81,164",1.58%
IL,S,S4IL00412,,Jerry,Kohn,LBT,,,,,"69,253",1.35%
IL,S,,,Bill,Kuhnke,W,,,,,"2,268",0.04%
IL,S,,,Scott,Doody,W,,,,,339,0.01%
IL,S,,,Donald,McArthur-Self,W,,,,,134,0.00%
IL,S,,,Kathy,Campbell,W ,,,,,129,0.00%
IL,S,,,Shaun L.,Bill,W,,,,,37,0.00%
IL,S,,,Marcus,Hester,W,,,,,23,0.00%
IL,S,,,Tom,Carlson,W,,,,,20,0.00%
IL,S,,,Orlando,McDowell,W,,,,,5,0.00%
IL,S,,,Arthur C.,Brumfield,W,,,,,1,0.00%
IL,S,,,Lowell,Seida,W,,,,,1,0.00%
IL,S,,,,,,"1,904,800",,,,"5,141,520",
IL,,,,,,,"3,479,155",,,,"10,130,185",
IN,1,H4IN01012,(I),Peter J.,Visclosky,D,"45,141",100.00%,,,"178,406",68.29%
IN,1,,,,,D,"45,141",,,,,
IN,1,H8IN01096,,Mark J.,Leyva,R,"9,529",44.66%,,,"82,858",31.71%
IN,1,H4IN01145,,Frank E.,Kendrick,R,"9,113",42.71%,,,,
IN,1,H2IN01065,,Cyril B. (Cy),Huerter,R,"2,696",12.63%,,,,
IN,1,,,,,R,"21,338",,,,,
IN,1,,,,,,"66,479",,,,"261,264",
IN,2,H2IN03111,(I),Chris,Chocola,R,"36,847",83.95%,,,"140,496",54.17%
IN,2,H4IN02119,,Tony,Zirkle,R,"7,043",16.05%,,,,
IN,2,,,,,R,"43,890",,,,,
IN,2,H4IN02101,,Joe,Donnelly,D,"29,117",100.00%,,,"115,513",44.54%
IN,2,,,,,D,"29,117",,,,,
IN,2,H4IN02127,,Douglas,Barnes,LBT,*,,,,"3,346",1.29%
IN,2,,,,,,"73,007",,,,"259,355",
IN,3,H4IN04099,(I),Mark Edward,Souder,R,"46,583",79.23%,,,"171,389",69.21%
IN,3,H2IN03145,,William,Larsen,R,"12,210",20.77%,,,,
IN,3,,,,,R,"58,793",,,,,
IN,3,H4IN00014,,Maria M.,Parra,D,"5,982",42.81%,,,"76,232",30.79%
IN,3,H4IN03075,,Mark A.,Summers,D,"5,202",37.23%,,,,
IN,3,H8IN04058,,Steve G.,Hope,D,"2,790",19.97%,,,,
IN,3,,,,,D,"13,974",,,,,
IN,3,,,,,,"72,767",,,,"247,621",
IN,4,H2IN05025,(I),Steve,Buyer,R,"52,921",65.75%,,,"190,445",69.47%
IN,4,H4IN04115,,Dennis,Hardy,R,"10,862",13.49%,,,,
IN,4,H4IN04156,,Mike,Campbell,R,"8,403",10.44%,,,,
IN,4,H4IN04123,,Brian D.,Paasch,R,"8,305",10.32%,,,,
IN,4,,,,,R,"80,491",,,,,
IN,4,H4IN04149,,David,Sanders,D,"9,320",62.45%,,,"77,574",28.30%
IN,4,H2IN04101,,Bill,Abbott,D,"5,604",37.55%,,,,
IN,4,,,,,D,"14,924",,,,,
IN,4,H4IN04164,,Kevin R.,Fleming,LBT,*,,,,"6,117",2.23%
IN,4,,,,,,"95,415",,,,"274,136",
IN,5,H2IN06023,(I),Dan,Burton,R,"83,136",86.38%,,,"228,718",71.84%
IN,5,H6IN06024,,George Thomas,Holland,R,"8,825",9.17%,,,,
IN,5,H4IN05088,,Victor Dean,Wakley,R,"4,287",4.45%,,,,
IN,5,,,,,R,"96,248",,,,,
IN,5,H2IN05058,,Katherine Fox,Carr,D,"11,224",62.51%,,,"82,637",25.96%
IN,5,H2IN05033,,Mike,Brinegar,D,"6,732",37.49%,,,,
IN,5,,,,,D,"17,956",,,,,
IN,5,H4IN05096,,Rick,Hodgin,LBT,*,,,,"7,008",2.20%
IN,5,,,,,,"114,204",,,,"318,363",
IN,6,H8IN02060,(I),Mike,Pence,R,"61,794",100.00%,,,"182,529",67.09%
IN,6,,,,,R,"61,794",,,,,
IN,6,H2IN06148,,Mel,Fox,D,"31,231",100.00%,,,"85,123",31.29%
IN,6,,,,,D,"31,231",,,,,
IN,6,H4IN06094,,Chad (Wick),Roots,LBT,*,,,,"4,397",1.62%
IN,6,,,,,,"93,025",,,,"272,049",
IN,7,H6IN10141,(I),Julia M.,Carson,D,"30,915",89.44%,,,"121,303",54.35%
IN,7,H6IN10208,,Bob,Hidalgo,D,"3,652",10.56%,,,,
IN,7,,,,,D,"34,567",,,,,
IN,7,H2IN07088,,Andrew (Andy),Horning,R,"23,152",72.54%,,,"97,491",43.68%
IN,7,H4IN07100,,Bob,Croddy,R,"8,764",27.46%,,,,
IN,7,,,,,R,"31,916",,,,,
IN,7,H4IN07126,,Barry,Campbell,LBT,*,,,,"4,381",1.96%
IN,7,,,,,,"66,483",,,,"223,175",
IN,8,H4IN08108,(I),John N.,Hostettler,R,"39,721",100.00%,,,"145,576",53.37%
IN,8,,,,,R,"39,721",,,,,
IN,8,H4IN08157,,Jon P.,Jennings,D,"37,853",73.49%,,,"121,522",44.55%
IN,8,H4IN08173,,Bill,Pearman,D,"13,652",26.51%,,,,
IN,8,,,,,D,"51,505",,,,,
IN,8,H4IN08181,,Mark,Garvin,LBT,*,,,,"5,680",2.08%
IN,8,,,,,,"91,226",,,,"272,778",
IN,9,H2IN09084,,Mike,Sodrel,R,"35,293",100.00%,,,"142,197",49.46%
IN,9,,,,,R,"35,293",,,,,
IN,9,H8IN09032,(I),Baron,Hill,D,"47,514",88.24%,,,"140,772",48.96%
IN,9,H0IN09039,,Lendall B.,Terry,D,"6,335",11.76%,,,,
IN,9,,,,,D,"53,849",,,,,
IN,9,H2IN09126,,Al,Cox,LBT,*,,,,"4,541",1.58%
IN,9,,,,,,"89,142",,,,"287,510",
IN,H,,,,,,"761,748",,,,"2,416,251",
IN,S,S8IN00049,(I),Evan,Bayh,D,"304,267",100.00%,,,"1,496,976",61.65%
IN,S,,,,,D,"304,267",,,,,
IN,S,S4IN00071,,Marvin,Scott,R,"335,215",100.00%,,,"903,913",37.23%
IN,S,,,,,R,"335,215",,,,,
IN,S,S4IN00105,,Albert,Barger,LBT,*,,,,"27,344",1.13%
IN,S,,,,,,"639,482",,,,"2,428,233",
IN,,,,,,,"1,401,230",,,,"4,844,484",
IA,1,H0IA02040,(I),Jim,Nussle,R,"12,082",99.66%,,,"159,993",55.16%
IA,1,,,,,W(R),41,0.34%,,,,
IA,1,,,,,R,"12,123",,,,,
IA,1,H2IA01014,,Bill,Gluba,D,"7,126",59.84%,,,"125,490",43.26%
IA,1,H2IA01048,,Denny,Heath,D/NP,"4,741",39.81%,,,"1,756",0.61%
IA,1,,,,,W(D),41,0.34%,,,,
IA,1,,,,,D,"11,908",,,,,
IA,1,H4IA01051,,Mark,Nelson,LBT,,,,,"2,727",0.94%
IA,1,,,,Scattered,W,,,,,88,0.03%
IA,1,,,,,,"24,031",,,,"290,054",
IA,2,H6IA01015,(I),James A.,Leach,R,"11,419",99.43%,,,"176,684",58.92%
IA,2,,,,,W(R),66,0.57%,,,,
IA,2,,,,,R,"11,485",,,,,
IA,2,H4IA02034,,Dave,Franker,D,"16,351",99.11%,,,"117,405",39.15%
IA,2,,,,,W(D),146,0.89%,,,,
IA,2,,,,,D,"16,497",,,,,
IA,2,H2IA02046,,Kevin,Litten,LBT,,,,,"5,586",1.86%
IA,2,,,,Scattered,W,,,,,206,0.07%
IA,2,,,,,,"27,982",,,,"299,881",
IA,3,H6IA03144,(I),Leonard L.,Boswell,D,"9,882",99.43%,,,"168,007",55.21%
IA,3,,,,,W(D),57,0.57%,,,,
IA,3,,,,,D,"9,939",,,,,
IA,3,H2IA04067,,Stan,Thompson,R,"7,684",99.53%,,,"136,099",44.72%
IA,3,,,,,W(R),36,0.47%,,,,
IA,3,,,,,R,"7,720",,,,,
IA,3,,,,Scattered,W,,,,,213,0.07%
IA,3,,,,,,"17,659",,,,"304,319",
IA,4,H4IA05102,(I),Tom,Latham,R,"12,350",99.73%,,,"181,294",60.93%
IA,4,,,,,W(R),34,0.27%,,,,
IA,4,,,,,R,"12,384",,,,,
IA,4,H4IA04105,,Paul W.,Johnson,D,"9,653",99.68%,,,"116,121",39.02%
IA,4,,,,,W(D),31,0.32%,,,,
IA,4,,,,,D,"9,684",,,,,
IA,4,,,,Scattered,W,,,,,151,0.05%
IA,4,,,,,,"22,068",,,,"297,566",
IA,5,H2IA05072,(I),Steve,King,R,"30,198",99.57%,,,"168,583",63.30%
IA,5,,,,,W(R),129,0.43%,,,,
IA,5,,,,,R,"30,327",,,,,
IA,5,H4IA05169,,E. Joyce,Schulte,D,"4,902",51.32%,,,"97,597",36.64%
IA,5,H4IA05177,,Gene,Blanshan,D,"3,117",32.63%,,,,
IA,5,H4IA05151,,Sal,Mohamed,D,"1,513",15.84%,,,,
IA,5,,,,,W(D),20,0.21%,,,,
IA,5,,,,,D,"9,552",,,,,
IA,5,,,,Scattered,W,,,,,161,0.06%
IA,5,,,,,,"39,879",,,,"266,341",
IA,H,,,,,,"131,619",,,,"1,458,161",
IA,S,S0IA00028,(I),Chuck,Grassley,R,"78,819",99.72%,,,"1,038,175",70.18%
IA,S,,,,,W(R),218,0.28%,,,,
IA,S,,,,,R,"79,037",,,,,
IA,S,S4IA00046,,Arthur,Small,D,"52,318",99.25%,,,"412,365",27.88%
IA,S,,,,,W(D),398,0.75%,,,,
IA,S,,,,,D,"52,716",,,,,
IA,S,S4IA00061,,Christy Ann,Welty,LBT,,,,,"15,218",1.03%
IA,S,S4IA00053,,Daryl A.,Northrop,IG,,,,,"11,121",0.75%
IA,S,S4IA00079,,Edwin B.,Fruit,SWP,,,,,"1,874",0.13%
IA,S,,,,Scattered,W,,,,,475,0.03%
IA,S,,,,,,"131,753",,,,"1,479,228",
IA,,,,,,,"263,372",,,,"2,937,389",
KS,1,H6KS01096,(I),Jerry,Moran,R,"94,098",100.00%,,,"239,776",90.72%
KS,1,,,,,R,"94,098",,,,,
KS,1,H0KS01081,,Jack,Warner,LBT,,,,,"24,517",9.28%
KS,1,,,,,,"94,098",,,,"264,293",
KS,2,H6KS02227,(I),Jim,Ryun,R,"69,368",100.00%,,,"165,325",56.15%
KS,2,,,,,R,"69,368",,,,,
KS,2,H4KS02107,,Nancy,Boyda,D,"36,771",100.00%,,,"121,532",41.28%
KS,2,,,,,D,"36,771",,,,,
KS,2,H0KS02097,,Dennis,Hawver,LBT,,,,,"7,579",2.57%
KS,2,,,,,,"106,139",,,,"294,436",
KS,3,H8KS03049,(I),Dennis,Moore,D,"33,466",100.00%,,,"184,050",54.82%
KS,3,,,,,D,"33,466",,,,,
KS,3,H4KS03105,,Kris,Kobach,R,"39,129",44.02%,,,"145,542",43.35%
KS,3,H2KS03133,,Adam,Taff,R,"38,922",43.79%,,,,
KS,3,H4KS03113,,Patricia,Lightner,R,"10,836",12.19%,,,,
KS,3,,,,,R,"88,887",,,,,
KS,3,H4KS03162,,Joe,Bellis,LBT,,,,,"3,191",0.95%
KS,3,H4KS03154,,Richard,Wells,REF,,,,,"2,956",0.88%
KS,3,,,,,,"122,353",,,,"335,739",
KS,4,H4KS04087,(I),Todd,Tiahrt,R,"53,202",100.00%,,,"173,151",66.11%
KS,4,,,,,R,"53,202",,,,,
KS,4,H8KS04039,,Michael,Kinard,D,"14,308",73.05%,,,"81,388",31.07%
KS,4,H4KS04095,,Marty,Mork,D,"5,279",26.95%,,,,
KS,4,,,,,D,"19,587",,,,,
KS,4,H4KS04103,,David,Loomis,LBT,,,,,"7,376",2.82%
KS,4,,,,,,"72,789",,,,"261,915",
KS,H,,,,,,"395,379",,,,"1,156,383",
KS,S,S6KS00122,(I),Samuel D.,Brownback,R,"286,839",86.99%,,,"780,863",69.16%
KS,S,S4KS00101,,Arch,Naramore,R,"42,880",13.01%,,,,
KS,S,,,,,R,"329,719",,,,,
KS,S,S4KS00093,,Robert A.,Conroy,D,"61,052",55.92%,,,,
KS,S,S4KS00085,,Lee,Jones,D,"48,133",44.08%,,,"310,337",27.49%
KS,S,,,,,D,"109,185",,,,,
KS,S,S6KS00205,,Steven A.,Rosile,LBT,,,,,"21,842",1.93%
KS,S,S2KS00089,,George,Cook,REF,,,,,"15,980",1.42%
KS,S,,,,,,"438,904",,,,"1,129,022",
KS,,,,,,,"834,283",,,,"2,285,405",
KY,1,H4KY01040,(I),Edward,Whitfield,R,Unopposed,,,,"175,972",67.32%
KY,1,H4KY01057,,Billy R.,Cartwright,D,Unopposed,,,,"85,229",32.61%
KY,1,H6KY01011,,Tom,Barlow,W,,,,,186,0.07%
KY,1,,,,,,n/a,,,,"261,387",
KY,2,H4KY02030,(I),Ron,Lewis,R,Unopposed,,,,"185,394",67.92%
KY,2,H4KY02063,,Adam,Smith,D,"14,565",44.26%,,,"87,585",32.08%
KY,2,H4KY02071,,James E.,Rice,D,"9,228",28.04%,,,,
KY,2,H2KY02075,,Pete,Tabb,D,"9,115",27.70%,,,,
KY,2,,,,,D,"32,908",,,,,
KY,2,,,,,,"32,908",,,,"272,979",
KY,3,H6KY03090,(I),Anne M.,Northup,R,Unopposed,,,,"197,736",60.26%
KY,3,H4KY03186,,Tony,Miller,D,"39,883",81.78%,,,"124,040",37.80%
KY,3,H4KY03129,,Burrel Charles,Farnsley,D,"8,883",18.22%,,,,
KY,3,,,,,D,"48,766",,,,,
KY,3,H4KY03194,,George C.,Dick,LBT,,,,,"6,363",1.94%
KY,3,H4KY03202,,Corley,Everett,W,,,,,15,0.00%
KY,3,,,,,,"48,766",,,,"328,154",
KY,4,H2KY04071,,Geoff,Davis,R,"13,957",58.00%,,,"160,982",54.40%
KY,4,H4KY04051,,Kevin L.,Murphy,R,"7,672",31.88%,,,,
KY,4,H4KY04093,,John Kelly,King,R,"2,434",10.12%,,,,
KY,4,,,,,R,"24,063",,,,,
KY,4,H4KY04085,,Nick,Clooney,D,Unopposed,,,,"129,876",43.89%
KY,4,H4KY04101,,Michael E.,Slider,I,,,,,"5,069",1.71%
KY,4,,,,,,"24,063",,,,"295,927",
KY,5,H0KY05015,(I),"Harold ""Hal""",Rogers,R,"26,909",91.29%,,,"177,579",100.00%
KY,5,H2KY05136,,Billy Ray,Wilson,R,"2,566",8.71%,,,,
KY,5,,,,,R,"29,475",,,,,
KY,5,,,,,,"29,475",,,,"177,579",
KY,6,H4KY06072,(I),Ben,Chandler,D,Unopposed,,,,"175,355",58.60%
KY,6,H4KY06098,,Tom,Buford,R,"8,478",62.15%,,,"119,716",40.01%
KY,6,H4KY06106,,Bryan Samuel,Coffman,R,"3,526",25.85%,,,,
KY,6,H4KY06114,,Don,Swarthout,R,"1,637",12.00%,,,,
KY,6,,,,,R,"13,641",,,,,
KY,6,H4KY06122,,Stacy,Abner,CON,,,,,"2,388",0.80%
KY,6,H4KY06080,,Mark,Gailey,LBT,,,,,"1,758",0.59%
KY,6,,,,,,"13,641",,,,"299,217",
KY,H,,,,,,"148,853",,,,"1,635,243",
KY,S,S8KY00118,(I),Jim,Bunning,R,"96,545",84.00%,,,"873,507",50.66%
KY,S,S6KY00021,,Barry,Metcalf,R,"18,395",16.00%,,,,
KY,S,,,,,R,"114,940",,,,,
KY,S,S4KY00059,,Daniel,Mongiardo,D,"142,162",64.92%,,,"850,855",49.34%
KY,S,S2KY00046,,David L.,Williams,D,"76,807",35.08%,,,,
KY,S,,,,,D,"218,969",,,,,
KY,S,,,,,,"333,909",,,,"1,724,362",
KY,,,,,,,"482,762",,,,"3,359,605",
