letter	frequency
0-0.1	0
0.1-0.2	0
0.2-0.3	0.010152284264
0.3-0.4	0.0152284263959
0.4-0.5	0.0431472081218
0.5-0.6	0.0659898477157
0.6-0.7	0.0558375634518
0.7-0.8	0.0659898477157
0.8-0.9	0.0888324873096
0.9-1.0	0.654822335025
0.9-1.0	0.654822335025
 	0
