letter	frequency
0-0.1	0
0.1-0.2	0.00733496332518
0.2-0.3	0.0171149144254
0.3-0.4	0.0440097799511
0.4-0.5	0.0684596577017
0.5-0.6	0.0660146699267
0.6-0.7	0.0684596577017
0.7-0.8	0.0733496332518
0.8-0.9	0.124694376528
0.9-1.0	0.530562347188
0.9-1.0	0.530562347188
 	0
