letter	frequency
0-0.1	0.493573264781
0.1-0.2	0.141388174807
0.2-0.3	0.0925449871465
0.3-0.4	0.0822622107969
0.4-0.5	0.0719794344473
0.5-0.6	0.0642673521851
0.6-0.7	0.0334190231362
0.7-0.8	0.012853470437
0.8-0.9	0.00771208226221
0.9-1.0	0
0.9-1.0	0
 	0
