letter	frequency
0.1-0.2	0.00200300450676
0.8-0.9	0.0971457185779
0.5-0.6	0.0520781171758
0.2-0.3	0.00701051577366
0.4-0.5	0.0375563345018
0.7-0.8	0.0615923885829
0.3-0.4	0.0205307961943
0.9-1.0	0.654481722584
0.6-0.7	0.0676014021032
 	0
