letter	frequency
0-0.1	0.603833865815
0.1-0.2	0.130990415335
0.2-0.3	0.073482428115
0.3-0.4	0.115015974441
0.4-0.5	0.0511182108626
0.5-0.6	0.0223642172524
0.6-0.7	0
0.7-0.8	0.00319488817891
0.8-0.9	0
0.9-1.0	0
0.9-1.0	0
 	0
