Date,Open,High,Low,Close,Volume,Adjusted Close
2015-10-09,3403.290039,3459.310059,3372.389893,3450.320068,0.0,3450.320068
2015-10-08,3430.050049,3430.100098,3311.02002,3402.469971,0.0,3402.469971
2015-10-07,3367.5,3456.050049,3305.159912,3430.050049,0.0,3430.050049
2015-10-06,3444.600098,3450.01001,3247.959961,3350.580078,0.0,3350.580078
2015-10-05,3589.949951,3615.330078,3478.290039,3519.97998,0.0,3519.97998
2015-10-02,3377.179932,3542.040039,3358.439941,3541.97998,0.0,3541.97998
2015-10-01,3424.620117,3430.040039,3349.790039,3429.550049,0.0,3429.550049
2015-09-30,3390.469971,3457.25,3346.580078,3420.850098,0.0,3420.850098
2015-09-29,3350.169922,3464.439941,3273.370117,3303.469971,0.0,3303.469971
2015-09-28,3508.889893,3509.959961,3290.47998,3350.169922,0.0,3350.169922
2015-09-25,3752.189941,3753.879883,3469.73999,3533.050049,0.0,3533.050049
2015-09-24,3744.870117,3747.969971,3635.050049,3707.540039,0.0,3707.540039
2015-09-23,3792.639893,3827.080078,3736.360107,3772.5,0.0,3772.5
2015-09-22,3788.419922,3807.949951,3720.820068,3791.199951,0.0,3791.199951
2015-09-21,4021.679932,4027.060059,3816.409912,3846.830078,0.0,3846.830078
2015-09-18,4007.300049,4044.73999,3990.129883,3994.98999,0.0,3994.98999
2015-09-17,3992.810059,4102.459961,3983.399902,4065.429932,0.0,4065.429932
2015-09-16,4013.159912,4037.360107,3953.030029,3993.469971,0.0,3993.469971
2015-09-15,3965.820068,4008.389893,3939.139893,4001.02002,0.0,4001.02002
2015-09-14,3953.389893,3958.840088,3898.840088,3950.100098,0.0,3950.100098
2015-09-11,3873.389893,3953.389893,3861.219971,3953.389893,0.0,3953.389893
2015-09-10,3838.340088,3911.179932,3827.110107,3890.449951,0.0,3890.449951
2015-09-09,3935.129883,3951.030029,3824.350098,3833.169922,0.0,3833.169922
2015-09-08,3825.810059,3905.449951,3802.310059,3902.159912,0.0,3902.159912
2015-09-04,3718.48999,3784.800049,3700.449951,3755.209961,0.0,3755.209961
2015-09-03,3851.780029,3866.780029,3747.100098,3757.060059,0.0,3757.060059
2015-09-02,3751.439941,3827.939941,3703.27002,3827.939941,0.0,3827.939941
2015-09-01,3729.830078,3783.540039,3682.469971,3696.129883,0.0,3696.129883
2015-08-31,3901.330078,3932.850098,3791.0,3798.189941,0.0,3798.189941
2015-08-28,3847.469971,3909.26001,3847.0,3908.0,0.0,3908.0
2015-08-27,3811.129883,3874.870117,3795.600098,3871.679932,0.0,3871.679932
2015-08-26,3698.129883,3768.590088,3588.5,3768.47998,0.0,3768.47998
2015-08-25,3721.159912,3729.350098,3602.22998,3602.25,0.0,3602.25
2015-08-24,3446.810059,3742.290039,3412.610107,3569.090088,0.0,3569.090088
2015-08-21,3793.959961,3895.570068,3765.77002,3765.77002,0.0,3765.77002
2015-08-20,4008.659912,4033.110107,3856.02002,3856.040039,0.0,3856.040039
2015-08-19,4060.699951,4076.72998,4006.219971,4043.52002,0.0,4043.52002
2015-08-18,4126.049805,4140.819824,4080.52002,4085.830078,0.0,4085.830078
2015-08-17,4015.409912,4131.470215,4000.969971,4129.859863,0.0,4129.859863
2015-08-14,4051.379883,4069.340088,3976.189941,4029.969971,0.0,4029.969971
2015-08-13,4089.98999,4124.109863,4059.120117,4064.379883,0.0,4064.379883
2015-08-12,4030.689941,4102.870117,3964.01001,4090.959961,0.0,4090.959961
2015-08-11,4057.73999,4121.069824,4030.179932,4066.360107,0.0,4066.360107
2015-08-10,4089.379883,4159.600098,4089.379883,4103.97998,0.0,4103.97998
2015-08-07,4089.060059,4089.810059,3984.75,4060.77002,0.0,4060.77002
2015-08-06,4286.950195,4299.310059,4091.929932,4106.399902,0.0,4106.399902
2015-08-05,4289.189941,4338.720215,4280.540039,4287.950195,0.0,4287.950195
2015-08-04,4264.350098,4294.0,4239.410156,4255.740234,0.0,4255.740234
