Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2012-10-11,2530.65,2549.08,2525.03,1424561677737.0,9190817.0
2012-10-10,2526.78,2547.69,2523.27,1422382366844.0,15131954.0
2012-10-09,2540.73,2581.4,2539.96,1430242728986.0,2134875.0
2012-10-08,2584.03,2589.33,2576.45,1454615041620.0,0.0
2012-10-05,2593.2,2619.22,2587.8,1459668219363.0,8951502.0
2012-10-04,2596.22,2596.75,2579.35,1461369011453.0,0.0
2012-10-03,2568.5,2579.53,2553.85,1445767834113.0,31315008.0
2012-10-02,2560.28,2572.68,2549.45,1440987476789.0,0.0
2012-10-01,2556.96,2580.74,2548.69,1439118479140.0,433287037.0
2012-09-28,2554.42,2563.45,2543.11,1437834770931.0,3905062.0
2012-09-27,2564.79,2568.54,2540.06,1443668985945.0,18025716.0
2012-09-26,2531.5,2556.12,2525.21,1424907372545.0,209693303.0
2012-09-25,2551.52,2598.35,2551.52,1436176755430.0,0.0
2012-09-24,2585.54,2592.36,2577.06,1455349564437.0,0.0
2012-09-21,2594.22,2610.12,2592.65,1465234651888.0,1377649.0
2012-09-20,2594.75,2595.32,2573.9,1465568539793.0,894588.0
2012-09-19,2595.94,2600.4,2578.15,1466495033900.0,3545621.0
2012-09-18,2579.42,2585.22,2574.09,1457186307879.0,10705296.0
2012-09-17,2590.42,2601.66,2583.8,1463346218683.0,516333784.0
2012-09-14,2606.26,2617.18,2588.61,1472294611197.0,1346796.0
2012-09-13,2583.74,2590.61,2544.22,1459573505089.0,1475019.0
2012-09-12,2548.7,2557.7,2540.75,1439618599190.0,378439498.0
2012-09-11,2546.49,2553.56,2542.53,1438349493635.0,32094501.0
2012-09-10,2546.91,2561.4,2546.52,1438588856748.0,212131108.0
2012-09-07,2559.25,2560.36,2549.92,1445556427623.0,0.0
2012-09-06,2547.98,2548.52,2511.56,1439120504852.0,9459620.0
2012-09-05,2493.69,2504.64,2487.13,1408462547083.0,30439877.0
2012-09-04,2496.69,2503.27,2472.66,1410156383684.0,6252913.0
2012-08-31,2493.38,2503.64,2477.06,1408269054409.0,13660470.0
2012-08-30,2481.84,2496.32,2478.7,1402589873371.0,39569267.0
2012-08-29,2501.32,2505.36,2490.23,1413596631238.0,137308656.0
2012-08-28,2494.74,2499.01,2483.94,1410792104151.0,0.0
2012-08-27,2489.87,2501.0,2486.21,1408032813097.0,106007484.0
2012-08-24,2494.81,2499.17,2471.92,1410830016268.0,39508716.0
2012-08-23,2477.89,2488.72,2470.91,1401646667533.0,20382788.0
2012-08-22,2489.8,2495.85,2478.68,1407826046017.0,8973455.0
2012-08-21,2484.91,2506.74,2479.25,1405611685878.0,2549947.0
2012-08-20,2482.41,2491.22,2473.89,1404189359788.0,20618134.0
2012-08-17,2493.11,2493.5,2480.33,1410062944958.0,10188222.0
2012-08-16,2483.5,2487.97,2457.85,1404757084005.0,27272842.0
2012-08-15,2460.37,2460.61,2441.69,1391554528814.0,81078696.0
2012-08-14,2446.51,2463.78,2441.44,1386132104523.0,24910307.0
2012-08-13,2451.96,2452.98,2432.52,1389210911221.0,29616771.0
2012-08-10,2452.75,2452.86,2440.34,1388080101969.0,0.0
2012-08-09,2454.42,2460.14,2448.14,1390218481293.0,30148291.0
2012-08-08,2456.88,2461.89,2450.11,1390216492054.0,277157176.0
2012-08-07,2469.9,2478.5,2454.17,1396669568742.0,3398436.0
2012-08-06,2440.97,2449.12,2429.92,1380310075633.0,135629284.0
2012-08-03,2426.62,2433.56,2410.12,1372435092974.0,273588773.0
2012-08-02,2375.78,2397.88,2360.07,1343271561858.0,23040928.0
2012-08-01,2382.05,2420.12,2382.05,1346812975415.0,51998885.0
2012-07-31,2403.52,2420.23,2402.57,1359841592840.0,0.0
2012-07-30,2422.17,2440.83,2415.54,1370392550940.0,208554591.0
2012-07-27,2435.23,2438.86,2390.92,1377492938056.0,96745366.0
2012-07-26,2379.32,2386.19,2359.51,1345896341633.0,29745063.0
2012-07-25,2343.11,2357.71,2334.83,1325417504113.0,74138332.0
2012-07-24,2352.07,2379.53,2338.8,1330568741047.0,4823377.0
2012-07-23,2376.61,2382.33,2353.8,1344452645617.0,422936.0
2012-07-20,2409.59,2424.95,2407.24,1362931998284.0,0.0
2012-07-19,2437.74,2450.48,2426.88,1377424306533.0,13998764.0
2012-07-18,2416.04,2422.34,2388.68,1365160536310.0,15527652.0
2012-07-17,2398.19,2403.22,2366.69,1355843174307.0,0.0
2012-07-16,2381.7,2394.17,2377.1,1346517721331.0,0.0
2012-07-13,2398.23,2402.58,2368.16,1355972682902.0,5818913.0
2012-07-12,2364.48,2371.48,2337.27,1336888590652.0,14872891.0
2012-07-11,2374.7,2389.93,2358.09,1342667858044.0,9918490.0
2012-07-10,2384.51,2427.37,2376.4,1348065535645.0,4764611.0
2012-07-09,2409.44,2418.81,2399.08,1362153978878.0,5580589.0
2012-07-06,2418.6,2431.99,2406.29,1367331331428.0,19687293.0
2012-07-05,2440.64,2450.25,2426.53,1379790769904.0,350133.0
2012-07-03,2444.91,2445.2,2426.06,1382080567131.0,11937658.0
2012-07-02,2428.18,2428.18,2407.48,1373554645937.0,20998850.0
2012-06-29,2416.91,2416.92,2385.98,1367677309371.0,445061897.0
2012-06-28,2351.17,2352.99,2323.95,1330476378660.0,14370206.0
2012-06-27,2367.44,2377.22,2359.0,1339680371114.0,636888987.0
2012-06-26,2360.86,2366.82,2336.46,1269011289707.0,1147682.0
2012-06-25,2335.04,2351.75,2326.06,1255133404321.0,0.0
2012-06-22,2374.99,2378.15,2355.81,1276807617923.0,0.0
2012-06-21,2353.7,2411.84,2352.64,1265440208690.0,1377649.0
2012-06-20,2412.49,2423.04,2396.34,1297048803994.0,75809182.0
2012-06-19,2415.64,2423.41,2390.91,1298935742041.0,0.0
2012-06-18,2385.72,2390.02,2348.82,1282846254960.0,5201599.0
2012-06-15,2362.26,2364.22,2332.56,1273536909584.0,0.0
2012-06-14,2331.86,2337.53,2307.66,1258013118369.0,1347136.0
2012-06-13,2310.44,2344.25,2304.02,1246462315629.0,193648582.0
2012-06-12,2344.27,2345.63,2314.12,1264711633529.0,4813318.0
2012-06-11,2319.7,2375.45,2317.73,1251466963776.0,35792020.0
2012-06-08,2356.48,2358.56,2323.59,1271334722025.0,5601388.0
2012-06-07,2339.07,2375.73,2335.74,1261937926331.0,9851946.0
2012-06-06,2347.51,2347.51,2302.59,1266492618329.0,223604957.0
2012-06-05,2289.83,2292.23,2266.04,1235374078515.0,4433276.0
2012-06-04,2277.87,2281.31,2249.17,1228919740333.0,8005295.0
2012-06-01,2264.25,2308.77,2262.17,1221570620478.0,41072557.0
2012-05-31,2325.44,2338.35,2304.32,1254937670578.0,14681835.0
2012-05-30,2335.02,2358.9,2330.8,1260051446543.0,117383386.0
2012-05-29,2378.51,2386.97,2356.73,1282356766556.0,13665329.0
2012-05-25,2348.94,2357.18,2342.0,1266407325489.0,12904579.0
2012-05-24,2350.29,2360.22,2330.23,1267122015042.0,32675376.0
2012-05-23,2350.05,2352.46,2303.08,1266976154944.0,126936582.0
2012-05-22,2334.16,2356.17,2321.7,1258072227734.0,4688735.0
2012-05-21,2336.51,2337.59,2274.92,1259347837629.0,121580371.0
2012-05-18,2285.55,2324.02,2281.4,1231870103935.0,812999.0
2012-05-17,2312.01,2370.31,2312.01,1246421547618.0,92401313.0
2012-05-16,2368.87,2399.56,2368.29,1277049183144.0,85615565.0
2012-05-15,2376.53,2407.86,2372.05,1281621682205.0,30214403.0
2012-05-14,2381.54,2400.7,2377.22,1284326187215.0,1512706.0
2012-05-11,2414.31,2437.22,2404.88,1301460824074.0,19628964.0
2012-05-10,2416.99,2429.43,2407.93,1302910288288.0,34383789.0
2012-05-09,2399.85,2410.59,2373.92,1293870052407.0,56679932.0
2012-05-08,2409.94,2415.05,2369.32,1298488496053.0,20225941.0
2012-05-07,2431.55,2440.06,2417.42,1310102576987.0,139746941.0
2012-05-04,2430.82,2466.26,2430.77,1309967276886.0,388389099.0
2012-05-03,2483.48,2511.36,2474.29,1338352003052.0,75746845.0
2012-05-02,2520.99,2523.27,2490.69,1358562382054.0,36711781.0
2012-05-01,2508.25,2537.64,2502.69,1351696152800.0,2494645.0
2012-04-30,2504.05,2514.52,2497.63,1349184361507.0,74711430.0
2012-04-27,2515.24,2521.48,2486.52,1355211299704.0,63996422.0
2012-04-26,2474.78,2479.24,2442.09,1333413680459.0,79338447.0
2012-04-25,2442.97,2443.46,2422.27,1316036472451.0,15627476.0
2012-04-24,2404.34,2418.31,2394.65,1295336874400.0,4823662.0
2012-04-23,2404.54,2408.63,2387.61,1295437561747.0,7815477.0
2012-04-20,2435.69,2454.79,2435.16,1312218494215.0,0.0
2012-04-19,2431.92,2468.6,2423.64,1310190374423.0,16622494.0
2012-04-18,2442.61,2452.41,2435.47,1316038798321.0,52158239.0
2012-04-17,2445.62,2455.83,2428.96,1317501312271.0,5586965.0
2012-04-16,2415.01,2442.62,2407.16,1301008770495.0,0.0
2012-04-13,2434.43,2447.9,2426.82,1311462459078.0,191574.0
2012-04-12,2453.96,2456.79,2417.96,1321968975156.0,16297690.0
2012-04-11,2416.9,2423.65,2409.5,1301908733571.0,14592337.0
2012-04-10,2387.05,2442.63,2383.43,1286042521221.0,3551212.0
2012-04-09,2441.36,2448.9,2431.81,1315301352150.0,0.0
2012-04-05,2470.55,2475.0,2453.19,1331031124230.0,11329820.0
2012-04-04,2459.19,2477.13,2446.82,1324908729319.0,350142.0
2012-04-03,2498.39,2513.78,2488.72,1345842034090.0,59850284.0
2012-04-02,2505.67,2511.49,2479.81,1348859674686.0,451326349.0
2012-03-30,2495.14,2511.76,2484.76,1343136270839.0,13762297.0
2012-03-29,2493.84,2497.1,2469.49,1342030807180.0,8376388.0
2012-03-28,2500.7,2527.7,2488.0,1345710999403.0,107027437.0
2012-03-27,2528.11,2542.08,2527.7,1360254289208.0,0.0
2012-03-26,2534.6,2534.61,2509.69,1363739368612.0,0.0
2012-03-23,2489.27,2490.52,2462.76,1339761409666.0,0.0
2012-03-22,2481.31,2485.6,2468.65,1335108254168.0,3460000.0
2012-03-21,2489.86,2498.3,2481.62,1339710628844.0,82394540.0
2012-03-20,2485.31,2490.98,2466.39,1337258661051.0,4043939.0
2012-03-19,2489.98,2498.66,2466.56,1339766173269.0,202927219.0
2012-03-16,2475.97,2478.84,2467.5,1336093491699.0,6026550.0
2012-03-15,2475.12,2475.4,2454.18,1335391449763.0,20020845.0
2012-03-14,2462.51,2472.53,2455.16,1328298993746.0,17093966.0
2012-03-13,2473.59,2473.66,2438.64,1334046188286.0,188142397.0
2012-03-12,2436.01,2453.25,2431.11,1313778096121.0,224414675.0
2012-03-09,2446.88,2453.09,2430.01,1320167925844.0,0.0
2012-03-08,2431.22,2436.33,2409.95,1311723199446.0,35778086.0
2012-03-07,2400.36,2403.26,2386.12,1294159803740.0,239189123.0
2012-03-06,2377.82,2392.81,2370.12,1282005920040.0,14218856.0
2012-03-05,2415.5,2423.55,2405.99,1302244904935.0,12142834.0
2012-03-02,2423.84,2442.4,2414.94,1306785754061.0,3629851.0
2012-03-01,2435.2,2442.1,2422.09,1312918532690.0,13352558.0
2012-02-29,2415.56,2444.37,2415.55,1302331850805.0,11333065.0
2012-02-28,2438.06,2439.7,2424.96,1317254032771.0,66186068.0
2012-02-27,2424.16,2431.59,2398.74,1309772149955.0,33643230.0
2012-02-24,2423.32,2431.91,2419.13,1308369785843.0,8469640.0
2012-02-23,2424.34,2424.47,2396.83,1308932218688.0,17900619.0
2012-02-22,2401.91,2412.42,2395.48,1296054570054.0,1926313.0
2012-02-21,2410.83,2428.65,2402.56,1300990591233.0,112376978.0
2012-02-17,2418.33,2420.95,2405.4,1304998750578.0,1429822.0
2012-02-16,2408.25,2408.7,2379.75,1299556072927.0,25334844.0
2012-02-15,2385.25,2412.84,2381.09,1287147811193.0,106907408.0
2012-02-14,2394.26,2395.65,2377.45,1292889672872.0,70609694.0
2012-02-13,2396.96,2399.06,2384.93,1294225942881.0,28189707.0
2012-02-10,2375.47,2381.6,2365.82,1282623277512.0,703524.0
2012-02-09,2396.57,2398.18,2377.07,1294338405025.0,17222262.0
2012-02-08,2396.78,2402.71,2379.77,1292537557079.0,160151431.0
2012-02-07,2391.0,2396.13,2377.73,1289334348352.0,21416626.0
2012-02-06,2390.94,2394.34,2382.95,1291208118867.0,127617248.0
2012-02-03,2398.22,2399.06,2377.82,1295167750843.0,210014040.0
2012-02-02,2354.71,2361.13,2344.46,1271668985625.0,31625125.0
2012-02-01,2346.51,2351.52,2326.51,1267239270185.0,32818328.0
2012-01-31,2327.19,2343.5,2314.89,1256914768752.0,0.0
2012-01-30,2326.84,2333.02,2308.81,1256725328303.0,236926207.0
2012-01-27,2341.96,2346.17,2325.95,1264889734067.0,32650206.0
2012-01-26,2332.35,2355.9,2323.54,1259698589910.0,27558951.0
2012-01-25,2333.92,2337.16,2305.14,1260683694004.0,66760308.0
2012-01-24,2319.33,2319.34,2290.96,1252820760289.0,39258610.0
2012-01-23,2308.2,2328.19,2296.52,1246807417449.0,6978104.0
2012-01-20,2314.73,2320.87,2307.26,1250419338613.0,5816279.0
2012-01-19,2321.26,2327.2,2307.52,1253878593176.0,13759556.0
2012-01-18,2298.77,2298.77,2258.28,1241726446632.0,10733766.0
2012-01-17,2264.91,2276.31,2260.14,1223431289680.0,0.0
2012-01-13,2246.04,2247.82,2227.24,1221000354037.0,115826.0
2012-01-12,2256.69,2257.37,2235.5,1226779753150.0,9367292.0
2012-01-11,2246.76,2249.89,2234.17,1221381961623.0,42435748.0
2012-01-10,2239.15,2244.83,2231.58,1216909642244.0,3014412.0
2012-01-09,2212.86,2218.02,2196.35,1202624039284.0,0.0
2012-01-06,2208.46,2220.93,2201.01,1200228246401.0,0.0
2012-01-05,2212.6,2213.29,2175.07,1202474908061.0,0.0
2012-01-04,2195.92,2200.58,2183.68,1193413503565.0,32846919.0
2012-01-03,2200.64,2218.83,2194.66,1196074059415.0,1825924.0
2011-12-30,2168.22,2180.57,2167.62,1179031888618.0,314882862.0
2011-12-29,2179.57,2180.72,2159.64,1185328107859.0,4153025.0
2011-12-28,2160.83,2194.57,2158.04,1175137594219.0,107331535.0
2011-12-27,2193.76,2199.61,2180.61,1187418348188.0,0.0
2011-12-23,2191.68,2191.76,2175.27,1186225301646.0,2672981.0
2011-12-22,2175.8,2178.83,2166.64,1178132037759.0,4193489.0
2011-12-21,2167.19,2177.06,2140.39,1173472257191.0,78349977.0
2011-12-20,2173.94,2174.55,2143.48,1177136414816.0,901876.0
2011-12-19,2106.32,2152.41,2102.22,1140940347344.0,958689.0
2011-12-16,2136.55,2164.77,2129.35,1165499468346.0,13324514.0
2011-12-15,2125.69,2143.29,2120.24,1159135195997.0,285470400.0
2011-12-14,2121.03,2142.56,2102.55,1156818777308.0,18869767.0
2011-12-13,2155.62,2217.45,2146.3,1174834715796.0,161526078.0
2011-12-12,2194.68,2195.58,2173.92,1196121515928.0,11513604.0
2011-12-09,2218.66,2224.0,2180.8,1211432577304.0,2750171.0
2011-12-08,2174.01,2215.88,2170.8,1191330419378.0,26193841.0
2011-12-07,2226.61,2236.29,2192.93,1220154750051.0,207622681.0
2011-12-06,2222.92,2235.04,2212.59,1218216914160.0,4587839.0
2011-12-05,2228.69,2246.34,2216.28,1230808434003.0,2314527.0
2011-12-02,2210.0,2236.45,2207.7,1220485934234.0,621363.0
2011-12-01,2200.2,2217.25,2189.0,1191754537929.0,22067495.0
2011-11-30,2197.15,2197.15,2170.25,1190105100798.0,24129281.0
2011-11-29,2110.29,2130.62,2103.53,1143222722752.0,106785961.0
2011-11-28,2119.09,2129.04,2102.6,1151507043421.0,88971302.0
2011-11-25,2046.73,2075.97,2046.34,1112190747500.0,42266395.0
2011-11-23,2064.58,2103.26,2064.58,1121788115007.0,20032968.0
2011-11-22,2117.52,2130.19,2095.85,1150524619025.0,19355661.0
2011-11-21,2122.44,2133.35,2101.69,1153192445457.0,628226232.0
2011-11-18,2168.28,2190.13,2161.95,1177413741641.0,812826.0
2011-11-17,2178.55,2218.34,2169.53,1182187348948.0,32425075.0
2011-11-16,2215.16,2258.38,2213.56,1202041049175.0,86677377.0
2011-11-15,2258.46,2266.71,2220.1,1225169601405.0,153109077.0
2011-11-14,2237.78,2260.3,2228.78,1214377131033.0,10867072.0
2011-11-11,2259.08,2262.06,2230.31,1225932941370.0,0.0
2011-11-10,2209.79,2229.89,2188.67,1199183314487.0,17492657.0
2011-11-09,2208.66,2253.96,2205.57,1198575774638.0,26979459.0
2011-11-08,2303.26,2305.64,2258.65,1249911353873.0,291785066.0
2011-11-07,2280.25,2290.93,2246.85,1237902305419.0,25831513.0
2011-11-04,2284.92,2289.85,2254.83,1224244495825.0,1442894.0
2011-11-03,2289.43,2291.27,2228.18,1226175659700.0,129776303.0
2011-11-02,2242.21,2251.03,2219.02,1200801851039.0,163121983.0
2011-11-01,2208.74,2233.47,2190.83,1183581272424.0,115570.0
2011-10-31,2266.06,2295.33,2265.73,1214293336004.0,95372379.0
2011-10-28,2311.99,2317.1,2298.11,1238902262479.0,165649959.0
2011-10-27,2314.72,2330.66,2270.87,1240080228802.0,110988036.0
2011-10-26,2231.7,2249.95,2190.83,1195600390592.0,19988801.0
2011-10-25,2237.83,2288.14,2234.13,1198888996052.0,0.0
2011-10-24,2301.23,2304.45,2254.53,1232849752352.0,42261713.0
2011-10-21,2247.22,2252.81,2219.44,1203916609682.0,4628693.0
2011-10-20,2205.8,2212.16,2167.02,1181642098736.0,22498375.0
2011-10-19,2206.3,2258.62,2199.66,1181909935256.0,5743891.0
2011-10-18,2255.65,2265.03,2189.81,1208329763573.0,0.0
2011-10-17,2219.48,2259.22,2214.72,1188954161787.0,0.0
2011-10-14,2266.55,2266.77,2236.82,1214608216185.0,4470874.0
2011-10-13,2223.13,2230.35,2202.49,1191337236593.0,9080718.0
2011-10-12,2228.06,2249.43,2215.81,1193963199755.0,37567873.0
2011-10-11,2203.5,2207.11,2173.34,1180798936226.0,0.0
2011-10-10,2188.73,2188.73,2147.18,1172884970475.0,0.0
2011-10-07,2112.74,2142.06,2097.42,1132167050577.0,3062818.0
2011-10-06,2125.51,2126.23,2073.29,1139287294297.0,0.0
2011-10-05,2078.77,2084.33,2014.88,1112318049131.0,32069204.0
2011-10-04,2034.78,2036.27,1923.73,1088551980817.0,2135022.0
2011-10-03,1971.41,2064.01,1970.88,1054810376802.0,308212729.0
2011-09-30,2050.07,2101.69,2049.7,1096710207616.0,3764865.0
2011-09-29,2110.76,2175.86,2065.36,1129183669624.0,2412707.0
2011-09-28,2132.75,2205.56,2131.75,1141214000954.0,101263590.0
2011-09-27,2181.95,2225.83,2169.03,1167678241008.0,0.0
2011-09-26,2159.44,2160.78,2091.89,1155631752044.0,0.0
2011-09-23,2121.32,2128.58,2082.88,1135204164977.0,1027862.0
2011-09-22,2099.3,2136.98,2069.08,1123419373694.0,773224.0
2011-09-21,2177.9,2245.58,2177.37,1165484731633.0,75607340.0
2011-09-20,2233.45,2287.3,2232.65,1195208155790.0,3107017.0
2011-09-19,2265.62,2278.97,2218.89,1212421877574.0,2101619.0
2011-09-16,2270.0,2270.39,2246.75,1217824230398.0,5754805.0
2011-09-15,2249.2,2250.34,2215.87,1206671258624.0,44688557.0
2011-09-14,2221.74,2247.0,2169.69,1191943323434.0,17208426.0
2011-09-13,2187.97,2192.51,2152.88,1173824278648.0,32599761.0
2011-09-12,2155.46,2155.69,2105.79,1156384928017.0,255225200.0
2011-09-09,2136.63,2180.96,2121.83,1146438663471.0,20418962.0
2011-09-08,2195.06,2227.8,2187.26,1177758869233.0,0.0
2011-09-07,2216.16,2216.17,2179.88,1189085107737.0,191474961.0
2011-09-06,2154.31,2157.49,2096.51,1155439688478.0,9064519.0
2011-09-02,2157.12,2185.0,2146.37,1156954042525.0,2312632.0
2011-09-01,2215.46,2267.14,2212.12,1188241940410.0,11467971.0
2011-08-31,2246.06,2275.09,2225.42,1204637620740.0,54135174.0
2011-08-30,2239.45,2252.25,2197.55,1201074921674.0,97760877.0
2011-08-29,2218.28,2218.66,2168.95,1189735067361.0,89403793.0
2011-08-26,2141.53,2144.88,2051.47,1148566654377.0,25125478.0
2011-08-25,2086.99,2146.44,2084.01,1119555232490.0,12242406.0
2011-08-24,2126.66,2129.01,2084.53,1140814622013.0,21280727.0
2011-08-23,2100.17,2100.17,2007.6,1126585504552.0,7209601.0
2011-08-22,2007.59,2059.4,2001.66,1076912348666.0,664435.0
2011-08-19,2010.42,2079.72,2005.99,1078425309427.0,3209399.0
2011-08-18,2043.61,2100.01,2028.01,1095631062771.0,20149419.0
2011-08-17,2165.59,2201.0,2145.51,1160982906339.0,3045337.0
2011-08-16,2174.97,2195.09,2150.14,1165783915207.0,91476364.0
2011-08-15,2203.57,2203.57,2164.72,1181215565120.0,5166164.0
2011-08-12,2159.59,2172.65,2133.32,1157637371919.0,25280648.0
2011-08-11,2138.31,2160.96,2051.92,1146233414071.0,52351464.0
2011-08-10,2041.01,2110.89,2038.71,1094074542044.0,46695870.0
2011-08-09,2120.02,2120.31,1984.66,1135984098653.0,3140640.0
2011-08-08,2009.5,2131.64,2009.48,1079809970016.0,97597494.0
2011-08-05,2173.42,2227.58,2109.76,1167888975590.0,47194420.0
2011-08-04,2191.49,2279.74,2191.49,1177586921334.0,49597043.0
2011-08-03,2316.67,2318.13,2250.9,1244852662276.0,440507337.0
2011-08-02,2296.7,2377.12,2296.6,1234122674413.0,0.0
2011-08-01,2378.48,2419.15,2354.26,1277712211749.0,0.0
2011-07-29,2387.41,2403.81,2355.52,1282509342551.0,21379361.0
2011-07-28,2395.97,2425.14,2392.64,1286600472969.0,245554461.0
2011-07-27,2398.49,2448.17,2395.8,1284412020876.0,53006179.0
2011-07-26,2448.11,2457.8,2439.86,1311379625358.0,62378879.0
2011-07-25,2459.31,2472.72,2451.23,1317381674117.0,366516.0
2011-07-22,2476.18,2480.58,2454.64,1325789620231.0,0.0
2011-07-21,2465.82,2484.92,2449.8,1320245834931.0,57743952.0
2011-07-20,2446.8,2467.57,2438.22,1308922981593.0,0.0
2011-07-19,2461.6,2464.01,2431.33,1316838455620.0,0.0
2011-07-18,2406.51,2427.85,2391.11,1287367621830.0,0.0
2011-07-15,2439.25,2439.46,2418.57,1304882129085.0,4782618.0
2011-07-14,2423.84,2474.05,2419.63,1296636046061.0,4075332.0
2011-07-13,2456.98,2482.05,2451.33,1316184138121.0,29458588.0
2011-07-12,2437.94,2461.35,2436.02,1305943216182.0,3078761.0
2011-07-11,2452.74,2489.05,2445.85,1313862707929.0,0.0
2011-07-08,2508.18,2508.39,2480.34,1351056000906.0,3438271.0
2011-07-07,2518.69,2526.67,2507.75,1357171651845.0,351154.0
2011-07-06,2488.17,2490.89,2471.84,1340740369991.0,17938486.0
2011-07-05,2487.28,2492.36,2468.16,1340190196850.0,2127003.0
2011-07-01,2471.51,2473.46,2426.45,1331692915844.0,310134439.0
2011-06-30,2429.74,2433.32,2409.06,1306686696311.0,1138656.0
2011-06-29,2400.54,2406.24,2379.56,1287769620781.0,21723716.0
2011-06-28,2383.26,2383.26,2345.97,1277331504343.0,93096847.0
2011-06-27,2340.8,2347.35,2303.85,1254481647049.0,0.0
2011-06-24,2311.17,2336.98,2305.95,1238033888443.0,0.0
2011-06-23,2330.39,2331.17,2281.41,1248960175385.0,873711.0
2011-06-22,2320.22,2342.16,2319.58,1243446901151.0,90816687.0
2011-06-21,2331.78,2333.1,2282.16,1250152128175.0,0.0
2011-06-20,2277.38,2282.4,2252.82,1220989758019.0,0.0
2011-06-17,2260.95,2281.22,2255.12,1214308499653.0,0.0
2011-06-16,2257.08,2272.46,2235.59,1212226042507.0,8639912.0
2011-06-15,2263.13,2296.48,2258.34,1215304956713.0,22840140.0
2011-06-14,2303.55,2307.97,2286.43,1237078594319.0,15827803.0
2011-06-13,2265.88,2290.36,2254.99,1216911891915.0,30192217.0
2011-06-10,2275.42,2302.53,2274.16,1222045568453.0,2101057.0
2011-06-09,2311.33,2320.39,2293.7,1241524532968.0,11586580.0
2011-06-08,2294.37,2315.59,2290.97,1232408108451.0,211558934.0
2011-06-07,2314.36,2334.05,2313.98,1250692482779.0,0.0
2011-06-06,2311.19,2349.1,2310.53,1249296836062.0,0.0
2011-06-03,2344.68,2370.86,2342.52,1267803264333.0,30900796.0
2011-06-02,2381.72,2396.35,2367.55,1287761924807.0,29829150.0
2011-06-01,2379.02,2432.66,2376.89,1286484774291.0,20304118.0
2011-05-31,2436.34,2437.14,2417.86,1317413170033.0,9750361.0
2011-05-27,2408.98,2415.51,2402.18,1301439096580.0,110504863.0
2011-05-26,2399.23,2403.09,2368.95,1296172376793.0,13187371.0
2011-05-25,2375.31,2382.97,2351.12,1283246499624.0,37318494.0
2011-05-24,2359.88,2380.65,2356.48,1274881048422.0,2198781.0
2011-05-23,2371.1,2382.82,2363.84,1280815627999.0,80196800.0
2011-05-20,2407.71,2420.18,2395.07,1300583000708.0,15394693.0
2011-05-19,2426.46,2432.53,2410.6,1310853348845.0,7692344.0
2011-05-18,2413.98,2415.29,2372.81,1304501091234.0,23329800.0
2011-05-17,2379.99,2384.38,2362.38,1288001825658.0,62361841.0
2011-05-16,2382.51,2419.8,2380.66,1288360985913.0,5619542.0
2011-05-13,2426.59,2458.51,2423.52,1311983371980.0,2292556.0
2011-05-12,2454.38,2456.09,2416.69,1327008824424.0,37605951.0
2011-05-11,2437.86,2462.46,2424.75,1317787947887.0,171933518.0
2011-05-10,2466.74,2469.41,2442.35,1333368742309.0,9629748.0
2011-05-09,2431.15,2436.8,2411.62,1314909310196.0,97129317.0
2011-05-06,2411.92,2440.47,2404.32,1304456377702.0,43960531.0
2011-05-05,2399.79,2427.64,2388.87,1297882790799.0,34881300.0
2011-05-04,2411.56,2435.55,2398.03,1303176418639.0,257620284.0
2011-05-03,2430.18,2455.86,2418.14,1311844992611.0,35581171.0
2011-05-02,2458.33,2481.58,2455.05,1327947425270.0,312221.0
2011-04-29,2463.14,2467.33,2454.19,1330456121639.0,82255551.0
2011-04-28,2456.46,2458.4,2444.32,1327450674823.0,203901561.0
2011-04-27,2455.17,2455.89,2428.46,1326756647044.0,90286976.0
2011-04-26,2426.43,2434.12,2417.84,1311224548620.0,0.0
2011-04-25,2416.02,2421.27,2407.5,1305599536844.0,10082952.0
2011-04-21,2416.87,2416.87,2399.65,1306497461481.0,0.0
2011-04-20,2398.11,2399.93,2382.7,1296272125975.0,19697030.0
2011-04-19,2351.16,2351.41,2334.06,1270896090138.0,54686447.0
2011-04-18,2339.41,2341.91,2316.29,1264577386430.0,4881269.0
2011-04-15,2368.46,2370.58,2343.67,1280209889924.0,0.0
2011-04-14,2350.03,2352.64,2324.84,1269166732917.0,3874578.0
2011-04-13,2350.03,2358.7,2332.81,1269119235225.0,67531121.0
2011-04-12,2338.72,2357.12,2333.78,1263004501233.0,2638938.0
2011-04-11,2364.14,2387.26,2354.92,1276957163221.0,0.0
2011-04-08,2377.89,2404.43,2370.07,1284384988328.0,17356499.0
2011-04-07,2392.79,2407.98,2379.82,1292432331629.0,0.0
2011-04-06,2395.09,2420.82,2384.66,1293672654524.0,0.0
2011-04-05,2401.13,2411.27,2388.24,1296536148950.0,19223337.0
2011-04-04,2392.04,2395.78,2381.11,1291828087807.0,315219699.0
2011-04-01,2384.45,2395.47,2373.63,1288115659281.0,1800800.0
2011-03-31,2366.5,2367.9,2353.39,1278455368918.0,351154.0
2011-03-30,2360.25,2362.66,2343.94,1274936955745.0,10213684.0
2011-03-29,2331.08,2331.48,2300.78,1259122006304.0,82922073.0
2011-03-28,2309.14,2331.15,2308.66,1247347872142.0,0.0
