CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,,,,,,,
N00031005,Vicky Hartzler,R,2014,Health Professionals,H01,47750,13000,34750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031005&cycle=2014,,,,,,,
N00026106,Debbie Wasserman Schultz,D,2014,Securities & Investment,F07,47650,0,47650,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026106&cycle=2014,,,,,,,
N00003062,Jeff Sessions,R,2014,Insurance,F09,47650,39500,8150,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003062&cycle=2014,,,,,,,
N00036154,Don Norcross,D,2014,Misc Finance,F13,47600,0,47600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00036154&cycle=2014,,,,,,,
N00030815,Chuck Fleischmann,R,2014,Retired,W06,47600,0,47600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030815&cycle=2014,,,,,,,
N00004724,Jan Schakowsky,D,2014,Industrial Unions,P02,47600,47600,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004724&cycle=2014,,,,,,,
N00001003,Eliot L. Engel,D,2014,Retired,W06,47550,0,47550,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001003&cycle=2014,,,,,,,
N00000575,John B. Larson,D,2014,Defense Aerospace,D01,47550,31500,16050,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000575&cycle=2014,,,,,,,
N00031128,Bob Gibbs,R,2014,Misc Manufacturing & Distributing,N15,47550,14000,33550,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031128&cycle=2014,,,,,,,
N00030196,Paul Tonko,D,2014,Lawyers/Law Firms,K01,47542,19750,27792,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030196&cycle=2014,,,,,,,
N00031317,Ted Deutch,D,2014,Retired,W06,47518,0,47518,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031317&cycle=2014,,,,,,,
N00030957,Scott Desjarlais,R,2014,Retired,W06,47501,0,47501,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030957&cycle=2014,,,,,,,
N00031681,David McKinley,R,2014,Transportation Unions,P03,47500,47500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031681&cycle=2014,,,,,,,
N00002893,Lois J. Frankel,D,2014,Transportation Unions,P03,47500,47500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002893&cycle=2014,,,,,,,
N00000751,Bill Pascrell Jr,D,2014,Transportation Unions,P03,47500,47500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000751&cycle=2014,,,,,,,
N00008122,Eddie Bernice Johnson,D,2014,Transportation Unions,P03,47500,47500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008122&cycle=2014,,,,,,,
N00000515,Peter Welch,D,2014,Retail Sales,N03,47500,44000,3500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000515&cycle=2014,,,,,,,
N00003689,Steve Chabot,R,2014,Retired,W06,47500,0,47500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003689&cycle=2014,,,,,,,
N00003950,Sander Levin,D,2014,Building Trade Unions,P01,47500,47500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003950&cycle=2014,,,,,,,
N00003288,Bennie G. Thompson,D,2014,Electric Utilities,E08,47500,47500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003288&cycle=2014,,,,,,,
N00028073,John A. Yarmuth,D,2014,Building Trade Unions,P01,47500,47500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028073&cycle=2014,,,,,,,
N00033518,Doug Collins,R,2014,Health Professionals,H01,47450,25500,21950,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033518&cycle=2014,,,,,,,
N00033640,Hakeem Jeffries,D,2014,Securities & Investment,F07,47400,9500,37900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033640&cycle=2014,,,,,,,
N00030490,Marcia L. Fudge,D,2014,Food & Beverage,N01,47400,43000,4400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030490&cycle=2014,,,,,,,
N00033495,Susan Brooks,R,2014,Retired,W06,47350,0,47350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033495&cycle=2014,,,,,,,
N00000245,John Kerry,D,2014,Telecom Services,B09,47300,27500,19800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000245&cycle=2014,,,,,,,
N00033539,Randy Weber,R,2014,Misc Manufacturing & Distributing,N15,47281,13281,34000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033539&cycle=2014,,,,,,,
N00001633,Joe Pitts,R,2014,Electric Utilities,E08,47250,47000,250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001633&cycle=2014,,,,,,,
N00029891,Gerry Connolly,D,2014,Transportation Unions,P03,47250,47000,250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029891&cycle=2014,,,,,,,
N00000179,James P. McGovern,D,2014,Railroads,M04,47250,43500,3750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000179&cycle=2014,,,,,,,
N00031672,Blake Farenthold,R,2014,General Contractors,C01,47200,7500,39700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031672&cycle=2014,,,,,,,
N00031647,Mike Kelly,R,2014,Mining,E04,47150,24500,22650,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031647&cycle=2014,,,,,,,
N00003473,Hal Rogers,R,2014,Lawyers/Law Firms,K01,47150,31750,15400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003473&cycle=2014,,,,,,,
N00007335,Anna Eshoo,D,2014,Lobbyists,K02,47093,6000,41093,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007335&cycle=2014,,,,,,,
N00034580,Angus King,I,2014,Misc Finance,F13,47050,0,47050,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034580&cycle=2014,,,,,,,
N00030650,Frederica Wilson,D,2014,Public Sector Unions,P04,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030650&cycle=2014,,,,,,,
N00031244,Joe Heck,R,2014,Insurance,F09,47000,44500,2500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031244&cycle=2014,,,,,,,
N00007419,Mike Thompson,D,2014,Accountants,F11,47000,46000,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007419&cycle=2014,,,,,,,
N00034884,William Enyart,D,2014,Transportation Unions,P03,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034884&cycle=2014,,,,,,,
N00029513,Andre Carson,D,2014,Transportation Unions,P03,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029513&cycle=2014,,,,,,,
N00025284,Raul M. Grijalva,D,2014,Public Sector Unions,P04,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025284&cycle=2014,,,,,,,
N00000575,John B. Larson,D,2014,Public Sector Unions,P04,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000575&cycle=2014,,,,,,,
N00025280,Tim Ryan,D,2014,Industrial Unions,P02,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025280&cycle=2014,,,,,,,
N00004558,Collin C. Peterson,D,2014,Securities & Investment,F07,47000,41000,6000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004558&cycle=2014,,,,,,,
N00021207,Rick Nolan,D,2014,Industrial Unions,P02,47000,45000,2000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00021207&cycle=2014,,,,,,,
N00004029,John Conyers Jr,D,2014,Public Sector Unions,P04,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004029&cycle=2014,,,,,,,
N00007781,Peter DeFazio,D,2014,Building Trade Unions,P01,47000,47000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007781&cycle=2014,,,,,,,
N00007781,Peter DeFazio,D,2014,Retired,W06,46965,0,46965,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007781&cycle=2014,,,,,,,
N00027509,Scott Tipton,R,2014,Mining,E04,46900,29000,17900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027509&cycle=2014,,,,,,,
N00006897,Brad Sherman,D,2014,Insurance,F09,46800,46800,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006897&cycle=2014,,,,,,,
N00033474,Suzanne Bonamici,D,2014,Retired,W06,46800,0,46800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033474&cycle=2014,,,,,,,
N00012739,Ander Crenshaw,R,2014,Commercial Banks,F03,46750,46000,750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00012739&cycle=2014,,,,,,,
N00024759,Mike D. Rogers,R,2014,Insurance,F09,46700,40200,6500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024759&cycle=2014,,,,,,,
N00013820,Chris Van Hollen,D,2014,Real Estate,F10,46700,28500,18200,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013820&cycle=2014,,,,,,,
N00028257,Keith Ellison,D,2014,Real Estate,F10,46700,16000,30700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028257&cycle=2014,,,,,,,
N00025095,John Carter,R,2014,Lawyers/Law Firms,K01,46600,13250,33350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025095&cycle=2014,,,,,,,
N00025095,John Carter,R,2014,Oil & Gas,E01,46600,36000,10600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025095&cycle=2014,,,,,,,
N00003062,Jeff Sessions,R,2014,Pharmaceuticals/Health Products,H04,46600,43500,3100,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003062&cycle=2014,,,,,,,
N00033839,Marc Veasey,D,2014,Retired,W06,46550,0,46550,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033839&cycle=2014,,,,,,,
N00035717,David Jolly,R,2014,Lawyers/Law Firms,K01,46500,7000,39500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035717&cycle=2014,,,,,,,
N00008799,Kay Granger,R,2014,Defense Electronics,D02,46500,46000,500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008799&cycle=2014,,,,,,,
N00001811,Lamar Smith,R,2014,Accountants,F11,46500,46000,500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001811&cycle=2014,,,,,,,
N00033630,Richard Hudson,R,2014,Accountants,F11,46500,44500,2000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033630&cycle=2014,,,,,,,
N00027060,Brian M. Higgins,D,2014,Transportation Unions,P03,46500,46500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027060&cycle=2014,,,,,,,
N00008046,Barbara Lee,D,2014,Public Sector Unions,P04,46500,46500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008046&cycle=2014,,,,,,,
N00007099,Ken Calvert,R,2014,Defense Electronics,D02,46500,41500,5000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007099&cycle=2014,,,,,,,
N00034580,Angus King,I,2014,Pro-Israel,Q05,46500,17000,29500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034580&cycle=2014,,,,,,,
N00033897,John K. Delaney,D,2014,Electric Utilities,E08,46500,29500,17000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033897&cycle=2014,,,,,,,
N00004558,Collin C. Peterson,D,2014,Building Trade Unions,P01,46500,46500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004558&cycle=2014,,,,,,,
N00031006,Alan Nunnelee,R,2014,Electric Utilities,E08,46500,46500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031006&cycle=2014,,,,,,,
N00003288,Bennie G. Thompson,D,2014,Railroads,M04,46500,46500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003288&cycle=2014,,,,,,,
N00031401,Michael Grimm,R,2014,Lawyers/Law Firms,K01,46475,10900,35575,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031401&cycle=2014,,,,,,,
N00000964,Charles B. Rangel,D,2014,Hospitals/Nursing Homes,H02,46450,3000,43450,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000964&cycle=2014,,,,,,,
N00031226,Jackie Walorski,R,2014,Pro-Israel,Q05,46400,14750,31650,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031226&cycle=2014,,,,,,,
N00031741,Todd Rokita,R,2014,Misc Manufacturing & Distributing,N15,46396,22346,24050,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031741&cycle=2014,,,,,,,
N00008799,Kay Granger,R,2014,Securities & Investment,F07,46300,11000,35300,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008799&cycle=2014,,,,,,,
N00024978,Henry Cuellar,D,2014,Construction Services,C04,46300,14000,32300,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024978&cycle=2014,,,,,,,
N00031545,Bill Flores,R,2014,Accountants,F11,46250,46000,250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031545&cycle=2014,,,,,,,
N00002260,David Price,D,2014,Education,W04,46250,0,46250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002260&cycle=2014,,,,,,,
N00025175,Michael R. Turner,R,2014,Misc Manufacturing & Distributing,N15,46250,10500,35750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025175&cycle=2014,,,,,,,
N00000575,John B. Larson,D,2014,Pharmaceuticals/Health Products,H04,46200,40000,6200,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000575&cycle=2014,,,,,,,
N00013323,Sam Graves,R,2014,Agricultural Services/Products,A07,46200,38500,7700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013323&cycle=2014,,,,,,,
N00026457,Ted Poe,R,2014,Health Professionals,H01,46179,12487,33692,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026457&cycle=2014,,,,,,,
N00024871,David Scott,D,2014,Accountants,F11,46161,44911,1250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024871&cycle=2014,,,,,,,
N00026341,Jim Costa,D,2014,Lawyers/Law Firms,K01,46150,7750,38400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026341&cycle=2014,,,,,,,
N00007390,George Miller,D,2014,Building Trade Unions,P01,46100,46100,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2014,,,,,,,
N00031681,David McKinley,R,2014,Pharmaceuticals/Health Products,H04,46000,46000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031681&cycle=2014,,,,,,,
N00029662,Bill Posey,R,2014,Insurance,F09,46000,43500,2500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029662&cycle=2014,,,,,,,
N00029562,Ben R. Lujan,D,2014,Telecom Services,B09,46000,46000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029562&cycle=2014,,,,,,,
N00000964,Charles B. Rangel,D,2014,Public Sector Unions,P04,46000,45000,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000964&cycle=2014,,,,,,,
N00009724,Jim Langevin,D,2014,Defense Aerospace,D01,46000,46000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009724&cycle=2014,,,,,,,
