,State,CongressionalMembership,Candidate1,PartyAffiliation1,Votes1,VotePercent1,Candidate2,PartyAffiliation2,Votes2,VotePercent2,Candidate3,PartyAffiliation3,Votes3,VotePercent3,Candidate4,PartyAffiliation4,Votes4,VotePercent4,Candidate5,PartyAffiliation5,Votes5,VotePercent5,Candidate6,PartyAffiliation6,Votes6,VotePercent6,Candidate7,PartyAffiliation7,Votes7,VotePercent7,Candidate8,PartyAffiliation8,Votes8,VotePercent8,Candidate9,PartyAffiliation9,Votes9,VotePercent9,Candidate10,PartyAffiliation10,Votes10,VotePercent10,Candidate11,PartyAffiliation11,Votes11,VotePercent11,Candidate12,PartyAffiliation12,Votes12,VotePercent12
416,texas,House District 23,Will Hurd,RepublicanRep.,57901.0,49.8,Pete Gallego*,DemocratDem.,55436.0,47.7,Ruben Corvalan,Other,2960.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,texas,House District 24,Kenny Marchant*,RepublicanRep.,93446.0,65.1,Patrick McGehearty,DemocratDem.,46360.0,32.3,Mike Kolls,Other,3799.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,texas,House District 25,Roger Williams*,RepublicanRep.,106929.0,60.2,Marco Montoya,DemocratDem.,64341.0,36.2,John Betz,Other,6288.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,texas,House District 26,Michael C. Burgess*,RepublicanRep.,116758.0,82.7,Mark Boler,Other,24490.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,texas,House District 27,Blake Farenthold*,RepublicanRep.,83270.0,63.6,Wesley Reed,DemocratDem.,44112.0,33.7,Roxanne Simonson,Other,3552.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,texas,House District 28,Henry Cuellar*,DemocratDem.,62471.0,82.1,William Aikens,Other,10146.0,13.3,Michael Cary,Other,3474.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,texas,House District 29,Gene Green*,DemocratDem.,41229.0,89.5,James Stanczak,Other,4818.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,texas,House District 30,Eddie Bernice Johnson*,DemocratDem.,92971.0,87.9,Max Koch,Other,7149.0,6.8,Eric Williams,Other,5596.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,texas,House District 31,John Carter*,RepublicanRep.,91484.0,64.1,Louie Minor,DemocratDem.,45634.0,32.0,Scott Ballard,Other,5693.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,texas,House District 32,Pete Sessions*,RepublicanRep.,96420.0,61.8,Frank Perez,DemocratDem.,55281.0,35.4,Ed Rankin,Other,4271.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,texas,House District 33,Marc Veasey*,DemocratDem.,43728.0,86.5,Jason Reeves,Other,6822.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,texas,House District 34,Filemon Vela*,DemocratDem.,47457.0,59.6,Larry Smith,RepublicanRep.,30617.0,38.4,Ryan Rowley,Other,1562.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,texas,House District 35,Lloyd Doggett*,DemocratDem.,60027.0,62.5,Susan Narvaiz,RepublicanRep.,31985.0,33.3,Cory Bruner,Other,2760.0,2.9,kat swift,Other,1293.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,texas,House District 36,Brian Babin,RepublicanRep.,100933.0,76.0,Michael Cole,DemocratDem.,29291.0,22.0,Rodney Veach,Other,1940.0,1.5,Hal Ridley,Other,681.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,utah,House District 1,Rob Bishop*,RepublicanRep.,70240.0,64.2,Donna McAleer,DemocratDem.,31668.0,29.0,Craig Bowden,Other,3941.0,3.6,Dwayne Vance,Other,3538.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,utah,House District 2,Chris Stewart*,RepublicanRep.,76966.0,60.4,Luz Robles,DemocratDem.,42356.0,33.2,Shaun McCausland,Other,3821.0,3.0,Wayne Hill,Other,2913.0,2.3,Bill Barron,Other,1461.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,utah,House District 3,Jason Chaffetz*,RepublicanRep.,94571.0,72.3,Brian Wonnacott,DemocratDem.,29575.0,22.6,Zack Strong,Other,2930.0,2.2,Stephen Tryon,Other,2314.0,1.8,Ben Mates,Other,1327.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,utah,House District 4,Mia Love,RepublicanRep.,64390.0,50.0,Doug Owens,DemocratDem.,60165.0,46.8,Tim Aalders,Other,1764.0,1.4,Collin Simonsen,Other,1214.0,0.9,Jim Vein,Other,1154.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,vermont,House District 1,Peter Welch*,DemocratDem.,123896.0,64.4,Mark Donka,RepublicanRep.,59903.0,31.1,Cris Ericson,Other,2806.0,1.5,Matthew Andrews,Other,2080.0,1.1,Jerry Trudell,Other,2038.0,1.1,Randall Meyer,Other,1698.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,
435,virginia,Senate,Mark Warner*,DemocratDem.,1071283.0,49.2,Ed Gillespie,RepublicanRep.,1054556.0,48.4,Robert Sarvis,Other,53396.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,virginia,House District 1,Rob Wittman*,RepublicanRep.,131596.0,63.0,Norm Mosher,DemocratDem.,72053.0,34.5,Gail Parker,Other,5094.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,virginia,House District 2,Scott Rigell*,RepublicanRep.,138149.0,57.9,Suzanne Patrick,DemocratDem.,100585.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,virginia,House District 3,Robert C. Scott* ,DemocratDem.,,,Uncontested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,virginia,House District 4,J. Randy Forbes*,RepublicanRep.,121134.0,60.3,Elliott Fausz,DemocratDem.,75214.0,37.5,Bo Brown,Other,4421.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,virginia,House District 5,Robert Hurt*,RepublicanRep.,124381.0,61.0,Lawrence Gaughan,DemocratDem.,72905.0,35.8,Paul Jones,Other,4268.0,2.1,Kenneth Hildebrandt,Other,2184.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,virginia,House District 6,Robert W. Goodlatte*,RepublicanRep.,133202.0,75.5,Will Hammer,Other,22008.0,12.5,Elaine Hildebrandt,Other,21159.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,virginia,House District 7,Dave Brat,RepublicanRep.,147897.0,60.9,Jack Trammell,DemocratDem.,89793.0,36.9,James Carr,Other,5347.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,virginia,House District 8,Donald Beyer,DemocratDem.,127981.0,63.0,Micah Edmond,RepublicanRep.,64477.0,31.7,Gwendolyn Beck,Other,5421.0,2.7,Jeffrey Carson,Other,4403.0,2.2,Gerry Blais,Other,962.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,virginia,House District 9,Morgan Griffith*,RepublicanRep.,117032.0,74.9,William Carr,Other,39309.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,virginia,House District 10,Barbara Comstock,RepublicanRep.,125864.0,56.6,John Foust,DemocratDem.,89896.0,40.4,William Redpath,Other,3393.0,1.5,Brad Eickholt,Other,2441.0,1.1,Dianne Blais,Other,944.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,virginia,House District 11,Gerald E. Connolly*,DemocratDem.,106726.0,56.9,Suzanne Scholte,RepublicanRep.,75760.0,40.4,Marc Harrold,Other,3263.0,1.7,Joe Galdo,Other,1737.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,washington,House District 1,Suzan DelBene*,DemocratDem.,117337.0,55.0,Pedro Celis,RepublicanRep.,96145.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,washington,House District 2,Rick Larsen*,DemocratDem.,118082.0,60.7,B.J. Guillot,RepublicanRep.,76323.0,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,washington,House District 3,Jaime Herrera Beutler*,RepublicanRep.,123002.0,61.5,Bob Dingethal,DemocratDem.,76839.0,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,washington,House District 4,Dan Newhouse,RepublicanRep.,76624.0,50.9,Clint Didier,RepublicanRep.,74010.0,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,washington,House District 5,Cathy McMorris Rodgers*,RepublicanRep.,120419.0,60.4,Joe Pakootas,DemocratDem.,79113.0,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,washington,House District 6,Derek Kilmer*,DemocratDem.,139790.0,63.0,Marty McClendon,RepublicanRep.,82134.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,washington,House District 7,Jim McDermott*,DemocratDem.,182519.0,80.8,Craig Keller,RepublicanRep.,43479.0,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,washington,House District 8,Dave Reichert*,RepublicanRep.,119420.0,63.4,Jason Ritchie,DemocratDem.,68841.0,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,washington,House District 9,Adam Smith*,DemocratDem.,107368.0,70.7,Doug Basler,RepublicanRep.,44564.0,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,washington,House District 10,Denny Heck*,DemocratDem.,95001.0,54.6,Joyce McDonald,RepublicanRep.,78955.0,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,west-virginia,Senate,Shelley Moore Capito,RepublicanRep.,280123.0,62.1,Natalie Tennant,DemocratDem.,155456.0,34.5,John Buckley,Other,7360.0,1.6,Bob Baber,Other,5448.0,1.2,Phil Hudok,Other,2544.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,west-virginia,House District 1,David B. McKinley*,RepublicanRep.,91941.0,64.0,Glen Gainer,DemocratDem.,51755.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,west-virginia,House District 2,Alex Mooney,RepublicanRep.,72237.0,47.1,Nick Casey,DemocratDem.,67325.0,43.9,Davy Jones,Other,7645.0,5.0,Ed Rabel,Other,6211.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,west-virginia,House District 3,Evan Jenkins,RepublicanRep.,77170.0,55.3,Nick J. Rahall II*,DemocratDem.,62309.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,wisconsin,House District 1,Paul D. Ryan*,RepublicanRep.,182118.0,63.3,Rob Zerban,DemocratDem.,105465.0,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,wisconsin,House District 2,Mark Pocan*,DemocratDem.,224548.0,68.5,Peter Theron,RepublicanRep.,103303.0,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,wisconsin,House District 3,Ron Kind*,DemocratDem.,155221.0,56.7,Tony Kurtz,RepublicanRep.,118669.0,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,wisconsin,House District 4,Gwen Moore*,DemocratDem.,178822.0,70.3,Dan Sebring,RepublicanRep.,68386.0,26.9,Robert Raymond,Other,6997.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,wisconsin,House District 5,Jim Sensenbrenner*,RepublicanRep.,230725.0,69.5,Chris Rockwood,DemocratDem.,101065.0,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,wisconsin,House District 6,Glenn Grothman,RepublicanRep.,169625.0,56.8,Mark Harris,DemocratDem.,122146.0,40.9,Gus Fahrendorf,Other,6850.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,wisconsin,House District 7,Sean P. Duffy*,RepublicanRep.,169451.0,59.2,Kelly Westlund,DemocratDem.,112895.0,39.5,Lawrence Dale,Other,3661.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,wisconsin,House District 8,Reid Ribble*,RepublicanRep.,188370.0,65.1,Ron Gruett,DemocratDem.,101045.0,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,wyoming,Senate,Mike Enzi*,RepublicanRep.,119534.0,72.3,Charlie Hardy,DemocratDem.,29043.0,17.6,Curt Gottshall,Other,13175.0,8.0,Joseph Porambo,Other,3602.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,wyoming,House District 1,Cynthia M. Lummis*,RepublicanRep.,111129.0,68.5,Richard Grayson,DemocratDem.,37365.0,23.0,Richard Brubaker,Other,7025.0,4.3,Daniel Cummings,Other,6635.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
