letter	frequency
0-0.1	0.571428571429
0.1-0.2	0.125714285714
0.2-0.3	0.0885714285714
0.3-0.4	0.111428571429
0.4-0.5	0.0514285714286
0.5-0.6	0.04
0.6-0.7	0.00857142857143
0.7-0.8	0.00285714285714
0.8-0.9	0
0.9-1.0	0
0.9-1.0	0
 	0
