letter	frequency
0-0.1	0
0.1-0.2	0
0.2-0.3	0.00253807106599
0.3-0.4	0.0177664974619
0.4-0.5	0.0380710659898
0.5-0.6	0.0431472081218
0.6-0.7	0.0913705583756
0.7-0.8	0.0583756345178
0.8-0.9	0.0989847715736
0.9-1.0	0.649746192893
0.9-1.0	0.649746192893
 	0
