ID,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,CANDTOTAL,WINNER,RaceFundPerc
GEORGEMILLER2012CA11,2012,CA,GEORGE,MILLER,11,GEORGE MILLER,D,542760,1,0.999539603
JOHNDENNIS2012CA12,2012,CA,JOHN,DENNIS,12,JOHN DENNIS,R,72410,0,0.044587384
NANCYPELOSI2012CA12,2012,CA,NANCY,PELOSI,12,NANCY PELOSI,D,1551592,1,0.955412616
MARILYNSINGLETON2012CA13,2012,CA,MARILYN,SINGLETON,13,MARILYN M SINGLETON,I,20200,0,0.031747828
BARBARALEE2012CA13,2012,CA,BARBARA,LEE,13,BARBARA LEE,D,616064,1,0.968252172
JACKIESPEIER2012CA14,2012,CA,JACKIE,SPEIER,14,JACKIE SPEIER,D,649676,1,0.976902037
DEBBIEBACIGALUPI2012CA14,2012,CA,DEBBIE,BACIGALUPI,14,DEBBIE BACIGALUPI,R,15361,0,0.023097963
ERICSWALWELL2012CA15,2012,CA,ERIC,SWALWELL,15,ERIC SWALWELL,D,376785,1,0.35002132
PETESTARK2012CA15,2012,CA,PETE,STARK,15,PETE STARK,D,699678,0,0.64997868
JIMCOSTA2012CA16,2012,CA,JIM,COSTA,16,JIM COSTA,D,908320,1,0.783458631
BRIANWHELAN2012CA16,2012,CA,BRIAN,WHELAN,16,BRIAN WHELAN,R,251052,0,0.216541369
MIKEHONDA2012CA17,2012,CA,MIKE,HONDA,17,MIKE HONDA,D,551805,1,0.972926511
EVELYNLI2012CA17,2012,CA,EVELYN,LI,17,EVELYN LI,R,15355,0,0.027073489
ANNAESHOO2012CA18,2012,CA,ANNA,ESHOO,18,ANNA ESHOO,D,1075759,1,1
ZOELOFGREN2012CA19,2012,CA,ZOE,LOFGREN,19,ZOE LOFGREN,D,633225,1,0.997636772
ROBERTMURRAY2012CA19,2012,CA,ROBERT,MURRAY,19,ROBERT MURRAY,R,1500,0,0.002363228
DANIELROBERTS2012CA2,2012,CA,DANIEL,ROBERTS,2,DANIEL W ROBERTS,R,29350,0,0.03458161
JAREDHUFFMAN2012CA2,2012,CA,JARED,HUFFMAN,2,JARED HUFFMAN,D,819367,1,0.96541839
SAMFARR2012CA20,2012,CA,SAM,FARR,20,SAM FARR,D,454096,1,1
JOHNHERNANDEZ2012CA21,2012,CA,JOHN,HERNANDEZ,21,JOHN HERNANDEZ,D,75209,0,0.076510209
DAVIDVALADAO2012CA21,2012,CA,DAVID,VALADAO,21,DAVID VALADAO,R,907784,1,0.923489791
OTTOLEE2012CA22,2012,CA,OTTO,LEE,22,OTTO LEE,D,229772,0,0.171609698
DEVINNUNES2012CA22,2012,CA,DEVIN,NUNES,22,DEVIN NUNES,R,1109150,1,0.828390302
TERRYPHILLIPS2012CA23,2012,CA,TERRY,PHILLIPS,23,TERRY PHILLIPS,I,20801,0,0.007797678
ABELMALDONADO2012CA24,2012,CA,ABEL,MALDONADO,24,ABEL MALDONADO,R,1092369,0,0.364283042
LEEROGERS2012CA25,2012,CA,LEE,ROGERS,25,LEE C ROGERS,D,188510,0,0.128403098
BUCKMCKEON2012CA25,2012,CA,BUCK,MCKEON,25,BUCK MCKEON,R,1279601,1,0.871596902
TONYSTRICKLAND2012CA26,2012,CA,TONY,STRICKLAND,26,TONY STRICKLAND,R,1466086,0,0.54716196
JULIABROWNLEY2012CA26,2012,CA,JULIA,BROWNLEY,26,JULIA BROWNLEY,D,1213351,1,0.45283804
JACKORSWELL2012CA27,2012,CA,JACK,ORSWELL,27,JACK ORSWELL,R,92868,0,0.138952812
JUDYCHU2012CA27,2012,CA,JUDY,CHU,27,JUDY CHU,D,575474,1,0.861047188
ADAMSCHIFF2012CA28,2012,CA,ADAM,SCHIFF,28,ADAM SCHIFF,D,784878,1,1
DAVIDHERNANDEZ2012CA29,2012,CA,DAVID,HERNANDEZ,29,DAVID R HERNANDEZ,R,2624,0,0.005402612
TONYCARDENAS2012CA29,2012,CA,TONY,CARDENAS,29,TONY CARDENAS,D,483067,1,0.994597388
KIMVANN2012CA3,2012,CA,KIM,VANN,3,KIM DOLBOW VANN,R,808186,0,0.427178134
JOHNGARAMENDI2012CA3,2012,CA,JOHN,GARAMENDI,3,JOHN GARAMENDI,D,1083732,1,0.572821866
BRADSHERMAN2012CA30,2012,CA,BRAD,SHERMAN,30,BRAD SHERMAN,D,1210970,1,0.309734287
BOBDUTTON2012CA31,2012,CA,BOB,DUTTON,31,BOB DUTTON,R,137767,0,0.136989448
GARYMILLER2012CA31,2012,CA,GARY,MILLER,31,GARY MILLER,R,867909,1,0.863010552
GRACENAPOLITANO2012CA32,2012,CA,GRACE,NAPOLITANO,32,GRACE NAPOLITANO,D,366366,1,0.944217933
DAVIDMILLER2012CA32,2012,CA,DAVID,MILLER,32,DAVID MILLER,R,21644,0,0.055782067
HENRYWAXMAN2012CA33,2012,CA,HENRY,WAXMAN,33,HENRY WAXMAN,D,1206854,1,0.835487958
BILLBLOOMFIELD2012CA33,2012,CA,BILL,BLOOMFIELD,33,BILL BLOOMFIELD,I,237636,0,0.164512042
XAVIERBECERRA2012CA34,2012,CA,XAVIER,BECERRA,34,XAVIER BECERRA,D,1315022,1,0.999240134
JOEBACA2012CA35,2012,CA,JOE,BACA,35,JOE BACA,D,645900,0,0.795177964
GLORIAMCLEOD2012CA35,2012,CA,GLORIA,MCLEOD,35,GLORIA MCLEOD,D,166371,1,0.204822036
RAULRUIZ2012CA36,2012,CA,RAUL,RUIZ,36,RAUL RUIZ,D,1140507,1,0.47290152
MARYMACK2012CA36,2012,CA,MARY,MACK,36,MARY BONO MACK,R,1271215,0,0.52709848
KARENBASS2012CA37,2012,CA,KAREN,BASS,37,KAREN BASS,D,461288,1,1
LINDASANCHEZ2012CA38,2012,CA,LINDA,SANCHEZ,38,LINDA SANCHEZ,D,738481,1,0.995148778
JAYCHEN2012CA39,2012,CA,JAY,CHEN,39,JAY CHEN,D,312012,0,0.147723372
TOMMCCLINTOCK2012CA4,2012,CA,TOM,MCCLINTOCK,4,TOM MCCLINTOCK,R,402861,1,0.975044291
JACKUPPAL2012CA4,2012,CA,JACK,UPPAL,4,JACK UPPAL,D,10311,0,0.024955709
LUCILLEROYBALALLARD2012CA40,2012,CA,LUCILLE,ROYBALALLARD,40,LUCILLE ROYBALALLARD,D,410691,1,1
JOHNTAVAGLIONE2012CA41,2012,CA,JOHN,TAVAGLIONE,41,JOHN F TAVAGLIONE,R,744154,0,0.460017371
MARKTAKANO2012CA41,2012,CA,MARK,TAKANO,41,MARK A TAKANO,D,873511,1,0.539982629
KENCALVERT2012CA42,2012,CA,KEN,CALVERT,42,KEN CALVERT,R,682918,1,1
MAXINEWATERS2012CA43,2012,CA,MAXINE,WATERS,43,MAXINE WATERS,D,437094,1,0.998401074
BOBFLORES2012CA43,2012,CA,BOB,FLORES,43,BOB FLORES,D,700,0,0.001598926
JANICEHAHN2012CA44,2012,CA,JANICE,HAHN,44,JANICE HAHN,D,1265759,1,0.796412943
LAURARICHARDSON2012CA44,2012,CA,LAURA,RICHARDSON,44,LAURA RICHARDSON,D,323566,0,0.203587057
JOHNCAMPBELL2012CA45,2012,CA,JOHN,CAMPBELL,45,JOHN CAMPBELL,R,860046,1,0.761416655
SUKHEEKANG2012CA45,2012,CA,SUKHEE,KANG,45,SUKHEE KANG,D,269488,0,0.238583345
LORETTASANCHEZ2012CA46,2012,CA,LORETTA,SANCHEZ,46,LORETTA SANCHEZ,D,960549,1,0.926626144
JERRYHAYDEN2012CA46,2012,CA,JERRY,HAYDEN,46,JERRY HAYDEN,R,76060,0,0.073373856
ALANLOWENTHAL2012CA47,2012,CA,ALAN,LOWENTHAL,47,ALAN LOWENTHAL,D,684352,1,0.481389177
GARYDELONG2012CA47,2012,CA,GARY,DELONG,47,GARY DELONG,R,737267,0,0.518610823
DANAROHRABACHER2012CA48,2012,CA,DANA,ROHRABACHER,48,DANA ROHRABACHER,R,263585,1,0.996393726
RONVARASTEH2012CA48,2012,CA,RON,VARASTEH,48,RON VARASTEH,D,954,0,0.003606274
DARRELLISSA2012CA49,2012,CA,DARRELL,ISSA,49,DARRELL ISSA,R,1098001,1,0.968360738
JERRYTETALMAN2012CA49,2012,CA,JERRY,TETALMAN,49,JERRY TETALMAN,D,35875,0,0.031639262
MIKETHOMPSON2012CA5,2012,CA,MIKE,THOMPSON,5,MIKE THOMPSON,D,1159102,1,0.99677517
RANDYLOFTIN2012CA5,2012,CA,RANDY,LOFTIN,5,RANDY LOFTIN,R,3750,0,0.00322483
DUNCANHUNTER2012CA50,2012,CA,DUNCAN,HUNTER,50,DUNCAN D HUNTER,R,570517,1,1
MICHAELCRIMMINS2012CA51,2012,CA,MICHAEL,CRIMMINS,51,MICHAEL CRIMMINS,R,7800,0,0.012286348
JUANVARGAS2012CA51,2012,CA,JUAN,VARGAS,51,JUAN VARGAS,D,627051,1,0.987713652
BRIANBILBRAY2012CA52,2012,CA,BRIAN,BILBRAY,52,BRIAN P BILBRAY,R,1641632,0,0.629980436
SCOTTPETERS2012CA52,2012,CA,SCOTT,PETERS,52,SCOTT PETERS,D,964214,1,0.370019564
NICKPOPADITCH2012CA53,2012,CA,NICK,POPADITCH,53,NICK POPADITCH,R,63501,0,0.136989936
SUSANDAVIS2012CA53,2012,CA,SUSAN,DAVIS,53,SUSAN A DAVIS,D,400044,1,0.863010064
DORISMATSUI2012CA6,2012,CA,DORIS,MATSUI,6,DORIS O MATSUI,D,616053,1,0.999594355
AMIBERA2012CA7,2012,CA,AMI,BERA,7,AMI BERA,D,1720347,1,0.533254746
DANLUNGREN2012CA7,2012,CA,DAN,LUNGREN,7,DAN LUNGREN,R,1505779,0,0.466745254
GREGGIMUS2012CA8,2012,CA,GREGG,IMUS,8,GREGG IMUS,R,47029,0,0.124345605
PAULCOOK2012CA8,2012,CA,PAUL,COOK,8,PAUL COOK,R,331183,1,0.875654395
JERRYMCNERNEY2012CA9,2012,CA,JERRY,MCNERNEY,9,JERRY MCNERNEY,D,1382069,1,0.468852387
RICKYGILL2012CA9,2012,CA,RICKY,GILL,9,RICKY GILL,R,1565701,0,0.531147613
DANNYSTROUD2012CO1,2012,CO,DANNY,STROUD,1,DANNY STROUD,R,4014,0,0.005145
DIANADEGETTE2012CO1,2012,CO,DIANA,DEGETTE,1,DIANA DEGETTE,D,776161,1,0.994855
KEVINLUNDBERG2012CO2,2012,CO,KEVIN,LUNDBERG,2,KEVIN LUNDBERG,R,132509,0,0.211264327
JAREDPOLIS2012CO2,2012,CO,JARED,POLIS,2,JARED POLIS,D,494710,1,0.788735673
SCOTTTIPTON2012CO3,2012,CO,SCOTT,TIPTON,3,SCOTT TIPTON,R,1385226,1,0.576378255
SALPACE2012CO3,2012,CO,SAL,PACE,3,SAL PACE,D,1004798,0,0.418086087
TISHACASIDA2012CO3,2012,CO,TISHA,CASIDA,3,TISHA CASIDA,I,13304,0,0.005535657
BRANDONSHAFFER2012CO4,2012,CO,BRANDON,SHAFFER,4,BRANDON SHAFFER,D,366950,0,0.227723921
CORYGARDNER2012CO4,2012,CO,CORY,GARDNER,4,CORY GARDNER,R,1244431,1,0.772276079
DAVIDANDERSON2012CO5,2012,CO,DAVID,ANDERSON,5,DAVID C ANDERSON,I,47548,0,0.094384342
DOUGLASLAMBORN2012CO5,2012,CO,DOUGLAS,LAMBORN,5,DOUGLAS L LAMBORN,R,456222,1,0.905615658
MIKECOFFMAN2012CO6,2012,CO,MIKE,COFFMAN,6,MIKE COFFMAN,R,1683606,1,0.671932165
JOEMIKLOSI2012CO6,2012,CO,JOE,MIKLOSI,6,JOE MIKLOSI,D,820063,0,0.327289584
KATHYPOLHEMUS2012CO6,2012,CO,KATHY,POLHEMUS,6,KATHY L POLHEMUS,I,1950,0,0.000778251
JOECOORS2012CO7,2012,CO,JOE,COORS,7,JOE COORS,R,646549,0,0.266985649
JOHNLARSON2012CT1,2012,CT,JOHN,LARSON,1,JOHN B LARSON,D,1257876,1,0.975512835
JOHNDECKER2012CT1,2012,CT,JOHN,DECKER,1,JOHN HENRY DECKER,R,31575,0,0.024487165
JOECOURTNEY2012CT2,2012,CT,JOE,COURTNEY,2,JOE COURTNEY,D,876405,1,0.944396851
PAULFORMICA2012CT2,2012,CT,PAUL,FORMICA,2,PAUL FORMICA,R,51600,0,0.055603149
ROSADELAURO2012CT3,2012,CT,ROSA,DELAURO,3,ROSA L DELAURO,D,778811,1,0.965313413
WAYNEWINSLEY2012CT3,2012,CT,WAYNE,WINSLEY,3,WAYNE WINSLEY,R,27985,0,0.034686587
STEVEOBSITNIK2012CT4,2012,CT,STEVE,OBSITNIK,4,STEVE OBSITNIK,R,813854,0,0.280440681
ELIZABETHESTY2012CT5,2012,CT,ELIZABETH,ESTY,5,ELIZABETH ESTY,D,1641582,1,0.652701189
ANDREWRORABACK2012CT5,2012,CT,ANDREW,RORABACK,5,ANDREW RORABACK,R,873477,0,0.347298811
JOHNCARNEY2012DE1,2012,DE,JOHN,CARNEY,1,JOHN CARNEY,D,1049019,1,0.91237529
TOMKOVACH2012DE1,2012,DE,TOM,KOVACH,1,TOM KOVACH,R,100748,0,0.08762471
ALEXANDERPIRES2012DES,2012,DE,ALEXANDER,PIRES,S,ALEXANDER PIRES,I,44200,0,0.01337398
KEVINWADE2012DES,2012,DE,KEVIN,WADE,S,KEVIN WADE,R,107065,0,0.032395591
JEFFMILLER2012FL1,2012,FL,JEFF,MILLER,1,JEFF MILLER,R,447618,1,0.979957222
CALENFRETTS2012FL1,2012,FL,CALEN,FRETTS,1,CALEN FRETTS,I,9155,0,0.020042778
VALDEMINGS2012FL10,2012,FL,VAL,DEMINGS,10,VAL DEMINGS,D,984100,0,0.524491364
DANIELWEBSTER2012FL10,2012,FL,DANIEL,WEBSTER,10,DANIEL WEBSTER,R,892194,1,0.475508636
RICHARDNUGENT2012FL11,2012,FL,RICHARD,NUGENT,11,RICHARD NUGENT,R,359149,1,1
GUSBILIRAKIS2012FL12,2012,FL,GUS,BILIRAKIS,12,GUS BILIRAKIS,R,409224,1,0.956524178
PAULELLIOTT2012FL12,2012,FL,PAUL,ELLIOTT,12,PAUL SIDNEY ELLIOTT,I,13050,0,0.030503198
JONATHANSNOW2012FL12,2012,FL,JONATHAN,SNOW,12,JONATHAN MICHAEL SNOW,D,5550,0,0.012972624
JESSICAEHRLICH2012FL13,2012,FL,JESSICA,EHRLICH,13,JESSICA EHRLICH,D,271396,0,0.264699887
CYOUNG2012FL13,2012,FL,C,YOUNG,13,C W BILL YOUNG,R,753901,1,0.735300113
KATHYCASTOR2012FL14,2012,FL,KATHY,CASTOR,14,KATHY CASTOR,D,602568,1,0.844074634
EVELIOOTERO2012FL14,2012,FL,EVELIO,OTERO,14,EVELIO OTERO,R,111312,0,0.155925366
VERNONBUCHANAN2012FL16,2012,FL,VERNON,BUCHANAN,16,VERNON BUCHANAN,R,1446211,1,0.616109203
KEITHFITZGERALD2012FL16,2012,FL,KEITH,FITZGERALD,16,KEITH FITZGERALD,D,901118,0,0.383890797
TOMROONEY2012FL17,2012,FL,TOM,ROONEY,17,TOM ROONEY,R,594201,1,0.992815384
BILLBRONSON2012FL17,2012,FL,BILL,BRONSON,17,BILL BRONSON,D,4300,0,0.007184616
JAMESROACH2012FL19,2012,FL,JAMES,ROACH,19,JAMES LLOYD ROACH,D,32475,0,0.059294924
TREYRADEL2012FL19,2012,FL,TREY,RADEL,19,TREY RADEL,R,515211,1,0.940705076
ALFREDLAWSON2012FL2,2012,FL,ALFRED,LAWSON,2,ALFRED LAWSON JR,D,445114,0,0.320634189
STEVESOUTHERLAND2012FL2,2012,FL,STEVE,SOUTHERLAND,2,STEVE SOUTHERLAND,R,943116,1,0.679365811
ALCEEHASTINGS2012FL20,2012,FL,ALCEE,HASTINGS,20,ALCEE L HASTINGS,D,463866,1,0.903831091
RANDALLTERRY2012FL20,2012,FL,RANDALL,TERRY,20,RANDALL TERRY,I,49356,0,0.096168909
CESARHENAO2012FL21,2012,FL,CESAR,HENAO,21,CESAR HENAO,I,10300,0,0.012392066
TEDDEUTCH2012FL21,2012,FL,TED,DEUTCH,21,TED DEUTCH,D,820877,1,0.987607934
LOISFRANKEL2012FL22,2012,FL,LOIS,FRANKEL,22,LOIS J FRANKEL,D,1700284,1,0.469322737
KARENHARRINGTON2012FL23,2012,FL,KAREN,HARRINGTON,23,KAREN HARRINGTON,R,533871,0,0.237777552
DEBBIESCHULTZ2012FL23,2012,FL,DEBBIE,SCHULTZ,23,DEBBIE WASSERMAN SCHULTZ,D,1711383,1,0.762222448
MARIODIAZBALART2012FL25,2012,FL,MARIO,DIAZBALART,25,MARIO DIAZBALART,R,516843,1,0.998068913
DAVIDRIVERA2012FL26,2012,FL,DAVID,RIVERA,26,DAVID RIVERA,R,330534,0,0.327320369
JOEGARCIA2012FL26,2012,FL,JOE,GARCIA,26,JOE GARCIA,D,678584,1,0.671986437
ILEANAROSLEHTINEN2012FL27,2012,FL,ILEANA,ROSLEHTINEN,27,ILEANA ROSLEHTINEN,R,1152205,1,1
TEDYOHO2012FL3,2012,FL,TED,YOHO,3,TED YOHO,R,370852,1,0.98407863
JACQUESGAILLOT2012FL3,2012,FL,JACQUES,GAILLOT,3,JACQUES GAILLOT,D,4500,0,0.011941027
PHILIPDODDS2012FL3,2012,FL,PHILIP,DODDS,3,PHILIP DODDS,I,1500,0,0.003980342
JAMESKLAUDER2012FL4,2012,FL,JAMES,KLAUDER,4,JAMES R KLAUDER,I,28400,0,0.073763168
ANDERCRENSHAW2012FL4,2012,FL,ANDER,CRENSHAW,4,ANDER CRENSHAW,R,356616,1,0.926236832
CORRINEBROWN2012FL5,2012,FL,CORRINE,BROWN,5,CORRINE BROWN,D,406910,1,0.961825746
LEANNEKOLB2012FL5,2012,FL,LEANNE,KOLB,5,LEANNE KOLB,R,16150,0,0.038174254
HEATHERBEAVEN2012FL6,2012,FL,HEATHER,BEAVEN,6,HEATHER MAURINE BEAVEN,D,181950,0,0.19576978
RONDESANTIS2012FL6,2012,FL,RON,DESANTIS,6,RON DESANTIS,R,747458,1,0.80423022
JOHNMICA2012FL7,2012,FL,JOHN,MICA,7,JOHN L MICA,R,1264321,1,0.994885196
RICHARDGILLMOR2012FL8,2012,FL,RICHARD,GILLMOR,8,RICHARD H GILLMOR,I,3000,0,0.004110023
BILLPOSEY2012FL8,2012,FL,BILL,POSEY,8,BILL POSEY,R,717750,1,0.983322898
TODDLONG2012FL9,2012,FL,TODD,LONG,9,TODD LONG,R,70051,0,0.105911613
ALANGRAYSON2012FL9,2012,FL,ALAN,GRAYSON,9,ALAN GRAYSON,D,591359,1,0.894088387
JACKKINGSTON2012GA1,2012,GA,JACK,KINGSTON,1,JACK KINGSTON,R,758095,1,0.999277658
PAULBROUN2012GA10,2012,GA,PAUL,BROUN,10,PAUL BROUN,R,659045,1,1
PATRICKTHOMPSON2012GA11,2012,GA,PATRICK,THOMPSON,11,PATRICK THOMPSON,D,2100,0,0.001936108
PHILGINGREY2012GA11,2012,GA,PHIL,GINGREY,11,PHIL GINGREY,R,1082550,1,0.998063892
LEEANDERSON2012GA12,2012,GA,LEE,ANDERSON,12,LEE IVEY ANDERSON,R,546797,0,0.22291895
DAVIDSCOTT2012GA13,2012,GA,DAVID,SCOTT,13,DAVID SCOTT,D,735160,1,1
TOMGRAVES2012GA14,2012,GA,TOM,GRAVES,14,TOM GRAVES,R,600955,1,0.991748562
SANFORDBISHOP2012GA2,2012,GA,SANFORD,BISHOP,2,SANFORD BISHOP,D,686653,1,0.893104919
JOHNHOUSE2012GA2,2012,GA,JOHN,HOUSE,2,JOHN HOUSE,R,82185,0,0.106895081
LYNNWESTMORELAND2012GA3,2012,GA,LYNN,WESTMORELAND,3,LYNN A WESTMORELAND,R,648493,1,1
HANKJOHNSON2012GA4,2012,GA,HANK,JOHNSON,4,HANK JOHNSON,D,339100,1,0.94089639
JEFFREYVAUGHN2012GA4,2012,GA,JEFFREY,VAUGHN,4,JEFFREY CHRIS VAUGHN,R,21301,0,0.05910361
JOHNLEWIS2012GA5,2012,GA,JOHN,LEWIS,5,JOHN LEWIS,D,746950,1,0.997329595
TOMPRICE2012GA6,2012,GA,TOM,PRICE,6,TOM PRICE,R,1500285,1,0.996645265
JEFFKAZANOW2012GA6,2012,GA,JEFF,KAZANOW,6,JEFF KAZANOW,D,5050,0,0.003354735
ROBWOODALL2012GA7,2012,GA,ROB,WOODALL,7,ROB WOODALL,R,297316,1,0.955183027
STEVEREILLY2012GA7,2012,GA,STEVE,REILLY,7,STEVE REILLY,D,13950,0,0.044816973
AUSTINSCOTT2012GA8,2012,GA,AUSTIN,SCOTT,8,AUSTIN SCOTT,R,630507,1,1
JODYCOOLEY2012GA9,2012,GA,JODY,COOLEY,9,JODY COOLEY,D,25513,0,0.057487866
DOUGCOLLINS2012GA9,2012,GA,DOUG,COLLINS,9,DOUG COLLINS,R,418285,1,0.942512134
CHARLESDJOU2012HI1,2012,HI,CHARLES,DJOU,1,CHARLES DJOU,R,357360,0,0.317821143
COLLEENHANABUSA2012HI1,2012,HI,COLLEEN,HANABUSA,1,COLLEEN HANABUSA,D,767046,1,0.682178857
TULSIGABBARD2012HI2,2012,HI,TULSI,GABBARD,2,TULSI GABBARD,D,762711,1,1
BENLANGE2012IA1,2012,IA,BEN,LANGE,1,BEN LANGE,R,505258,0,0.216843529
DAVIDLOEBSACK2012IA2,2012,IA,DAVID,LOEBSACK,2,DAVID LOEBSACK,D,935180,1,0.645773415
JOHNARCHER2012IA2,2012,IA,JOHN,ARCHER,2,JOHN H ARCHER JR,R,512975,0,0.354226585
LEONARDBOSWELL2012IA3,2012,IA,LEONARD,BOSWELL,3,LEONARD BOSWELL,D,1101285,0,0.369050104
CHRISTIEVILSACK2012IA4,2012,IA,CHRISTIE,VILSACK,4,CHRISTIE VILSACK,D,1616461,0,0.508846878
STEVENKING2012IA4,2012,IA,STEVEN,KING,4,STEVEN A KING,R,1560253,1,0.491153122
JIMMYFARRIS2012ID1,2012,ID,JIMMY,FARRIS,1,JIMMY FARRIS,D,40800,0,0.082860642
RAULLABRADOR2012ID1,2012,ID,RAUL,LABRADOR,1,RAUL LABRADOR,R,451593,1,0.917139358
NICOLELEFAVOUR2012ID2,2012,ID,NICOLE,LEFAVOUR,2,NICOLE LEFAVOUR,D,142459,0,0.155648158
MIKESIMPSON2012ID2,2012,ID,MIKE,SIMPSON,2,MIKE SIMPSON,R,772804,1,0.844351842
DONALDPELOQUIN2012IL1,2012,IL,DONALD,PELOQUIN,1,DONALD PELOQUIN,R,29650,0,0.068389356
BOBBYRUSH2012IL1,2012,IL,BOBBY,RUSH,1,BOBBY L RUSH,D,403897,1,0.931610644
BRADSCHNEIDER2012IL10,2012,IL,BRAD,SCHNEIDER,10,BRAD SCHNEIDER,D,1546389,1,0.351176213
JASONPLUMMER2012IL12,2012,IL,JASON,PLUMMER,12,JASON PLUMMER,R,757352,0,0.556184512
WILLIAMENYART2012IL12,2012,IL,WILLIAM,ENYART,12,WILLIAM ENYART,D,598031,1,0.439182282
DAVIDGILL2012IL13,2012,IL,DAVID,GILL,13,DAVID GILL,D,648164,0,0.456515569
RODNEYDAVIS2012IL13,2012,IL,RODNEY,DAVIS,13,RODNEY DAVIS,R,771643,1,0.543484431
