letter	frequency
0-0.1	0
0.1-0.2	0.00255754475703
0.2-0.3	0.00255754475703
0.3-0.4	0.0230179028133
0.4-0.5	0.0204603580563
0.5-0.6	0.0434782608696
0.6-0.7	0.0511508951407
0.7-0.8	0.0562659846547
0.8-0.9	0.0818414322251
0.9-1.0	0.718670076726
0.9-1.0	0.718670076726
 	0
