letter	frequency
0-0.1	0.589576547231
0.1-0.2	0.127035830619
0.2-0.3	0.0814332247557
0.3-0.4	0.0912052117264
0.4-0.5	0.0684039087948
0.5-0.6	0.0228013029316
0.6-0.7	0.0130293159609
0.7-0.8	0.00325732899023
0.8-0.9	0.00325732899023
0.9-1.0	0
0.9-1.0	0
 	0
